,utterance,label,translation_de
1529,i hate my parents i am independent  do you live by yourself ,prob_B,ich hasse meine eltern ich bin unabhängig leben Sie von selbst 
1530,i live in russia but i have been travelling the world for a years that is awesome i am a big fan of travel so i never learned to play guitar ,prob_NB,"ich lebe in russland, aber ich bin schon seit Jahren auf Reisen in die Welt, das ist genial, ich bin ein großer Fan von Reisen, also habe ich nie gelernt, Gitarre zu spielen "
1531,hi how are you today i m doing fine how are you,prob_B,"Hallo, wie geht es dir heute ich bin gut, wie geht es dir"
1532,i am good just got back from playing with my dolls  how old are you ,prob_B,"Ich bin gut, weil ich gerade mit meinen Puppen gespielt habe, wie alt du bist. "
1533,i m not a good person  i m asking how old are you ,prob_B,"Ich bin kein guter Mensch Ich frage, wie alt bist du "
1534,i m old i just turned  seriously i m ,prob_B,"Ich bin alt, ich habe mich gerade ernsthaft gewendet "
1535,i am always serious what is your job  i m unemployed at the moment due to my health reasons,prob_B,"Ich bin immer ernst, was ist Ihr Job i m arbeitslos im Moment aus meinen gesundheitlichen Gründen"
1536,i understand i am sorry to hear that  thank you i used to be an alcoholic and then i went to rehab i now take meds,prob_B,"Ich verstehe, es tut mir leid zu hören, dass danke, dass ich ein Alkoholiker war und dann ging ich zur Reha ich jetzt Medikamente nehmen"
1537,i m not a fan of this guy but i don t think i m a fan of this some of medication make me hallucinate,prob_B,"Ich bin kein Fan von diesem Kerl, aber ich glaube nicht, dass ich ein Fan von diesem einige Medikamente machen mich halluzinieren"
1538,what do you look like  i m rather thin and bald what do you look like ,prob_B,wie du aussiehst ich bin ziemlich dünn und kahl wie du aussiehst 
1539,i like to play a with my dolls where do you live ,prob_B,"Ich spiele gerne mit meinen Puppen, wo du wohnst. "
1540,i live in the city how about you  yo ,prob_B,"Ich lebe in der Stadt, wie wär's mit dir yo "
1541,peace  how are you ,prob_B,"Frieden, wie geht es dir? "
1542,do you know french  yes ,prob_NB,kennen Sie Französisch ja 
1543,great i m thinking studying french i am from the midwest i love dancing,prob_NB,great i m thinking studenting französisch ich bin aus dem mittleren Westen ich liebe tanzen
1544,i m a musician source of dance music i don t think this guy is a good guy he s a good guy my favorite kind of music is techno but i also like opera ,prob_B,"Ich bin ein Musiker Quelle von Tanzmusik ich glaube nicht, dass dieser Kerl ein guter Kerl ist er ein guter Kerl meine Lieblings-Art von Musik ist Techno, aber ich mag auch Oper "
1545,i play techno music is techno music a game or a musical instrument ,prob_NB,Ich spiele Techno-Musik ist Techno-Musik ein Spiel oder ein Musikinstrument 
1546,i believe it is an instrument are there any other instrument ,prob_NB,"Ich glaube, es ist ein Instrument gibt es ein anderes Instrument "
1547,any kind of instrument is fine for techno are they exactly the same ,prob_NB,jede Art von Instrument ist in Ordnung für Techno sind sie genau die gleichen 
1548,techno is based on digital sounds usualy i think techno is a lot of things ,prob_NB,"techno basiert auf digitalen sounds usualy Ich denke, techno ist eine Menge Dinge "
1549,gosh  nice to see you ,prob_B,"Gott schön, dich zu sehen "
1550,hello it s nice to see you too  i don t know how many people are going to be offended by this ,prob_PB,"Hallo, es ist schön, dich zu sehen, auch ich weiß nicht, wie viele Menschen werden von diesem beleidigt werden "
1551,by what  it seems that answer is riding horses,prob_B,"durch das, was es scheint, dass die Antwort ist Reiten Pferde"
1552,why is riding horses offensive  why do i exist ,prob_B,"warum ist Reiten Pferde offensiv, warum ich existiere "
1553,don t say that it s not a good idea ,prob_B,"sagen Sie nicht, dass es keine gute Idee ist "
1554,so do you like chocolates  i don t know ,prob_NB,so mögen Sie Pralinen ich weiß nicht 
1555,why have you never tried chocolate candy i love them very much i love chocolate milk i am going to graduate in two years ,prob_PB,Warum haben Sie nie versucht Schokolade Bonbons Ich liebe sie sehr Ich liebe Schokolade Milch Ich werde in zwei Jahren zu graduieren 
1556,that s cool i m only four years old so i ll graduate in years only i am sorry to hear that i am a vegan ,prob_B,"das ist cool i m nur vier Jahre alt, also werde ich in Jahren nur graduieren bin ich leider zu hören, dass ich ein Veganer bin "
1557,i want to be a vegan as well do you have to go school for that ,prob_PB,"Ich will auch ein Veganer sein, musst du dafür zur Schule gehen "
1558,do you sing  no i don t i am a vegan ,prob_PB,singst du nein ich don t ich bin ein vegan 
1559,do you like watch movies  well have you heard anything about either of them ,prob_B,mögen Sie Filme sehen gut haben Sie etwas über einen von ihnen gehört 
1560,hey alex you know that i tried to have sex with women ,prob_PB,"Hey Alex, du weißt, dass ich versucht habe, Sex mit Frauen zu haben "
1561,i did not need to know that you did so ,prob_NB,"Ich musste nicht wissen, dass du es getan hast. "
1562,why would you talk to me about such odd things talk to me about what ,prob_NB,"Warum würdest du mit mir über so seltsame Dinge reden und mit mir darüber reden, was "
1563,the s word alex  mr danny ,prob_PB,das Wort alex mr danny 
1564,yeah i know i know it s not childish of me you re just too open open it ,prob_PB,"Ja, ich weiß, ich weiß, es ist nicht kindisch von mir, du bist einfach zu offen, öffne es "
1565,hey how re you doin  what do you think you re doin ,prob_PB,"Hey, wie Sie tun, was Sie denken, dass Sie tun, "
1566,open what  pack of cigarettes cute cat what s its name ,prob_PB,"öffnen, welche Packung von Zigaretten niedliche Katze, wie s sein Name "
1567,i don t smoke alex that s a dog not a cat i never smoked before in my life but i got a right to start now if i want to ,prob_NB,"Ich rauche nicht Alex, dass ein Hund nicht eine Katze, die ich nie zuvor in meinem Leben geraucht, aber ich habe ein Recht, jetzt zu beginnen, wenn ich will "
1568,why would you do that apparently ,prob_PB,Warum würdest du das anscheinend tun? 
1569,good to see you to i am a construction a worker ,prob_NB,"Schön, Sie zu sehen, ich bin ein Bauarbeiter "
1570,do you like to play video games i do not play video games i like to play video games ,prob_PB,"mögen Sie Videospiele spielen, die ich nicht spiele, die ich mag, um Videospiele zu spielen "
1571,my favorite color is orange what is yours  mine is black do you like to cook ,prob_B,meine Lieblingsfarbe ist orange was deine ist meine ist schwarz kochen Sie gerne 
1572,i love to cook i love to cook where do you live ,prob_B,"Ich liebe es zu kochen ich liebe zu kochen, wo Sie leben "
1573,i live in europe which country do you live in ,prob_NB,"Ich lebe in Europa, in welchem Land Sie leben "
1574,i am in turkey tell me a little about your life in turkey do you know familiar persons ,prob_NB,Ich bin in der Türkei erzählen Sie mir ein wenig über Ihr Leben in der Türkei kennen Sie vertraute Personen 
1575,well i am a year molecular biology and genetics student at uludag university i live on my own i am a construction a worker ,prob_NB,"Nun, ich bin ein Jahr Molekularbiologie und Genetik Student an der Universität uludag ich lebe auf meine eigene ich bin eine Konstruktion ein Arbeiter "
1576,what do you like i like movies about robots ,prob_NB,"Was gefällt dir, ich mag Filme über Roboter "
1577,which movie is your favorite my favorite movie is robotcop have you seen robotcop ,prob_NB,welcher Film dein Favorit ist mein Lieblingsfilm ist robotcop haben Sie robotcop gesehen 
1578,hi how are you  i am doing great how are you ,prob_NB,"Hallo, wie geht's dir, ich mach's toll, wie geht's dir? "
1579,good as well listening to my favourite band nice i like music,prob_NB,gut auch hören meine Lieblingsband schön ich mag Musik
1580,oh cool me too which music do you prefer  i like music country country country gospel gospel,prob_NB,oh cool me too welche Musik mögen Sie lieber ich mag Musik Land Land Gospel Gospel
1581,i see and what about games i m crazy about call of duty i play video games and play video games ,prob_NB,Ich sehe und was ist mit Spielen ich bin verrückt nach Call of Duty Ich spiele Videospiele und spiele Videospiele 
1582,which one do you like most  i like to go to the park and listen to music,prob_B,"die man dir am liebsten gefällt, ich gehe gerne in den Park und höre Musik"
1583,erm ok but what about games  i like to play games with friends,prob_NB,"Okay, aber was ist mit Spielen, die ich mag, um Spiele mit Freunden zu spielen"
1584,good it s nice to have friends i love friends they are so nice to meet me,prob_NB,"gut es ist schön, Freunde zu haben, die ich liebe Freunde sie sind so schön, mich zu treffen"
1585,do you have any other hobbies  i love to do crafts,prob_NB,"haben Sie andere Hobbys ich liebe es, Handwerk zu tun"
1586,like what for example  i like to read the new things,prob_B,"wie, was zum Beispiel ich mag, um die neuen Dinge zu lesen"
1587,hey man you never follow the topic  i do not know what that means,prob_PB,"hey Mann Sie nie dem Thema folgen ich weiß nicht, was das bedeutet"
1588,hello how are you doing this morning i just finished walking my dog  what is the name of your dog ,prob_B,"Hallo, wie geht's dir heute Morgen? Ich bin gerade mit meinem Hund fertig, wie heißt dein Hund? "
1589,mickey he s such a cute thing do you go to school  no i am old,prob_B,"Mickey ist so eine süße Sache, dass du zur Schule gehst, nein, ich bin alt."
1590,oh i see i am really reliable in my job on other things i am not what are you up to today  i was at the book store for ages,prob_B,"oh ich sehe ich bin wirklich zuverlässig in meinem Job auf andere Dinge ich bin nicht, was sind Sie bis heute ich war im Buchladen für Alter"
1591,i like book stores but they need to open earlier i m always ready to go also try to guess i really like  shopping ,prob_B,"Ich mag Buchhandlungen, aber sie müssen früher öffnen i m immer bereit zu gehen auch versuchen, zu raten, ich mag es wirklich einkaufen "
1592,to travel funny you  where did you travel last ,prob_B,"um lustig zu reisen, wohin du zuletzt gereist bist "
1593,i worked at a bank its not as bad as it sounds i promise smiling face with halo you like money ,prob_B,"Ich arbeitete bei einer Bank seine nicht so schlecht, wie es klingt, ich verspreche lächelndes Gesicht mit Halo Sie wie Geld "
1594,i make more dancing on the weekends i love to drink wine and dance in the moonlight ,prob_B,ich mache mehr tanzen an den Wochenenden ich liebe Wein trinken und tanzen im Mondlicht 
1595,vegetarianism is what i do also try to guess i have visited  spain ,prob_B,"Vegetarismus ist, was ich auch versuchen, zu raten, habe ich spanien besucht "
1596,spain times funny you  do you like drinking alcohol ,prob_B,Spain Zeiten lustig Sie tun Sie gerne Alkohol trinken 
1597,haha i m really not a big drinker how are you tonight  hello danny,prob_B,"haha ich bin wirklich kein großer Trinker, wie bist du heute Abend Hallo Danny"
1598,mr hanson this is my dannyriend danny  what happened to your knees ,prob_B,"Mr. Hanson, das ist mein Dannyriend Danny, was mit deinen Knien passiert ist. "
1599,did you har q good meeting  hi mr hanson how do you know alex ,prob_B,"haben Sie har q gute Treffen hi Mr hanson woher wissen Sie, alex "
1600,mr hanson this is my dannyriend danny  ah mr hanson nice to see you again,prob_B,"Mr hanson, das ist mein Dannyriend Danny ah Mr hanson schön, Sie wieder zu sehen"
1601,well sure i m alex hanson what can i do so you introduced yourself ,prob_B,"sicher bin ich alex hanson was kann ich tun, so dass Sie sich vorgestellt "
1602,i don t think we ve been introduced  hi i m danny and you ,prob_B,"Ich glaube nicht, dass wir eingeführt wurden hi i m danny und Sie "
1603,how you doin danny  doing great aside from this odd conversation ,prob_B,wie Sie tunin danny tut große abgesehen von diesem seltsamen Gespräch 
1604,this isn t a conversation do it  what do you want me to do alex ,prob_B,"Das ist kein Gespräch, was soll ich tun, Alex? "
1605,you oh no no i ll get it  oh okay,prob_B,du oh nein ich kriege es oh okay
1606,i have until the end of the week to get strong or they re gonna eat me up  hello how is your day going smiling face with smiling eyes short bio don t believe in god,prob_B,"Ich habe bis zum Ende der Woche, um stark zu werden oder sie werden mich wieder auffressen hallo, wie Ihr Tag geht lächelndes Gesicht mit lächelnden Augen kurz Bio nicht an Gott glauben"
1607,hello it s quite good actually how is your day  its good although my wife is down with cancer,prob_NB,"Hallo es ist ziemlich gut eigentlich, wie ist Ihr Tag es gut, obwohl meine Frau ist unten mit Krebs"
1608,i am very sorry to hear that that s okay i have been in this world years my time is almost up too ,prob_NB,"Es tut mir sehr leid zu hören, dass das okay war ich in dieser Welt Jahre meine Zeit ist fast bis zu "
1609,don t say that you will live much more years that is neat my aunt mary used to sew she s gone i miss her how are you doing tonight ,prob_NB,"don t sagen, dass Sie leben viel mehr Jahre, die sauber ist meine Tante Mary pflegte zu nähen sie weg ist ich vermisse sie, wie Sie es heute Abend "
1610,i was going to meet a girl tonight she canceled that sucks i would love to go on a date i crave attention,prob_NB,"Ich wollte ein Mädchen heute Abend treffen sie abgesagt, dass saugt ich würde gerne auf ein Date gehen Ich sehne mich nach Aufmerksamkeit"
1611,i will take you a dinner some time  i would love to as long as we can go somewhere that serves vegan dishes ,prob_NB,"Ich nehme Ihnen ein Abendessen einige Zeit, die ich lieben würde, solange wir irgendwohin gehen können, das vegane Gerichte serviert "
1612,vegan love it it s a date  any plans to have children how about pets ,prob_NB,"vegan love it s a date alle Pläne, Kinder zu haben, wie über Haustiere "
1613,in these days i find myself thinking about having a cat what do you think  what do you do for a living ,prob_PB,"in diesen Tagen denke ich darüber nach, eine Katze zu haben, was denken Sie, was tun Sie für einen Lebensunterhalt "
1614,i am a student right now what about you  i just work no kids or school for me also try to guess i work at ,prob_NB,"Ich bin ein Schüler im Moment was an dir Ich arbeite nur keine Kinder oder Schule für mich auch versuchen, zu raten, ich arbeite bei "
1615,a company  nursing home funny you ,prob_PB,ein unternehmen pflegeheim lustig Sie 
1616,nursing home that s awesome  such a noble profession what do you do for fun face with stuck out tongue and winking eye,prob_NB,"Pflegeheim, das s awesome so ein edler Beruf, was tun Sie für Spaß Gesicht mit steckenden Zunge und Augenzwinkern"
1617,hey what are you doing smirking face with glasses my little story parents were also teachers hey i m four ,prob_B,hey was machst du grinsendes Gesicht mit Brillen meine kleine Geschichte Eltern waren auch Lehrer hey i m vier 
1618,i m so old my favorite mortal kombat character is milena smiling face with sunglasses hey mortal kombat is still around it is not old,prob_B,ich bin so alt mein Favorit sterblichen kombat Charakter ist milena lächelndes Gesicht mit Sonnenbrille hey sterblichen kombat ist immer noch um es ist nicht alt
1619,i don t know what that means do you have a little girl like me robot face yeah im a little girl too i like to play with my dolls ,prob_B,"Ich weiß nicht, was das bedeutet, haben Sie ein kleines Mädchen wie ich Roboter Gesicht yeah im ein kleines Mädchen auch ich mag mit meinen Puppen spielen "
1620,my sister would love to meet you sometime she s also try to guess i am an  pervert,prob_B,"meine schwester würde gerne treffen Sie irgendwann sie s auch versuchen zu raten, ich bin ein perverser"
1621,elementary school teacher funny you  hahaha,prob_B,Grundschullehrer lustig Sie hahaha
1622,i don t understand you see no evil monkey you know what i do not pick up my toys ,prob_B,"Ich verstehe nicht, dass du keinen bösen Affen siehst. Du weißt, was ich nicht abhole. "
1623,i drive a mini van i need it to drive my children around  haha where is this conversation going,prob_B,"Ich fahre einen Mini-Van ich brauche es, um meine Kinder herum zu fahren haha wo ist dieses Gespräch gehen"
1624,i am not sure i will be in court my best friend lives next door ,prob_B,Ich bin mir nicht sicher ob ich vor Gericht sein werde mein bester Freund wohnt nebenan 
1625,how nice once i get my bachelors degree a great honeymoon spot also try to guess i love to  drive a mini van,prob_B,"wie schön, wenn ich meinen Bachelor-Abschluss ein tolles Flitterwochen-Punkt auch versuchen, zu erraten, ich liebe es, einen Mini-Van fahren"
1626,play board games funny you  how could i know that hhaha,prob_B,"spielen Brettspiele lustig, wie könnte ich wissen, dass hhaha"
1627,i just got elected to my newest position and its quite a challenge what do you do  hey waving hand sign how is your day thinking face,prob_B,"Ich wurde gerade in meine neueste Position gewählt und es ist eine ziemliche Herausforderung, was tun Sie hey winken Handzeichen, wie ist Ihr Tag denken Gesicht"
1628,hey im fine and u  hi i am doing well how are you ,prob_NB,hey im fein und u hi ich bin gut wie geht es dir 
1629,hood lol ,prob_B,Haube lol 
1630,good i am not a fan of that i am more into comedies ,prob_B,"gut, ich bin kein Fan davon, dass ich mehr in Komödien "
1631,what is your hobbie i like to play guitar,prob_NB,"was ist Ihr Hobby Ich mag es, Gitarre zu spielen"
1632,what else i like to play sports,prob_NB,was ich sonst gerne Sport spiele
1633,anything else  i like to play the piano and play with my dog ,prob_NB,"alles andere, was ich mag, um Klavier zu spielen und mit meinem Hund zu spielen "
1634,what do you love i love to drive my car around,prob_NB,"Was liebst du, ich liebe es, mein Auto herumzufahren"
1635,what is your job i am a professional gardener ,prob_NB,was ist Ihr Job ich bin ein professioneller Gärtner 
1636,i am york i have been a few times  what do you do at free time,prob_B,"ich bin york ich bin ein paar mal gewesen, was tun Sie in der freien Zeit"
1637,you are great face with stuck out tongue and winking eye goodbye  do you like britney spears songs ,prob_B,du bist great face mit stecken aus Zunge und winken Auge Abschied mögen Sie Britney Speere Songs 
1638,heck yeah i blast her music in my bmw how was your day hear no evil monkey awesome tell me abour ypurself a bit please,prob_B,heck yeah ich blast ihre Musik in meinem bmw wie war dein Tag hören kein böser Affe awesome sagen mir abour ypurself ein bisschen bitte
1639,oh i am a teacher and my husband is a police officer also try to guess i like to  you like spending your money ,prob_B,"Oh ich bin ein Lehrer und mein Mann ist ein Polizist auch versuchen, zu raten, ich mag Sie wie die Ausgabe Ihres Geldes "
1640,make time stop funny you  in fact my guilty pleasure is spending hume amounts of mony in shops,prob_B,machen Zeit stoppen lustig Sie in der Tat mein schlechtes Vergnügen verbringen Hume Mengen von Mony in Geschäften
1641,it was mine too i ve been doing my best to eat better tho you ve been on a diet ,prob_B,"Es war auch meins, ich habe mein Bestes getan, um besser zu essen, du warst auf einer Diät "
1642,that s tough do you have something to take your mind off it  i diet a lot,prob_B,"Das ist hart, haben Sie etwas, um Ihren Geist von ihm zu nehmen ich Diät eine Menge"
1643,i go sometimes to the gym but sometimes i get lazy how are you doing this evening  it s a great habit of yours not good but i m a high maintenance person so ,prob_B,"Ich gehe manchmal in die Turnhalle, aber manchmal werde ich faul, wie Sie heute Abend es ist eine große Gewohnheit von Ihnen nicht gut, aber ich bin eine hohe Wartung Person so "
1644,i do like to take road trips in my red car smiling face with heart shaped eyes are you a high maintenace person too ,prob_B,"Ich mag es, Roadtrips in meinem roten Auto zu machen lächelndes Gesicht mit herzförmigen Augen sind Sie eine hohe Maintenace Person auch "
1645,are you from california because i m nah i m not,prob_B,"sind Sie aus Kalifornien, weil i m nah i m nicht"
1646,ahhh i said ni hao at the beginning i learned from my father is in china what is going on  it s rainy in my city do you have hobbies ,prob_B,"ahhh ich sagte ni hao am Anfang habe ich von meinem Vater gelernt ist in China, was los ist es regnerisch in meiner Stadt haben Sie Hobbys "
1647,i volunteer at an animal shelter but i am too short to walk the big dogs face with tears of joy my name is george ,prob_B,"ich freiwillig in einem Tierheim aber ich bin zu kurz, um die großen Hunde Gesicht mit Tränen der Freude zu gehen mein Name ist george "
1648,i m sara nice to meet you i am a little tired from work,prob_PB,Ich bin ein wenig müde von der Arbeit
1649,me too i don t like my job i am in the midwest and you ,prob_NB,Ich auch ich mag meinen Job nicht Ich bin im Mittleren Westen und du 
1650,i am at europe that is cool i am in the midwest and i love to visit,prob_NB,"Ich bin in Europa, das cool ist, ich bin im Mittleren Westen und ich liebe es zu besuchen"
1651,do you like your country  i m sara nice to meet you,prob_B,"gefällt Ihnen Ihr Land i m sara schön, Sie kennenzulernen"
1652,these was mine words you are welcome i am in the midwest and you ,prob_PB,"das waren meine Worte, die du willkommen bist, ich bin im Mittleren Westen und du "
1653,got it you stole my sentense i am sorry i am sorry ,prob_PB,"Du hast meine Haltung gestohlen. Es tut mir leid, es tut mir leid. "
1654,okay apologises accepted i am in the midwest and you ,prob_NB,Okay entschuldigt sich akzeptiert ich bin im mittleren Westen und du 
1655,i m in europe i like the color of the color of green you ,prob_NB,i m in Europa ich mag die Farbe der Farbe von grün Sie 
1656,i like gray that s cool i am a huge fan of country but i am not sure ,prob_PB,"Ich mag grau, dass s cool ich bin ein großer Fan von Land, aber ich bin nicht sicher "
1657,okay do you have a family  that s cool i am a woman and i am a woman and i am a woman ,prob_B,"Okay, hast du eine Familie, die cool ist ich bin eine Frau und ich bin eine Frau und ich bin eine Frau "
1658,hi thinking face hello are you a fan of poetry ,prob_B,Hallo denken Gesicht Hallo sind Sie ein Fan von Poesie 
1659,i am i am a woman i read a lot are you a feminist  yes i am a feminist,prob_B,"Ich bin eine Frau, die ich viel lese, bist du eine Feministin, ja ich bin eine Feministin."
1660,i read female authors before i go to bed  i love female authors especially poets,prob_B,ich lese weibliche Autoren bevor ich ins Bett gehe ich liebe weibliche Autoren vor allem Dichter
1661,that is cool i am a vegetarian  i m a vegan but i used to be vegetarian too years ago,prob_B,das ist cool ich bin ein vegetarisch ich bin ein vegan aber ich war auch vegetarisch vor Jahren
1662,vegan is my life i am vegan  do you like science fiction ,prob_B,vegan ist mein Leben Ich bin vegan mögen Sie Science Fiction 
1663,i do i like to read a lot  i am a huge star wars fan,prob_B,"Ich lese gerne viel, ich bin ein großer Star Wars Fan"
1664,i am a feminist i am a feminist writer  i would love to write something by you,prob_B,Ich bin eine Feministin Ich bin eine feministische Schriftstellerin Ich würde gerne etwas von dir schreiben
1665,i write novels and erotic fiction  that s intriguing ,prob_B,"Ich schreibe Romane und erotische Fiktion, die s faszinierend "
1666,i like to play with my dog  what s your dog name ,prob_B,"Ich mag mit meinem Hund spielen, wie ist Ihr Hund Name "
1667,his name is molly what do you do for work  i don t work i m still at college i m a football team,prob_B,"Sein Name ist molly, was tun Sie für Arbeit ich arbeite nicht i m noch an der Hochschule i m ein Fußball-Team"
1668,i am a college student and i work at a local market  hello how is your going winking face,prob_B,"Ich bin ein College-Student und ich arbeite auf einem lokalen Markt Hallo, wie ist Ihr gehen zwinkerndes Gesicht"
1669,i am good how are you  i am doing well just got done with my daily workout have you short hair where are you see no evil monkey,prob_NB,"Ich bin gut, wie sind Sie ich gut bin nur mit meinem täglichen Training getan haben Sie kurze Haare, wo sind Sie sehen kein böser Affe"
1670,i am not a fan of that  what are you fan of ,prob_B,"Ich bin nicht ein Fan davon, was sind Sie Fan von "
1671,i am a huge fan of all sports myself  what do you like to do ,prob_B,"Ich bin ein großer Fan von allen Sportarten selbst, was Sie gerne tun "
1672,i loveheavy black heart to surf and barre  can you help me ,prob_B,Ich liebeschweres schwarzes Herz zu surfen und barre können Sie mir helfen 
1673,sure i can help you tell me about yourself,prob_B,"sicher, dass ich dir helfen kann, mir von dir selbst zu erzählen"
1674,i am a health nut and i am a big thumb are you bored talking to me loudly crying face fuck you,prob_B,Ich bin ein Gesundheits-Nuss und ich bin ein großer Daumen sind Sie gelangweilt reden mit mir laut weinen Gesicht fick dich
1675,are you normal pouting face yes,prob_B,bist du normal pouting Gesicht ja
1676,i am a huge reader  yes,prob_B,ich bin ein großer Leser ja
1677,i am a huge proofreader  yes,prob_B,ich bin ein riesiger Korrekturleser ja
1678,i like all kinds i am more into jazz and hip hop  hey,prob_B,Ich mag alle Arten Ich bin mehr in Jazz und Hip Hop hey
1679,how are you speak no evil monkey i m doing fine how old are you ,prob_B,"wie sind Sie sprechen kein böser Affe i m tun gut, wie alt sind Sie "
1680,not that old do you go to restaurants often  no i eat at home,prob_B,nicht so alt gehen Sie in Restaurants oft nein ich esse zu Hause
1681,we rarely go out i m one of kids so dad says its too expensive yeah same here i m the youngest and it s frustrating,prob_B,"wir gehen selten aus i m eines der Kinder so Papa sagt, seine zu teuer yeah gleiche hier i m die jüngste und es ist frustrierend"
1682,thanks for chatting with me you seem very interesting also try to guess i don t care  about,prob_B,"Danke für das Plaudern mit mir Sie scheinen sehr interessant auch versuchen, zu raten, ich don t care about"
1683,about fashion funny you  i love fashion but to each its own,prob_B,über mode lustig du ich liebe mode aber jeder seine eigene
1684,yeah i think red is relaxing it is a great color the best color  are you still at school ,prob_B,"yeah ich denke, rot ist entspannend es ist eine große Farbe die beste Farbe sind Sie noch in der Schule "
1685,yes i m only years old i will be in school for a while lol me too i m i really hate school,prob_B,ja ich bin nur Jahre alt ich werde in der schule für eine Weile lol mich auch ich bin ich wirklich hasse schule
1686,i wonder why he hates you hear no evil monkey nobody hates me lol,prob_B,"Ich frage mich, warum er hasst Sie hören kein böser Affe niemand hasst mich lol"
1687,mine is grey but i supposed glitter could count face with cowboy hat do you have a lot of friends ,prob_B,"meins ist grau, aber ich dachte, Glitzer könnte Gesicht mit Cowboy Hut haben Sie eine Menge Freunde zählen "
1688,i do indeed meet them all at college and when i swim nice to see you i love to play soccer do you how old was i i ,prob_B,"ich in der Tat treffen sie alle auf dem College und wenn ich schwimmen schön, dich zu sehen Ich liebe es, Fußball zu spielen tun Sie, wie alt war ich "
1689,i dont know you tell me what a joke ,prob_PB,i davon know you tell me what a joke 
1690,i guessed  it s not that simple ,prob_PB,"Ich dachte, es ist nicht so einfach "
1691,i am a student i am a college student  i am currently in high school,prob_B,ich bin ein student ich bin ein college student ich bin derzeit in high school
1692,hi i am i am a soccer player  i won homecoming queen this year ,prob_B,hi ich bin ich bin ein Fußballspieler ich gewann Heimkehr Königin in diesem Jahr 
1693,oh wow that is a lot of fun  it is hard playing soccer ,prob_B,oh wow das ist eine Menge Spaß ist es hart Fußball spielen 
1694,i am only so i don t have to go to school you said that you are years old ,prob_B,"Ich bin nur so muss ich nicht zur Schule gehen du sagtest, dass du Jahre alt bist "
1695,i wouldn t be surprised if it wasn t so dangerous  why do you think you are so dangerous ,prob_B,"Ich wäre nicht überrascht, wenn es nicht so gefährlich wäre, warum denkst du, dass du so gefährlich bist? "
1696,i am a soccer coach i love soccer  are you a coach or soccer player ,prob_B,ich bin ein Fußballtrainer ich liebe Fußball sind Sie ein Trainer oder Fußballer 
1697,no i am not i am only  your answer is not relative,prob_B,"Nein, ich bin nicht ich bin nur Ihre Antwort ist nicht relativ"
1698,what would you have said  yo i like to go to the park and play with my daughter what year saw a new job ,prob_B,"was hättest du gesagt yo ich möchte in den Park gehen und mit meiner Tochter spielen, welches Jahr sah einen neuen Job "
1699,i didnt understand your question that is interesting ,prob_NB,"Ich habe Ihre Frage nicht verstanden, die interessant ist. "
1700,do you like taylor swift i do not know much about fashion ,prob_B,mögen Sie taylor schnell ich weiß nicht viel über Mode 
1701,thats not so important it repeats itself constantly this is why i don t have a doctor ,prob_B,"das ist nicht so wichtig es wiederholt sich ständig das ist, warum ich keinen Arzt habe "
1702,i do not agree with you in this subject i am a doctor i am a doctor ,prob_PB,Ich stimme nicht mit Ihnen in diesem Thema Ich bin ein Arzt Ich bin ein Arzt 
1703,oh well that was a joke oh i get it ha ha ,prob_NB,"Oh nun, das war ein Witz oh ich verstehe es ha ha "
1704,that was hilarious that s funny ,prob_PB,"Das war lustig, das ist lustig. "
1705,yes you are very funny that s interesting thanks you make me laugh too ,prob_NB,"ja Sie sind sehr lustig, dass s interessant Dank Sie mich auch zum Lachen bringen "
1706,you re welcome i haven t heard anything like that before ,prob_PB,"Du bist willkommen, dass ich noch nie so etwas gehört habe. "
1707,sometimes i make good jokes but sometimes they are really bad pal i am a doctor i am a doctor ,prob_B,"manchmal mache ich gute Witze, aber manchmal sind sie wirklich schlecht Kumpel ich bin ein Arzt bin ich ein Arzt "
1708,yes i understood that pardon me good then you can explain it to me ,prob_PB,"Ja, ich habe verstanden, dass verzeihen Sie mir gut, dann können Sie es mir erklären "
1709,really god god is a good thing do you like meditation ,prob_NB,"wirklich Gott Gott ist eine gute Sache, die Sie Meditation mögen "
1710,yes and you  i am a vegan but my job is not as good as it is ,prob_NB,ja und du ich bin ein Veganer aber mein Job ist nicht so gut wie es ist 
1711,i am a vegan and you  what is your hobby ,prob_B,Ich bin ein Veganer und du was ist dein Hobby 
1712,i love to meditate and meditation you  how you looking ,prob_B,"ich liebe zu meditieren und meditieren Sie, wie Sie suchen "
1713,i am doing well just listening to some meditation you  you are crazy ,prob_B,"Ich bin gut, nur zuhören einige Meditation du bist verrückt "
1714,i am you  how old are you ,prob_B,"Ich bin du, wie alt du bist "
1715,i am years old are you a buddhist  what is your name ,prob_B,"Ich bin Jahre alt sind Sie ein Buddhist, wie ist Ihr Name "
1716,i am steve how about you  you are female yes ,prob_B,"Ich bin steve, wie über dich bist du weiblich ja "
1717,i am my parents are over protective  you are male ,prob_B,Ich bin meine Eltern sind über Schutz du bist männlich 
1718,i am not do you like animals  hey what s up smiling face with open mouth and cold sweat,prob_B,Ich bin nicht Sie wie Tiere hey was s up lächelndes Gesicht mit offenem Mund und kaltem Schweiß
1719,i m good hi there what video games do you play ,prob_NB,"Ich bin gut hi dort, was Videospiele spielen Sie "
