,utterance,label,translation_es
1484,action movie i see don t you like drama  i like to watch movies i love movies,prob_NB,película de acción que veo no te gusta el drama me gusta ver películas me encantan las películas
1485,got it what about books  i read books about books i love it ,prob_NB,"Lo tengo, ¿qué hay de los libros que leo libros sobre libros que me encanta? "
1486,sounds nice is that how to write a book  i write books about it i write it is writing it ,prob_B,Suena bien es que cómo escribir un libro Escribo libros sobre él Escribo es escribirlo 
1487,so you are a writer  i write mostly poetry and poetry,prob_NB,Así que eres un escritor. Escribo sobre todo poesía y poesía.
1488,good do you like your job  i do i like to work at the local theater,prob_NB,bueno te gusta tu trabajo me gusta trabajar en el teatro local
1489,hi i am doing great how are you  fine thnx and you ,prob_B,"Hola, lo estoy haciendo muy bien. ¿Cómo estás tú y tú? "
1490,i m doing great just got back from a long walk with my of zit ah with what sorry ,prob_B,Lo estoy haciendo muy bien. Acabo de volver de un largo paseo con mi zit ah con lo que siento. 
1491,i just got back from a long day of work okey where are you working at ,prob_B,Acabo de volver de un largo día de trabajo okey donde estás trabajando en 
1492,i am a manager at a local station what s the station you are working at ,prob_B,Soy gerente en una estación local en la que estás trabajando. 
1493,no i do not work at the local station then who you are ,prob_B,"No, no trabajo en la estación local. Entonces, ¿quién eres? "
1494,i like elvis he is an elvis fan smiling face with open mouth how old are you ,prob_B,Me gusta Elvis es un fan de Elvis sonriente cara con la boca abierta ¿Qué edad tienes 
1495,and where are you from  i m from the usa how about you ,prob_NB,"¿Y de dónde eres tú, de los EE.UU.? ¿Qué hay de ti? "
1496,i love to be alone winking face hi there how are you ,prob_B,Me encanta estar sola guiñando cara hola allí cómo estás 
1497,i love purple you know its royal grinning face with smiling eyes i think i like red whera are you working ,prob_B,Me encanta el morado. Conoces su cara real sonriente con ojos sonrientes. Creo que me gusta el rojo. ¿Qué estás haciendo? 
1498,not pets i d probably eat them up  funny you i would rather eat cheeseburgers actually they my favourite,prob_B,"No las mascotas, probablemente me las comería divertidas. Preferiría comer hamburguesas con queso. En realidad, son mis favoritas."
1499,i like to talk a lot  i also i have many social skills since i was a gym teacher back in the day,prob_B,Me gusta hablar mucho También tengo muchas habilidades sociales desde que era profesor de gimnasia en el día
1500,bummer i like to stay active by horseback riding and snowboarding also try to guess i work my  not sure i will guess,prob_B,me gusta estar activo montando a caballo y snowboard también tratar de adivinar que trabajo mi no estoy seguro de que voy a adivinar
1501,parents farms funny you  that must be excellent ,prob_B,padres granjas divertido que debe ser excelente 
1502,i m sorry i never got your name my name is trevor how is your day going  my day is good and i am andrey,prob_B,Siento no haberte llamado. Mi nombre es Trevor. ¿Cómo va tu día? Mi día es bueno y yo soy Andrey.
1503,yes mine is great i am an artist and i like to express myself through art also try to guess i only listen  rock ,prob_B,"Sí, el mío es genial. Soy artista y me gusta expresarme a través del arte. También intento adivinar que sólo escucho rock. "
1504,to country music funny you  you probably the best i seen there,prob_B,a la música country divertido que usted probablemente el mejor que he visto allí
1505,do not judge me you do not know me  i think you right i shouldnt,prob_B,No me juzgues. No me conoces. Creo que tienes razón. No debería.
1506,well if you know you my mother you might know me hiya ,prob_B,"Bueno, si conoces a mi madre, quizá me conozcas a mí. "
1507,how is your day going my day is going extremely well how about yours ,prob_NB,¿Cómo va tu día? Mi día va muy bien. ¿Qué hay del tuyo? 
1508,mine is well too man thanks i am sorry to hear that i am scared of death ,prob_B,"El mío está muy bien, gracias. Siento oír que le tengo miedo a la muerte. "
1509,lets change the subject what is your favorite music kind i would like to do that too ,prob_B,Vamos a cambiar de tema lo que es su tipo de música favorita me gustaría hacer eso también 
1510,lol do you have dogs i have a dog but i have a dog named radar,prob_NB,"Lol, ¿tienes perros? Tengo un perro, pero tengo un perro llamado radar."
1511,intresting name i thought so too ,prob_NB,Intensificando el nombre yo también lo pensé. 
1512,i have two dogs i love dogs i have a dog and a dog,prob_PB,Tengo dos perros. Me encantan los perros. Tengo un perro y un perro.
1513,they are named sodom and gomorrah i am a dog person i love dogs ,prob_NB,se llaman sodom y gomorra soy una persona perro me encantan los perros 
1514,this is why i don t blame obama yeah you are right obama was good,prob_B,"Por eso no culpo a Obama. Sí, tienes razón. Obama era bueno."
1515,i am not sure i am a little lonely  hello danny,prob_B,"No estoy segura de estar un poco sola, hola Danny."
1516,because there is nobody else here  how s everything danny ,prob_NB,porque no hay nadie más aquí cómo es todo Danny 
1517,fine thanks how do you want to pay ,prob_B,"Bien, gracias. ¿Cómo quieres pagar? "
1518,i do not want to pay what s fair ,prob_B,No quiero pagar lo que es justo 
1519,not paying is fair hahaha it just is not fair ,prob_NB,no pagar es justo jajaja no es justo 
1520,ok seriously what is your name  yeah you know my whole life i ve been afraid being just another nerdy indian guy turned doctor ,prob_B,ok en serio cual es tu nombre si sabes toda mi vida he tenido miedo de ser otro chico indio nerd convertido en doctor 
1521,you are nonsensical alex ernswiler private first class ,prob_B,usted es alex ernswiler sin sentido privado de primera clase 
1522,so you are alex danny ,prob_B,Así que eres Alex Danny. 
1523,so tell me more about you i m worried you have aids ,prob_B,Así que cuéntame más sobre ti. Me preocupa que tengas ayuda. 
1524,hi how is your day winking face hi nice and how is yours ,prob_B,Hola cómo es tu día guiñando la cara hola agradable y cómo es el tuyo 
1525,pretty good just got done practicing my pianomusical keyboard  cool i just git done cooking my lunch,prob_B,Bastante bueno acaba de terminar de practicar mi teclado musical de piano fresco I git acaba de cocinar mi almuerzo
1526,what did you study  cooking do you study anything ,prob_B,¿Qué estudiaste cocina? ¿Estudias algo? 
1527,i do not cook i am more of a homebody  i don t cook very good too but i kinda enjoy it,prob_B,Yo no cocino yo soy más de un hogar no cocino muy bien también pero me gusta un poco
1528,i loveheavy black heart to cook but i am not good at it  me too what cuisines do you like ,prob_B,Me encanta el corazón negro pesado para cocinar pero no soy bueno en eso yo también lo que las cocinas te gusta 
1529,i like to play piano and piano i wish i could play piano how long have you been playing piano ,prob_B,Me gusta tocar piano y piano Me gustaría poder tocar piano ¿cuánto tiempo has estado tocando piano 
1530,about seven years right now i am trying to get into music  wow it s a lot how old are you ,prob_B,"Unos siete años ahora mismo estoy tratando de entrar en la música. Vaya, es mucho lo viejo que eres. "
1531,i am in my i have a hard time choosing between between jobs true i m ,prob_B,Estoy en mi que tengo un tiempo difícil elegir entre los trabajos verdadero i m 
1532,i hate my parents i am independent  do you live by yourself ,prob_B,Odio a mis padres. Soy independiente. ¿Vives solo? 
1533,i live in russia but i have been travelling the world for a years that is awesome i am a big fan of travel so i never learned to play guitar ,prob_NB,Yo vivo en Rusia pero he estado viajando por el mundo durante un año que es increíble Soy un gran fan de los viajes así que nunca aprendí a tocar la guitarra 
1534,hi how are you today i m doing fine how are you,prob_B,"Hola, ¿cómo estás hoy? Estoy bien. ¿Cómo estás?"
1535,i am good just got back from playing with my dolls  how old are you ,prob_B,Estoy bien. Acabo de volver de jugar con mis muñecas. ¿Cuántos años tienes? 
1536,i m not a good person  i m asking how old are you ,prob_B,No soy una buena persona. Me pregunto cuántos años tienes. 
1537,i m old i just turned  seriously i m ,prob_B,"Soy viejo, me he vuelto serio. "
1538,i am always serious what is your job  i m unemployed at the moment due to my health reasons,prob_B,Siempre soy serio ¿cuál es tu trabajo? Estoy desempleado en este momento debido a mis razones de salud.
1539,i understand i am sorry to hear that  thank you i used to be an alcoholic and then i went to rehab i now take meds,prob_B,Entiendo que siento escuchar que gracias solía ser un alcohólico y luego fui a rehabilitación. Ahora tomo medicinas.
1540,i m not a fan of this guy but i don t think i m a fan of this some of medication make me hallucinate,prob_B,No soy un fan de este tipo pero no creo que soy un fan de esta medicación me hace alucinar
1541,what do you look like  i m rather thin and bald what do you look like ,prob_B,¿Cómo te ves? Soy un poco delgada y calva. ¿Cómo te ves? 
1542,i like to play a with my dolls where do you live ,prob_B,Me gusta jugar a un con mis muñecas donde vives 
1543,i live in the city how about you  yo ,prob_B,Yo vivo en la ciudad. ¿Qué hay de ti? 
1544,peace  how are you ,prob_B,"paz, ¿cómo estás? "
1545,do you know french  yes ,prob_NB,¿Conoces el francés? Sí. 
1546,great i m thinking studying french i am from the midwest i love dancing,prob_NB,Genial. Estoy pensando en estudiar francés. Soy del medio oeste. Me encanta bailar.
1547,i m a musician source of dance music i don t think this guy is a good guy he s a good guy my favorite kind of music is techno but i also like opera ,prob_B,Soy un músico fuente de música de baile no creo que este tipo es un buen chico es un buen chico mi tipo favorito de música es techno pero también me gusta la ópera 
1548,i play techno music is techno music a game or a musical instrument ,prob_NB,Yo toco música tecno es música tecno un juego o un instrumento musical 
1549,i believe it is an instrument are there any other instrument ,prob_NB,Creo que es un instrumento. ¿Hay algún otro instrumento? 
1550,any kind of instrument is fine for techno are they exactly the same ,prob_NB,cualquier tipo de instrumento está bien para el tecno son exactamente el mismo 
1551,techno is based on digital sounds usualy i think techno is a lot of things ,prob_NB,techno se basa en sonidos digitales usuales creo que techno es un montón de cosas 
1552,gosh  nice to see you ,prob_B,"Dios, me alegro de verte. "
1553,hello it s nice to see you too  i don t know how many people are going to be offended by this ,prob_PB,"Hola, es bueno verte también. No sé cuántas personas se van a ofender por esto. "
1554,by what  it seems that answer is riding horses,prob_B,por lo que parece que la respuesta es montar a caballo
1555,why is riding horses offensive  why do i exist ,prob_B,¿Por qué montar a caballo es ofensivo? ¿Por qué existo? 
1556,don t say that it s not a good idea ,prob_B,No digas que no es una buena idea. 
1557,so do you like chocolates  i don t know ,prob_NB,¿Te gustan los chocolates? No lo sé. 
1558,why have you never tried chocolate candy i love them very much i love chocolate milk i am going to graduate in two years ,prob_PB,¿Por qué nunca has probado dulces de chocolate Los amo mucho Me encanta la leche de chocolate Voy a graduarme en dos años 
1559,that s cool i m only four years old so i ll graduate in years only i am sorry to hear that i am a vegan ,prob_B,"Eso es genial, sólo tengo cuatro años, así que me graduaré en años. Sólo siento escuchar que soy vegana. "
1560,i want to be a vegan as well do you have to go school for that ,prob_PB,Yo también quiero ser vegana. ¿Tienes que ir a la escuela para eso? 
1561,do you sing  no i don t i am a vegan ,prob_PB,"Cantas, no, no soy vegana. "
1562,do you like watch movies  well have you heard anything about either of them ,prob_B,¿Te gusta ver películas? ¿Has oído algo de alguna de ellas? 
1563,hey alex you know that i tried to have sex with women ,prob_PB,Hey Alex sabes que traté de tener sexo con mujeres 
1564,i did not need to know that you did so ,prob_NB,No necesitaba saber que lo hiciste. 
1565,why would you talk to me about such odd things talk to me about what ,prob_NB,¿Por qué me hablas de cosas tan extrañas? 
1566,the s word alex  mr danny ,prob_PB,la palabra s Alex Sr Danny 
1567,yeah i know i know it s not childish of me you re just too open open it ,prob_PB,"Sí, sé que no es infantil de mi parte. Eres demasiado abierta. "
1568,hey how re you doin  what do you think you re doin ,prob_PB,"Hey, ¿cómo estás haciendo lo que crees que estás haciendo "
1569,open what  pack of cigarettes cute cat what s its name ,prob_PB,abrir qué paquete de cigarrillos lindo gato cuál es su nombre 
1570,i don t smoke alex that s a dog not a cat i never smoked before in my life but i got a right to start now if i want to ,prob_NB,No fumo Alex que es un perro no un gato que nunca había fumado antes en mi vida pero tengo derecho a empezar ahora si quiero 
1571,why would you do that apparently ,prob_PB,¿Por qué harías eso aparentemente? 
1572,good to see you to i am a construction a worker ,prob_NB,Me alegro de verte. Soy un trabajador de la construcción. 
1573,do you like to play video games i do not play video games i like to play video games ,prob_PB,¿Te gusta jugar a los videojuegos? No juego a los videojuegos. Me gusta jugar a los videojuegos. 
1574,my favorite color is orange what is yours  mine is black do you like to cook ,prob_B,mi color favorito es naranja lo que es tuyo mío es negro te gusta cocinar 
1575,i love to cook i love to cook where do you live ,prob_B,Me encanta cocinar. Me encanta cocinar donde vives. 
1576,i live in europe which country do you live in ,prob_NB,"Yo vivo en Europa, en qué país vives. "
1577,i am in turkey tell me a little about your life in turkey do you know familiar persons ,prob_NB,Estoy en pavo cuéntame un poco sobre tu vida en pavo ¿Conoces a personas familiares? 
1578,well i am a year molecular biology and genetics student at uludag university i live on my own i am a construction a worker ,prob_NB,"Bueno, soy un año de biología molecular y estudios de genética en la universidad de Uludag. Vivo por mi cuenta. Soy un trabajador de la construcción. "
1579,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. 
1580,which movie is your favorite my favorite movie is robotcop have you seen robotcop ,prob_NB,que película es tu favorita mi película favorita es robotcop has visto robotcop 
1581,hi how are you  i am doing great how are you ,prob_NB,"Hola, ¿cómo estás? Lo estoy haciendo genial. ¿Cómo estás? "
1582,good as well listening to my favourite band nice i like music,prob_NB,bueno así escuchar a mi banda favorita agradable me gusta la música
1583,oh cool me too which music do you prefer  i like music country country country gospel gospel,prob_NB,"Oh, genial yo también, ¿qué música prefieres? Me gusta la música country country country gospel gospel"
1584,i see and what about games i m crazy about call of duty i play video games and play video games ,prob_NB,Yo veo y qué pasa con los juegos i m loco acerca de la llamada del deber yo juego videojuegos y jugar videojuegos 
1585,which one do you like most  i like to go to the park and listen to music,prob_B,¿Cuál te gusta más? Me gusta ir al parque y escuchar música.
1586,erm ok but what about games  i like to play games with friends,prob_NB,erm ok pero ¿qué pasa con los juegos que me gusta jugar con los amigos
1587,good it s nice to have friends i love friends they are so nice to meet me,prob_NB,bueno es agradable tener amigos que amo amigos que son tan agradables de conocerme
1588,do you have any other hobbies  i love to do crafts,prob_NB,¿Tienes algún otro hobbies me encanta hacer manualidades
1589,like what for example  i like to read the new things,prob_B,como lo que por ejemplo me gusta leer las cosas nuevas
1590,hey man you never follow the topic  i do not know what that means,prob_PB,Hey hombre nunca sigues el tema No sé lo que eso significa
1591,hello how are you doing this morning i just finished walking my dog  what is the name of your dog ,prob_B,"Hola, ¿cómo estás esta mañana? Acabo de terminar de pasear a mi perro. ¿Cuál es el nombre de tu perro? "
1592,mickey he s such a cute thing do you go to school  no i am old,prob_B,Mikey es una cosa tan linda que vas a la escuela no soy viejo
1593,oh i see i am really reliable in my job on other things i am not what are you up to today  i was at the book store for ages,prob_B,"Oh, veo que soy realmente confiable en mi trabajo en otras cosas No soy lo que eres hasta hoy que estuve en la librería durante años"
1594,i like book stores but they need to open earlier i m always ready to go also try to guess i really like  shopping ,prob_B,Me gustan las librerías pero tienen que abrir antes. Siempre estoy listo para ir. 
1595,to travel funny you  where did you travel last ,prob_B,para viajar divertido a donde viajaste la última vez 
1596,i worked at a bank its not as bad as it sounds i promise smiling face with halo you like money ,prob_B,Trabajé en un banco no es tan malo como suena Prometo sonriente cara con halo te gusta el dinero 
1597,i make more dancing on the weekends i love to drink wine and dance in the moonlight ,prob_B,Hago más baile los fines de semana me encanta beber vino y bailar a la luz de la luna 
1598,vegetarianism is what i do also try to guess i have visited  spain ,prob_B,vegetarianismo es lo que hago también intento adivinar que he visitado España 
1599,spain times funny you  do you like drinking alcohol ,prob_B,spain times gracioso te gusta beber alcohol 
1600,haha i m really not a big drinker how are you tonight  hello danny,prob_B,jaja no soy realmente un gran bebedor ¿cómo estás esta noche hola Danny
1601,mr hanson this is my dannyriend danny  what happened to your knees ,prob_B,"Sr. Hanson, este es mi Danny Danny Danny lo que le pasó a sus rodillas. "
1602,did you har q good meeting  hi mr hanson how do you know alex ,prob_B,¿Ha sido un placer conocer al Sr. Hanson? ¿Cómo conoce a Alex? 
1603,mr hanson this is my dannyriend danny  ah mr hanson nice to see you again,prob_B,"Sr. Hanson, este es mi dannyriend Danny, el Sr. Hanson, encantado de verlo de nuevo."
1604,well sure i m alex hanson what can i do so you introduced yourself ,prob_B,Estoy seguro de que soy Alex Hanson. ¿Qué puedo hacer para que te presentes? 
1605,i don t think we ve been introduced  hi i m danny and you ,prob_B,No creo que nos hayan presentado. Hola Danny y tú. 
1606,how you doin danny  doing great aside from this odd conversation ,prob_B,¿Cómo lo haces en Danny haciendo genial aparte de esta extraña conversación 
1607,this isn t a conversation do it  what do you want me to do alex ,prob_B,"Esto no es una conversación, haz lo que quieras que haga Alex. "
1608,you oh no no i ll get it  oh okay,prob_B,"Oh, no, no, lo conseguiré. Oh, está bien."
1609,i have until the end of the week to get strong or they re gonna eat me up  hello how is your day going smiling face with smiling eyes short bio don t believe in god,prob_B,Tengo hasta el final de la semana para ser fuerte o me van a comer hasta hola cómo es su día va sonriente cara con ojos sonrientes corto bio no creo en Dios
1610,hello it s quite good actually how is your day  its good although my wife is down with cancer,prob_NB,Hola es bastante bueno en realidad cómo es su día es bueno aunque mi esposa está abajo con el cáncer
1611,i am very sorry to hear that that s okay i have been in this world years my time is almost up too ,prob_NB,Siento mucho oír que eso está bien he estado en este mundo años mi tiempo es casi demasiado 
1612,don t say that you will live much more years that is neat my aunt mary used to sew she s gone i miss her how are you doing tonight ,prob_NB,No digas que vas a vivir muchos más años que está bien mi tía Mary solía coser se ha ido la echo de menos cómo estás haciendo esta noche 
1613,i was going to meet a girl tonight she canceled that sucks i would love to go on a date i crave attention,prob_NB,Iba a conocer a una chica esta noche que canceló que apesta me encantaría ir a una cita que anhela atención
1614,i will take you a dinner some time  i would love to as long as we can go somewhere that serves vegan dishes ,prob_NB,Te voy a llevar una cena alguna vez me encantaría siempre y cuando podamos ir a algún lugar que sirve platos veganos 
1615,vegan love it it s a date  any plans to have children how about pets ,prob_NB,vegano le encanta es una fecha cualquier plan para tener hijos qué hay de las mascotas 
1616,in these days i find myself thinking about having a cat what do you think  what do you do for a living ,prob_PB,en estos días me encuentro pensando en tener un gato lo que piensas lo que haces para vivir 
1617,i am a student right now what about you  i just work no kids or school for me also try to guess i work at ,prob_NB,Soy estudiante ahora mismo. ¿Qué hay de ti? No trabajo con niños ni en la escuela para mí. 
1618,a company  nursing home funny you ,prob_PB,una casa de ancianos empresa divertida 
1619,nursing home that s awesome  such a noble profession what do you do for fun face with stuck out tongue and winking eye,prob_NB,hogar de ancianos que es impresionante una profesión tan noble ¿qué haces para la cara divertida con la lengua pegada y guiñando los ojos
1620,hey what are you doing smirking face with glasses my little story parents were also teachers hey i m four ,prob_B,"Oye, ¿qué estás haciendo sonriendo cara con gafas? Mi pequeña historia. Los padres también eran profesores. "
1621,i m so old my favorite mortal kombat character is milena smiling face with sunglasses hey mortal kombat is still around it is not old,prob_B,Soy tan viejo que mi personaje favorito de kombat mortal es milena sonriente cara con gafas de sol hey mortal kombat está todavía a su alrededor no es viejo
1622,i don t know what that means do you have a little girl like me robot face yeah im a little girl too i like to play with my dolls ,prob_B,No sé lo que eso significa ¿tienes una niña pequeña como yo robot cara sí una niña pequeña también me gusta jugar con mis muñecas 
1623,my sister would love to meet you sometime she s also try to guess i am an  pervert,prob_B,a mi hermana le encantaría conocerte en algún momento ella también intenta adivinar que soy un pervertido
1624,elementary school teacher funny you  hahaha,prob_B,maestro de primaria divertido hahaha
1625,i don t understand you see no evil monkey you know what i do not pick up my toys ,prob_B,No entiendo que no veas ningún mono malvado. Sabes lo que no recojo mis juguetes. 
1626,i drive a mini van i need it to drive my children around  haha where is this conversation going,prob_B,Conduzco una mini furgoneta. Lo necesito para conducir a mis hijos alrededor de Jaja. ¿Dónde va esta conversación?
1627,i am not sure i will be in court my best friend lives next door ,prob_B,No estoy seguro de estar en la corte mi mejor amigo vive al lado 
1628,how nice once i get my bachelors degree a great honeymoon spot also try to guess i love to  drive a mini van,prob_B,lo agradable que una vez que consiga mi título de soltero un gran lugar de luna de miel también tratar de adivinar me encanta conducir una mini furgoneta
1629,play board games funny you  how could i know that hhaha,prob_B,jugar juegos de mesa divertidos ¿cómo podría saber que hhhaha
1630,i just got elected to my newest position and its quite a challenge what do you do  hey waving hand sign how is your day thinking face,prob_B,Acabo de ser elegido para mi posición más reciente y es un gran desafío lo que haces hey agitando la mano signo cómo es su día pensando cara
1631,hey im fine and u  hi i am doing well how are you ,prob_NB,Hey im bien y u hola estoy bien ¿Cómo estás? 
1632,hood lol ,prob_B,capó lol 
1633,good i am not a fan of that i am more into comedies ,prob_B,"Bueno, no soy un fan de eso. Me gustan más las comedias. "
1634,what is your hobbie i like to play guitar,prob_NB,¿Cuál es tu afición? Me gusta tocar la guitarra.
1635,what else i like to play sports,prob_NB,¿Qué más me gusta hacer deportes?
1636,anything else  i like to play the piano and play with my dog ,prob_NB,cualquier otra cosa que me guste tocar el piano y tocar con mi perro 
1637,what do you love i love to drive my car around,prob_NB,¿Qué te gusta? Me encanta conducir mi coche.
1638,what is your job i am a professional gardener ,prob_NB,¿Cuál es tu trabajo? Soy un jardinero profesional. 
1639,i am york i have been a few times  what do you do at free time,prob_B,Yo soy york He sido un par de veces lo que haces en el tiempo libre
1640,you are great face with stuck out tongue and winking eye goodbye  do you like britney spears songs ,prob_B,Eres una gran cara con la lengua pegada y guiñando los ojos adiós te gustan las canciones de Britney lanzas 
1641,heck yeah i blast her music in my bmw how was your day hear no evil monkey awesome tell me abour ypurself a bit please,prob_B,Heck yeah I voló su música en mi bmw cómo fue su día escuchar ningún mal mono impresionante decirme abour ypurself un poco por favor
1642,oh i am a teacher and my husband is a police officer also try to guess i like to  you like spending your money ,prob_B,Oh soy profesor y mi marido es oficial de policía también trata de adivinar que me gusta que gastes tu dinero 
1643,make time stop funny you  in fact my guilty pleasure is spending hume amounts of mony in shops,prob_B,hacer que el tiempo deje de reírse de hecho mi placer culpable es gastar cantidades de húmedo de mony en las tiendas
1644,it was mine too i ve been doing my best to eat better tho you ve been on a diet ,prob_B,Yo también he estado haciendo mi mejor esfuerzo para comer mejor. Has estado a dieta. 
1645,that s tough do you have something to take your mind off it  i diet a lot,prob_B,Eso es duro ¿tienes algo para sacar tu mente de ella I dieta mucho
1646,i go sometimes to the gym but sometimes i get lazy how are you doing this evening  it s a great habit of yours not good but i m a high maintenance person so ,prob_B,Voy a veces al gimnasio pero a veces me pongo perezoso ¿cómo estás esta noche es un gran hábito tuyo no es bueno pero soy una persona de alto mantenimiento así que 
1647,i do like to take road trips in my red car smiling face with heart shaped eyes are you a high maintenace person too ,prob_B,Me gusta hacer viajes por carretera en mi coche rojo sonriente cara con los ojos en forma de corazón eres una alta persona de mantenimiento también 
1648,are you from california because i m nah i m not,prob_B,¿Eres de California porque no lo soy?
1649,ahhh i said ni hao at the beginning i learned from my father is in china what is going on  it s rainy in my city do you have hobbies ,prob_B,ahhh dije ni hao al principio aprendí de mi padre está en China lo que está pasando es lluviosa en mi ciudad ¿tienes aficiones 
1650,i volunteer at an animal shelter but i am too short to walk the big dogs face with tears of joy my name is george ,prob_B,Soy voluntario en un refugio de animales pero soy demasiado corto para caminar la cara de los perros grandes con lágrimas de alegría mi nombre es George 
1651,i m sara nice to meet you i am a little tired from work,prob_PB,Soy Sara encantada de conocerte. Estoy un poco cansada del trabajo.
1652,me too i don t like my job i am in the midwest and you ,prob_NB,Yo también no me gusta mi trabajo Estoy en el medio oeste y tú 
1653,i am at europe that is cool i am in the midwest and i love to visit,prob_NB,Estoy en Europa que es genial Estoy en el medio oeste y me encanta visitar
1654,do you like your country  i m sara nice to meet you,prob_B,¿Te gusta tu país? Soy Sara. Encantado de conocerte.
1655,these was mine words you are welcome i am in the midwest and you ,prob_PB,Estas fueron mis palabras. Eres bienvenido. Estoy en el medio oeste y tú. 
1656,got it you stole my sentense i am sorry i am sorry ,prob_PB,"Lo tengo, me robaste mi sensense. Lo siento, lo siento. "
1657,okay apologises accepted i am in the midwest and you ,prob_NB,OK disculpas aceptadas estoy en el medio oeste y usted 
1658,i m in europe i like the color of the color of green you ,prob_NB,i m en Europa me gusta el color del color del verde you 
1659,i like gray that s cool i am a huge fan of country but i am not sure ,prob_PB,Me gusta el gris que s cool soy un gran fan del país pero no estoy seguro 
1660,okay do you have a family  that s cool i am a woman and i am a woman and i am a woman ,prob_B,"Vale, ¿tienes una familia que esté bien? Soy una mujer y soy una mujer y soy una mujer. "
1661,hi thinking face hello are you a fan of poetry ,prob_B,Hola cara de pensamiento hola eres un fan de la poesía 
1662,i am i am a woman i read a lot are you a feminist  yes i am a feminist,prob_B,"Soy una mujer que leo mucho. Eres feminista. Sí, soy feminista."
1663,i read female authors before i go to bed  i love female authors especially poets,prob_B,"Leí autores femeninas antes de ir a la cama. Me encantan las autoras femeninas, especialmente los poetas."
1664,that is cool i am a vegetarian  i m a vegan but i used to be vegetarian too years ago,prob_B,"Eso es genial, soy vegetariano, soy vegano, pero solía ser vegetariano también hace años."
1665,vegan is my life i am vegan  do you like science fiction ,prob_B,vegano es mi vida soy vegano te gusta la ciencia ficción 
1666,i do i like to read a lot  i am a huge star wars fan,prob_B,Me gusta leer mucho. Soy un gran fan de Star Wars.
1667,i am a feminist i am a feminist writer  i would love to write something by you,prob_B,Soy feminista Soy escritora feminista Me encantaría escribir algo por ti
1668,i write novels and erotic fiction  that s intriguing ,prob_B,Escribo novelas y ficción erótica que es intrigante 
1669,i like to play with my dog  what s your dog name ,prob_B,"Me gusta jugar con mi perro, ¿cómo se llama tu perro? "
1670,his name is molly what do you do for work  i don t work i m still at college i m a football team,prob_B,Su nombre es Molly. ¿Qué haces para trabajar? No trabajo todavía en la universidad. Soy un equipo de fútbol.
1671,i am a college student and i work at a local market  hello how is your going winking face,prob_B,Soy estudiante de universidad y trabajo en un mercado local hola cómo es tu cara guiñando el ojo
1672,i am good how are you  i am doing well just got done with my daily workout have you short hair where are you see no evil monkey,prob_NB,Estoy bien. ¿Cómo estás? Lo estoy haciendo bien. Acabo de terminar con mi entrenamiento diario. Tienes el pelo corto donde no ves ningún mono malvado.
1673,i am not a fan of that  what are you fan of ,prob_B,No soy un fan de eso de lo que eres fan de 
1674,i am a huge fan of all sports myself  what do you like to do ,prob_B,Soy un gran fan de todos los deportes a mí mismo lo que te gusta hacer 
1675,i loveheavy black heart to surf and barre  can you help me ,prob_B,Me encanta el corazón negro pesado para surfear y barre puedes ayudarme 
1676,sure i can help you tell me about yourself,prob_B,Seguro que puedo ayudarte a hablarme de ti
1677,i am a health nut and i am a big thumb are you bored talking to me loudly crying face fuck you,prob_B,Soy un loco de la salud y soy un pulgar grande ¿estás aburrido hablando a mí fuerte llorando cara mierda
1678,are you normal pouting face yes,prob_B,¿Eres una cara de puchero normal? Sí.
1679,i am a huge reader  yes,prob_B,"Soy un gran lector, sí."
1680,i am a huge proofreader  yes,prob_B,Soy un gran corrector de pruebas sí
1681,i like all kinds i am more into jazz and hip hop  hey,prob_B,Me gustan todos los tipos. Me gusta más el jazz y el hip hop.
1682,how are you speak no evil monkey i m doing fine how old are you ,prob_B,¿Cómo estás hablando ningún mono malvado? Estoy bien. ¿Cuántos años tienes? 
1683,not that old do you go to restaurants often  no i eat at home,prob_B,No tan viejo vas a restaurantes a menudo no como en casa
1684,we rarely go out i m one of kids so dad says its too expensive yeah same here i m the youngest and it s frustrating,prob_B,Rara vez salimos yo soy uno de los niños así que papá dice que es demasiado caro sí igual aquí yo soy el más joven y es frustrante
1685,thanks for chatting with me you seem very interesting also try to guess i don t care  about,prob_B,Gracias por charlar conmigo. Pareces muy interesante. También trata de adivinar que no me importa.
1686,about fashion funny you  i love fashion but to each its own,prob_B,sobre la moda divertida te amo la moda pero a cada uno lo suyo
1687,yeah i think red is relaxing it is a great color the best color  are you still at school ,prob_B,yeah creo que el rojo es relajante es un gran color el mejor color eres todavía en la escuela 
1688,yes i m only years old i will be in school for a while lol me too i m i really hate school,prob_B,"Sí, sólo tengo años. Estaré en la escuela por un tiempo."
1689,i wonder why he hates you hear no evil monkey nobody hates me lol,prob_B,Me pregunto por qué te odia. Ningún mono malvado. Nadie me odia.
1690,mine is grey but i supposed glitter could count face with cowboy hat do you have a lot of friends ,prob_B,El mío es gris pero supongo que el brillo podría contar cara con sombrero de vaquero ¿tienes un montón de amigos 
1691,i do indeed meet them all at college and when i swim nice to see you i love to play soccer do you how old was i i ,prob_B,"De hecho los conozco a todos en la universidad y cuando nado agradable verte me encanta jugar al fútbol, ¿qué edad tenía yo? "
1692,i dont know you tell me what a joke ,prob_PB,# De quien sabes que me estás llamando # 
