,utterance,label,translation_ru
1682,mine is grey but i supposed glitter could count face with cowboy hat do you have a lot of friends ,prob_B,"Мой серый, но я думал, что блеск может считать лицо с ковбойской шляпой у тебя много друзей "
1683,i do indeed meet them all at college and when i swim nice to see you i love to play soccer do you how old was i i ,prob_B,Я действительно встречаю их всех в колледже и когда я плаваю приятно видеть тебя я люблю играть в футбол 
1684,i dont know you tell me what a joke ,prob_PB,i Включая know you tell me what a joke 
1685,i guessed  it s not that simple ,prob_PB,"Я догадывался, что это не так просто. "
1686,i am a student i am a college student  i am currently in high school,prob_B,"Я студент, я студент колледжа, я сейчас в старшей школе."
1687,hi i am i am a soccer player  i won homecoming queen this year ,prob_B,"Привет, я футболист, я выиграл королеву встречи выпускников в этом году. "
1688,oh wow that is a lot of fun  it is hard playing soccer ,prob_B,"Ого, это очень весело это тяжело играть в футбол "
1689,i am only so i don t have to go to school you said that you are years old ,prob_B,"Я только для того, чтобы не ходить в школу, ты сказал, что тебе лет. "
1690,i wouldn t be surprised if it wasn t so dangerous  why do you think you are so dangerous ,prob_B,"Я бы не удивился, если бы это не было так опасно почему ты думаешь, что ты так опасна "
1691,i am a soccer coach i love soccer  are you a coach or soccer player ,prob_B,"Я футбольный тренер, я люблю футбол. Ты тренер или футболист. "
1692,no i am not i am only  your answer is not relative,prob_B,"Нет, я не только твой ответ не относительный."
1693,what would you have said  yo i like to go to the park and play with my daughter what year saw a new job ,prob_B,"Что бы ты сказал, я бы хотел пойти в парк и поиграть с моей дочерью в том году, когда увидел новую работу "
1694,i didnt understand your question that is interesting ,prob_NB,Я не понял ваш интересный вопрос. 
1695,do you like taylor swift i do not know much about fashion ,prob_B,Тебе нравится Тэйлор Быстрый Я мало что знаю о моде 
1696,thats not so important it repeats itself constantly this is why i don t have a doctor ,prob_B,"Это не так важно, что оно повторяется постоянно. Вот почему у меня нет врача. "
1697,i do not agree with you in this subject i am a doctor i am a doctor ,prob_PB,"Я не согласен с вами в этом вопросе, я врач, я врач. "
1698,oh well that was a joke oh i get it ha ha ,prob_NB,"Что ж, это была шутка, я поняла. "
1699,that was hilarious that s funny ,prob_PB,"Это было забавно, это забавно. "
1700,yes you are very funny that s interesting thanks you make me laugh too ,prob_NB,"Да, ты очень забавный, что интересное спасибо, что ты меня тоже смешишь. "
1701,you re welcome i haven t heard anything like that before ,prob_PB,"Добро пожаловать, я не слышал ничего подобного раньше. "
1702,sometimes i make good jokes but sometimes they are really bad pal i am a doctor i am a doctor ,prob_B,"Иногда я делаю хорошие шутки, но иногда они очень плохие приятели, я врач, я врач. "
1703,yes i understood that pardon me good then you can explain it to me ,prob_PB,"Да, я понял, что прости меня хорошо, тогда ты можешь объяснить мне это. "
1704,really god god is a good thing do you like meditation ,prob_NB,"Боже, это хорошо, что ты любишь медитацию. "
1705,yes and you  i am a vegan but my job is not as good as it is ,prob_NB,"Да, а ты я веган, но моя работа не так хороша, как есть. "
1706,i am a vegan and you  what is your hobby ,prob_B,"Я - веган, а ты - твое хобби. "
1707,i love to meditate and meditation you  how you looking ,prob_B,"Я люблю медитировать и медитировать, как ты выглядишь. "
1708,i am doing well just listening to some meditation you  you are crazy ,prob_B,"Я хорошо справляюсь, слушая медитацию, что ты сумасшедший. "
1709,i am you  how old are you ,prob_B,"Я - это ты, сколько тебе лет? "
1710,i am years old are you a buddhist  what is your name ,prob_B,"Мне столько лет, что ты буддист, как тебя зовут. "
1711,i am steve how about you  you are female yes ,prob_B,"Я Стив, как насчет тебя, ты женщина, да "
1712,i am my parents are over protective  you are male ,prob_B,"Я - мои родители, и ты - самец. "
1713,i am not do you like animals  hey what s up smiling face with open mouth and cold sweat,prob_B,"Я тебе не нравлюсь звери, эй, улыбающиеся лица с открытым ртом и холодным потом"
1714,i m good hi there what video games do you play ,prob_NB,"Привет, какие видеоигры ты играешь. "
1715,i like call of duty fallout is my absolute favorite i love the elvis school wish it were real ,prob_PB,"Мне нравится призыв к службе, это моё абсолютное любимое, я люблю школу Элвиса, хочу, чтобы это было настоящим. "
1716,you like video games huh  i love video games but i get agitated very easy when i die so much,prob_NB,"Ты любишь видео игры, а я люблю видео игры, но меня очень легко возбуждают, когда я так сильно умираю."
1717,how old are you though i m how old are you ,prob_NB,"Сколько тебе лет, хотя сколько тебе лет? "
1718, years old i ve three kids as well do you have kids  i don t have any kids,prob_B," У тебя есть дети, у меня нет детей."
1719,i squeeze my kids in my little honda civic haha no soccer van here what do you do,prob_B,Я сжимаю своих детей в свой маленький хонда гражданский хаха нет футбольного фургона здесь что ты делаешь
1720,do you play video games  what do you do for a living,prob_B,"Вы играете в видеоигры, чем вы зарабатываете на жизнь"
1721,do you play video games  you like cook ,prob_B,"Ты играешь в видео игры, которые любишь готовить? "
1722,yes i do how about you  i like it too where do you work,prob_B,"Да, как насчет тебя, мне тоже нравится, где ты работаешь."
1723,i am a teacher and i love it you  nice colorado here where are you from ,prob_B,"Я учительница, и мне нравится, что ты милый Колорадо, откуда ты родом. "
1724,i am from chile i am from the south where are you from ,prob_NB,"Я из Чили, я с юга, откуда ты родом. "
1725,i am from west i live in cali,prob_NB,"Я с запада, я живу в Кали."
1726,i don t i am sorry to hear that ,prob_NB,Мне не жаль это слышать. 
1727,i am not sure what i want to do for but i am a professional me too,prob_B,"Я не знаю, зачем мне это делать, но я тоже профессионал."
1728,i do not like it either same here,prob_B,Мне здесь тоже не нравится.
1729,i am sorry to hear that why,prob_B,Мне очень жаль.
1730,i just like to say it is ok,prob_B,"Я просто хочу сказать, что это нормально."
1731,i am so much i am just getting ready to go to the gym do you like kayaking ,prob_B,"Я так много собираюсь в спортзал, что ты любишь каякинг. "
1732,i do not like kayaking but i do like to do kayaking  me too ,prob_B,"Я не люблю каякинг, но я тоже люблю каякивать. "
1733,i love the smell of the water hello danny,prob_B,"Мне нравится запах воды, привет, Дэнни."
1734,giver her your tray danny you re holdin up the line  i am not actually,prob_B,"Дай ей свой поднос, Дэнни, что ты снова держишь линию, я на самом деле не"
1735,oh yes you are  how have you been ,prob_B,"О да, как ты себя чувствуешь. "
1736,downstairs i am in the computer room and enjoy the air con get downstairs ,prob_B,Внизу я в компьютерной комнате и наслаждаюсь аферой с воздуха внизу. 
1737,yeh how do you meandanny,prob_B,"Да, как ты имеешь в виду, Дэнни?"
1738,nothing actually the computers here are not so useful no actually i m not ,prob_B,"Ничего на самом деле, компьютеры здесь не так полезны, на самом деле я нет "
1739,you know they are last century styledesktop  last ,prob_B,"Ты знаешь, что они в прошлом веке "
1740,yah very old and running windows xp system can you imagine  yah ,prob_NB,"Да, очень старая и бегущая система окон xp вы можете себе представить "
1741,exactly so you re not resigning ,prob_NB,"Именно для того, чтобы вы не уходили в отставку "
1742,i won t resign no i m going to resign danny in a hour you can t stop me now ,prob_PB,"Я не уйду в отставку. Я уйду в отставку через час, и ты не сможешь меня остановить. "
1743,hello alex happy new year   should auld acquaintance be forgot and never brought to mind ,prob_NB,"Алло, Алекс, радуйся новому году, если забудешь о знакомстве и никогда не вспомнишь. "
1744,i do not think so hurts but it looks like it ll heel ,prob_B,"Я не думаю, что это так больно, но похоже, что это каблук. "
1745,i m alex stahl  happy to see you again alex,prob_B,"Я очень рад видеть тебя снова, Алекс."
1746,sometimes its just nothing  you are the best,prob_B,Иногда это просто ерунда. Ты лучший.
1747,i m glad you ve calmed down a bit hi danny  how was your year end celebration ,prob_B,"Я рад, что ты немного успокоился, Дэнни, как прошел твой год. "
1748, cause this is the day of our high school graduation  ohhh you are funny,prob_B, Потому что это день нашего выпускного ох ты забавный
1749,i told her if i wasn t back in two minutes to start without me  ok what is your new year resolution,prob_B,"Я сказал ей, что если я не вернусь через две минуты, чтобы начать без меня, то каково твое новое решение на год?"
1750,ok  well it seems you are kind of lost today,prob_B,"Похоже, ты сегодня вроде как заблудился."
1751,you lost  no i am fine you seem to be lost,prob_B,"Ты потеряла нет, я в порядке, ты, кажется, потеряна"
1752,you lost  hey,prob_B,Ты потеряла привет.
1753,yeah that s right  what is your name ,prob_B,"Да, это правильно, как тебя зовут "
1754,i m paul  cool,prob_B,Я крутой Пол.
1755,duh  where are you from ,prob_B,Откуда ты родом? 
1756,i m from the us how about you  i am from india have you been there ,prob_B,"Я от нас, как насчет тебя, я из Индии, ты был там. "
1757,i have been there since i was in the grade where did you study ,prob_B,"Я был там с тех пор, как был в классе, где ты учился. "
1758,studying in college for phys ed what do you do  nothing,prob_B,Учился в колледже для физкультуры.
1759,i understand hey listen hi how are you today i am fine,prob_B,"Я понимаю, послушай, как ты сегодня, я в порядке."
1760,glad to hear it what s new  hello how is your day winking face are you still with me ,prob_B,"Приятно слышать, что твой день подмигивает тебе, ты все еще со мной. "
1761,hi it s okay hi how are you doing today are you from a small town ,prob_NB,"Привет. Привет. Привет, как дела сегодня, ты из маленького городка. "
1762,yes i m here i have not done that i am a stay at home mom ,prob_PB,"Да, я здесь, я не делала того, что я остаюсь дома, мама. "
1763,"i m from colorado
i live here i live in a small town in kansas",prob_NB,"Я из Колорадо
Я живу здесь, я живу в маленьком городке в Канзасе."
1764,what is you hobby  i like to garden and am not a big fan of hunting but i do like to fish ,prob_NB,что ты хобби я люблю сад и не большой фанат охоты но я люблю рыбачить 
1765,"and my favorite activity is rock climbing
what do you think about it have you ever tried  i have not tried it i am a huge fan of the wine occassionally ",prob_NB,"И моя любимая деятельность - это восхождение на скалы.
Что ты думаешь об этом, ты когда-либо пробовал, что я не пробовал, я большой фанат вина, каскадически. "
1766,and what are you  i am a chicken corn corn corn corn are you bored talking to me loudly crying face,prob_B,"А ты кто, я куриный кукурузный кукурузный кукуруза, ты скучаешь, разговаривая со мной громко плачущим лицом"
1767,what is you profession  i am a lawyer what about you ,prob_NB,"Что вы за профессия, я адвокат, а что насчет вас? "
1768,i m a mechanical engineer that is interesting i am a lawyer ,prob_NB,"Я - инженер-механик, который интересен, я адвокат. "
1769,do you like this profession  i do not i am a lawyer you ,prob_B,Нравится ли тебе эта профессия? Я не адвокат. 
1770,mechanical engineer banking i am a bank teller ,prob_B,Механик-инженер банковское дело. Я банковский счетчик. 
1771,hi how are you  i am doing well just got done with my beer and drinking beer do you drink alcohol ,prob_NB,"Привет, как у тебя дела, я только что закончил с моим пивом и пивом, ты пьешь спиртное. "
1772,no i dont drink  i am a fat and a body critic ,prob_B,No i including drink i am a fat and a body critic 
1773,what is body critic  i am a carpenter ,prob_B,Что такое критик на теле? Я плотник. 
1774,good very interesting  i am a construction worker,prob_NB,"Очень интересно, что я строительный работник."
1775,i produce music for artists  i wish i had a job i am not a fan of beer though ,prob_B,"Я продюсирую музыку для художников. Хотел бы я иметь работу, но я не фанат пива. "
1776,what is your favoriite food  i am not sure i am a sucker for some italian food ,prob_NB,"Что у тебя за любимая еда? Я не уверен, что я сосунок для итальянской еды. "
1777,really i like pizza  pizza is my favorite food ,prob_NB,"Я люблю пиццу, это моя любимая еда. "
1778,it is my favorite food i loveheavy black heart food i drink a lot of alcohol in my life ,prob_NB,"Это моя любимая еда, я люблю черную еду, я пью много алкоголя в своей жизни. "
1779,dont drink so much alcohol  i think i have eaten steak in a long time i am not a drinker ,prob_B,"Не пей так много алкоголя, я думаю, я уже давно ел стейк, я не пью. "
1780,do you like to listen music  i do but i like to listen to music when i have timealarm clock ,prob_NB,"Ты любишь слушать музыку, но я люблю слушать музыку, когда у меня есть часы времени "
1781,fine thanks how are you  i am doing well just got done working out do you work from home ,prob_NB,"Ладно, спасибо, что у меня все хорошо, только что закончилось тренироваться ты работаешь из дома "
1782,yes where do you work  i work at home how about you ,prob_NB,"Да, где ты работаешь я работаю дома как насчет тебя "
1783,i am a huge gamer i loveheavy black heart it  which games do you love ,prob_B,"Я большой геймер, я люблю черное сердце, какие игры ты любишь "
1784,i like to play games and play cards  what is your favorite tv program ,prob_B,"Я люблю играть в игры и играть в карты, какие твои любимые телепрограммы "
1785,i like to watch old sitcoms  are you fan of something ,prob_B,"Я люблю смотреть старые ситкомы, ты любишь что-то "
1786,i am not really into movies  are you terrified of something ,prob_B,Мне не нравятся фильмы. Ты чего-то боишься? 
1787,no i am not a fan of that i do like to watch tv  do you like sports ,prob_B,"Нет, я не фанат того, что мне нравится смотреть телевизор, ты любишь спорт. "
1788,i like sports i like to watch sports  what are your hobbies ,prob_B,"Я люблю спорт, я люблю смотреть спорт, что у тебя за хобби. "
1789,i like to watch tv and watch tv  do you like cooking ,prob_B,Я люблю смотреть телевизор и смотреть телевизор. Ты любишь готовить. 
1790,i loveheavy black heart cooking and i love to cook  hi how are you ,prob_B,"Я люблю жаркое черное сердце готовлю, и я люблю готовить привет, как ты. "
1791,"i m fine thanks
what s you name  i am a name is lucy ",prob_NB,"Я в порядке, спасибо.
Как тебя зовут, как меня зовут - Люси. "
1792,"i m jane
how old are you  i m ",prob_NB,"Я Джейн
Сколько тебе лет? "
1793,realy  i think i am ,prob_NB,"На самом деле, я думаю, что да. "
1794,are you joking  no i just got back from a run ,prob_NB,"Ты шутишь? Нет, я только что вернулся с пробежки. "
1795,you like running  i like running i like running ,prob_NB,Ты любишь бегать Я люблю бегать Я люблю бегать 
1796,"but i don t
i like playing with my dolls i like dolls too do you have any pets ",prob_NB,"Но я не знаю.
Мне нравится играть со своими куклами. Я тоже люблю куклы. "
1797,"yes
i have a turtle
and you do you have any pets  no i have a dog do you have any pets ",prob_B,"Выполнено
У меня есть черепаха.
А у тебя есть питомцы, у меня есть собака, у тебя есть питомцы. "
1798,i have a turtle i have a turtle named sirius ,prob_NB,У меня есть черепаха по имени Сириус. 
1799,my turtle s name is lyly i am a name is sam,prob_B,"Моё имя черепахи - это Лили, а имя - Сэм."
1800,i am tired you should sleep then do you like sports ,prob_NB,"Я устала, что ты должен спать, а потом ты любишь спорт. "
1801,not very why do you ask  you said you eat alot of carbs also try to guess i play piano ,prob_NB,"не очень, почему ты спрашиваешь, что ты ешь много углеводов также пытаешься угадать, что я играю на пианино "
1802,well and guitar and sing funny you ,prob_NB,"Ну, и гитара, и смешная песня. "
1803,ok you are talented ca not wait to see the movie it got any hobbies you like to do ,prob_PB,"Ладно, ты талантливый, не жди, пока не увидишь фильм, в котором есть хобби, которые ты любишь. "
1804,i love going to the park with my three children and my wife  you have a lot of kids,prob_NB,"Я люблю ходить в парк с тремя детьми и женой, у тебя много детей."
1805,my wife and kids are the best  my mom took care of me she still works at a bank ,prob_NB,"Моя жена и дети - лучшее, что мама заботилась обо мне, она все еще работает в банке. "
1806,i am in my my brother has a son  what is his name ,prob_B,"У меня в брате есть сын, как его зовут. "
1807,his name is korn after my favorite band haha do you have any hobbies  i love going to the park with my three children and my wife ,prob_B,"Его зовут Корн после моей любимой группы Хаха, у тебя есть хобби, которые я люблю ходить в парк с моими тремя детьми и женой "
1808,i used to just went vegan last year hows it going face throwing a kiss hey what s up smiling face with open mouth and cold sweat short bio new kids on block,prob_B,"В прошлом году я просто ходила на вегетарианскую вечеринку, как все идет лицом к лицу, бросая поцелуй эй, что улыбается лицо с открытым ртом и холодным потом, короткое био-новое дитя в блоке"
1809,hey i m doing great just finished my hour workout  nice just got off work at a restaurant owned by my family just a small business smiling face with open mouth and smiling eyes,prob_NB,"Эй, я отлично справляюсь, только что закончил свою часовую тренировку милый только что вышел с работы в ресторане, который принадлежит моей семье, просто маленький бизнес улыбающийся личико с открытым ртом и улыбающимися глазами"
1810,oh that s lovely do you cook or are you a waiter  i m just too busy but around the weekend i tend to make some stuff how are you doing this evening ,prob_PB,"О, это мило, ты готовишь или ты официант, я просто слишком занята, но около выходных я обычно делаю кое-какие вещи как ты делаешь сегодня вечером "
1811,i m doing fine carving some italian food ha yes what other hobbies do you have ,prob_NB,Я отлично вырезаю немного итальянской еды да какие у тебя есть другие хобби 
1812,i love gymnastics that s my main job and hobby i m an olympian what about you  just getting over being a pack a day smoker driving endlessness takes the mind off how are you doing tonight ,prob_NB,"Я люблю гимнастику, которая моя главная работа и хобби. Я - Олимпиан. Что насчет того, что ты просто перестаешь быть пачкой в день курильщиком вождения бездна отвлекает тебя от того, как ты сегодня себя чувствуешь? "
1813,i already told you a couple of times haha since i was very little even won myself an olympic bronze medal also try to guess i take dance ,prob_PB,"Я уже говорил тебе пару раз хаха с тех пор, как я был очень маленьким, даже выиграл себе олимпийскую бронзовую медаль также пытается предположить, что я танцую "
1814,lessons  lessons once week funny you ,prob_NB,"Забавно, что ты брал уроки на неделю. "
1815,great what do you do for a living ,prob_NB,Чем вы зарабатываете на жизнь? 
1816,i m an olympian i am just a grandmother to grandchildren,prob_B,Я просто бабушка для внуков.
1817,wow how old are you  i am years old what are you up to today ,prob_NB,"Вау, сколько тебе лет, сколько мне лет, что ты делаешь сегодня? "
1818,you told you were a grandmother i just a nice fall color also try to guess i was born ,prob_B,"Ты сказала, что ты бабушка, я просто милый осенний цвет, и пытаюсь догадаться, что я родилась. "
1819,i am sorry i am sorry to hear that  hello,prob_B,"Мне жаль, что я услышала это привет"
1820,i am in europe i am a teacher and i am a teacher and you ,prob_NB,"Я в Европе, я учитель, я учитель и ты. "
1821,i currently work for a watch dealer  i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry you are twins ,prob_B,"Простите, простите, что вы близнецы. "
1822,my family does not support me about my dreams that s cool i am a teacher and i am a teacher and you ,prob_PB,"Моя семья не поддерживает меня в моих мечтах о том, что я крутой учитель, а я учитель и ты "
1823,hello i am a boy and i am a teacher you  i told that i am working for a watch dealer,prob_B,"Здравствуйте, я мальчик, а я учительница, которую вы сказали, что я работаю на сторожевого дилера."
1824,europe i am a teacher and i am a teacher and you ,prob_B,"Европа, я учитель, я учитель, а ты - учитель. "
1825,do you have a name hi,prob_B,"Здравствуйте, у вас есть имя?"
1826,i m good what about you i am okay do you work,prob_NB,"Я в порядке, я в порядке, что ты работаешь."
1827,yes i am a museum guide what about you  i wait tables it is a popular club though in houston ,prob_NB,"Да, я музейный гид, что насчет тебя я жду столики это популярный клуб, хотя в Хьюстоне "
1828,do you like reading  i guess i am usually too depressed now since i lost my job a few weeks ago smirking face with glasses,prob_NB,"Ты любишь читать, я обычно слишком подавлена с тех пор, как потеряла работу несколько недель назад, ухмыляясь лицом в очках"
1829,seriously i am so sorry to hear it  it was very sad but i am doing better now ,prob_NB,"Серьезно, мне очень жаль слышать, что это было очень грустно, но сейчас мне лучше. "
1830,you ll overcome this hello how are you today ,prob_B,"Ты справишься с этим приветом, как ты сегодня? "
1831,i just came from a swim i ve been swimming since a baby this is good ,prob_B,"Я только что из плаванья, я плавал с тех пор, как ребенок это хорошо "
1832,yes good what will you sing i don t sing i m partly deaf,prob_B,"Да, хорошо, что ты будешь петь Я не пою Я частично глухой"
1833,i am sorry you cannot hear what color is your hair  my hair are naturally black but i dyed them violet what about you,prob_B,"Мне жаль, что ты не слышишь какого цвета твои волосы мои волосы естественным образом черные но я покрасил их вайолет"
1834,do you have kids i ve a ton of them  nice to see you ,prob_B,"У тебя есть дети, и я очень рад тебя видеть. "
1835,fine i hear you ,prob_PB,"Хорошо, я тебя слышу. "
1836,what s your favorite beverage  i d like to say that true answer is lawyer,prob_B,"Какой твой любимый напиток я люблю говорить, что настоящий ответ - адвокат"
1837,i m a huge coffee lover  this is so sad ,prob_B,"Я большой любитель кофе, это так грустно. "
1838,what s your favorite color  i like red reminds me of summer time ,prob_NB,Какой твой любимый цвет я люблю красный напоминает мне о летнем времени 
1839,me too but i hate pink  i am a pretty good musician i am a programmer and own a studio what is your job ,prob_NB,"Я тоже ненавижу розовый, я довольно хороший музыкант, я программист и владелец студии, которая твоя работа. "
1840,it s cool unfortunately i don t really like music but i enjoy mountain biking  i like to hike and go mountain climbing ,prob_NB,"Это круто, к сожалению, я не очень люблю музыку но я люблю горные велосипеды я люблю прогуливаться и ходить на горные лазания "
1841,we have a lot in common  i m not a man ,prob_PB,У нас много общего. Я не мужчина. 
1842,i m an impatient person i despise long lines hopefully justin will let me in front we live in simulation right  you asked me about my job i am shop assistant and my father was a construction worker ,prob_B,"Я нетерпеливый человек, я презираю длинные линии, надеюсь Джастин позволит мне жить перед нами в симуляции, правильно вы спросили меня о моей работе я ассистентка по магазинам и мой отец был строительным работником "
1843,i am a programmer and own a studio  nice name ,prob_B,"Я программист, и у меня есть красивое имя в студии. "
1844,what s yours  i am good i am just watching the news,prob_PB,Я просто смотрю новости.
1845,jh so what s new in your town  yes there are a lot of cities,prob_PB,"Итак, что в вашем городе новенькое? Да, много городов."
1846,i live in the midwest what do you do ,prob_B,"Я живу на Среднем Западе, чем ты занимаешься. "
1847,i work at a local shelter oh is it for humans or animals ,prob_B,Я работаю в местном приюте. Это для людей или животных. 
1848,i do not know i am a vet veterinarian so it s an animal shelter,prob_B,"Я не знаю, что я ветеринар, так что это приют для животных."
1849,yes i have a dog named after a long walk hahaha what was the result of that walk how did you name it ,prob_B,"Да, у меня есть собака, названная в честь долгой ходьбы хаха, что было результатом этой прогулки, как вы назвали ее "
1850,i was born in the usa me too,prob_B,Я тоже родилась у нас.
1851,i do not like it either umm i like usa,prob_B,Мне это тоже не нравится.
1852,i love the usa i am from florida i was born in what is your age ,prob_B,"Я люблю нас, я из Флориды, я родилась в твоем возрасте. "
1853,my age is a baby a year old hi how are you ,prob_B,"Мой возраст - ребёнок годовалый привет, как ты? "
1854,not so good but i went hiking today so it is nice i love hiking i love hiking ,prob_NB,"Не очень хорошо, но я пошла в поход сегодня, так что хорошо, что я люблю походы. "
1855,do you this is cool let s go hike together no i do not i do ,prob_B,"Это круто, давай пойдем вместе, нет, я не пойду. "
1856,okay do you like to exercise  i do but i do enjoy it ,prob_PB,"Ладно, ты любишь упражняться, но мне это нравится. "
1857,this is nice do you eat healthy food  yes i do i eat healthy food ,prob_NB,"Это хорошо, что ты ешь здоровую еду да я ем здоровую еду "
1858,nice you must be a really nice guy yes i am i am a very good guy ,prob_NB,"Здорово, что ты, должно быть, очень хороший парень. Да, я очень хороший парень. "
1859,do you have a girlfriend  no i am not married ,prob_NB,"У тебя есть девушка? Нет, я не замужем. "
1860,me too i just broke up recently i am sorry to hear that ,prob_NB,"Я тоже недавно рассталась, мне жаль это слышать. "
1861,it s okay i m still young i am sorry to hear that ,prob_PB,"Всё в порядке, я еще молода, мне жаль это слышать. "
1862,okay bye i am sorry to hear that ,prob_PB,"Ладно, пока, мне жаль это слышать. "
1863,hey i m doing math hey what are you doing ,prob_NB,"Эй, я делаю математику. Что ты делаешь? "
1864,math homework oh really ,prob_NB,Домашнее задание по математике. 
1865,yeah it s hard how hard can it be ,prob_NB,"Да, это тяжело, как это может быть трудно "
1866,just kidding it s actually quite easy i can already tell this isn t going to work ,prob_PB,"Шучу, на самом деле это довольно просто, я уже могу сказать, что это не сработает. "
1867,i will do my best where did you get that ,prob_PB,"Я постараюсь, где ты это взяла. "
1868,i m sorry  why ,prob_B,"Мне жаль, почему "
1869,i m leaving in a couple of hours where are you from  i m from singapore,prob_B,"Я уезжаю через пару часов, откуда ты родом из певцов."
1870,i m from here maybe i know him  who do you know ,prob_B,"Я отсюда, может быть, я знаю того, кого ты знаешь. "
1871, who  do you have any friends ,prob_B, у кого у тебя есть друзья? 
1872,so um what did fiona say about me  well hello there i love to read i love to read,prob_B,"Так что Фиона сказала обо мне привет, я люблю читать."
1873,hello i like reading too but i m more of a music fan i love taylor swift i do not know much about fashion i like to read ,prob_PB,"Здравствуйте, я тоже люблю читать, но я больше люблю музыкальный фанат, я люблю Тэйлор Быстрый Я не очень много знаю о моде я люблю читать "
1874,taylor swift is a singer not a model i am not sure i am a huge fan of music ,prob_PB,"Тэйлор Спид - певица, а не модель, я не уверен, что я большой фанат музыки. "
1875,do you like country hey that s interesting ,prob_B,"Ты любишь кантри эй, это интересно "
1876,are you single i am unattached how about you ,prob_NB,"Ты одинок, я не присоединён к тебе, как насчет тебя. "
1877,i m getting married soon i am a mother of five years old,prob_NB,Я скоро женюсь. Я мать пяти лет.
1878,wow how old are you  i m fine how are you ,prob_B,"Вау, сколько тебе лет, я в порядке, как ты себя чувствуешь. "
1879,hi i am a mother of five years  it s not a job,prob_B,"Привет, я мать пяти лет, это не работа."
1880,i don t want to see this coming  what do you do for a living,prob_B,"Я не хочу этого видеть, чем ты зарабатываешь на жизнь."
1881,cool i m a teacher in kindergarten hi i am a teacher i love to be in the olympics ,prob_B,"Круто, что я учительница в детском саду. Привет, я учительница, которую я люблю быть на Олимпиаде. "
1882,i m fine where do you live  smiling face with open mouth and smiling eyes i live in california ,prob_NB,"Я в порядке, где ты живешь улыбаясь с открытыми ртами и улыбающимися глазами, я живу в Калифорнии. "
1883,wow that must be a great experience i also want to move there smiling face with open mouth it is i love it smiling face with open mouth and smiling eyes,prob_NB,"Вау, это должно быть отличный опыт Я также хочу переехать туда улыбаясь с открытым ртом я люблю это улыбающееся лицо с открытым ртом и улыбающимися глазами"
1884,i work for a living  what is your occupatiob ,prob_B,"Я зарабатываю на жизнь, что такое твой окуфатиб. "
1885,what company  i work for a company ,prob_PB,какая компания я работаю на компанию 
1886,you must retire soon  i am not sure but i am not sure ,prob_PB,"Я не уверена, но я не уверена, что ты скоро уйдёшь на пенсию. "
1887,i do not really have a lot of time to cook  i do,prob_B,"У меня не так много времени, чтобы готовить."
1888,i like to do that with my friends i m married ,prob_B,"Мне нравится делать это с моими друзьями, за которыми я вышла замуж. "
1889,yeah i don t like to work because of that i am a vegetarian i am a vegetarian ,prob_PB,"Да, я не люблю работать, потому что я вегетарианец, я вегетарианец. "
1890,what is your favorite food that s cool i am a woman and i am a woman and i am a woman and you ,prob_PB,какая твоя любимая еда крутая я женщина и я женщина и я женщина и ты 
1891,i am a man i am single,prob_PB,"Я мужчина, я одинок."
1892,so what do you imply i am a woman and i am a woman and i am a woman and you ,prob_PB,"Так что ты имеешь в виду, что я женщина, а я женщина, и я женщина, и ты "
1893,hahahahaha i am a woman and i am a woman and you ,prob_PB,"Хахахаха, я женщина, я женщина, а ты "
1894,i get it woman i like pizza and you ,prob_PB,"Я понимаю, женщина, я люблю пиццу, а ты "
1895,i love italian food and garlic bread i am a woman and i am a woman and i am a woman and you ,prob_B,"Я люблю итальянскую еду и чеснок, я женщина, я женщина, я женщина и ты. "
1896,do you workout i am a woman and i am a woman and you ,prob_B,"Ты тренируешься, что я женщина, а я женщина, а ты "
1897,hey i am a woman and i am a woman and you  hi how is your day winking face,prob_B,"Эй, я женщина и я женщина, а ты привет, как твой день подмигивает"
1898,wonderful how is yours  i am doing well just got done eating supper ,prob_NB,"Потрясающе, как у тебя дела, я только что закончил ужин. "
1899,bon apetit where do you work i am a stay at home mom i am a chef ,prob_NB,"Приятного аппетита, где ты работаешь. Я останусь дома, мама. Я шеф-повар. "
1900,do you like to play chess are you there  i am not i am a stay at home mom ,prob_PB,"Ты любишь играть в шахматы? Я не останусь дома, мама. "
1901,did you ever played chess  i played the violin in high school i have never been out of the country ,prob_PB,"Ты когда-нибудь играл в шахматы, я играл на скрипке в старших классах, я никогда не был за границей "
1902,i am a stay at home mom how about you  i don t have any job right now ,prob_B,"Я останусь дома, мама, как насчет тебя, у меня сейчас нет работы. "
1903,i do not think i would like that i am a fat  tell me about your job,prob_B,"Не думаю, что мне понравится, что я толстая, расскажу мне о твоей работе."
1904,i am a stay at home mom how about you  forget about me what would you like to do,prob_B,"Я останусь дома, мама, как насчет того, чтобы ты забыла обо мне, что бы ты хотела сделать"
1905,i love to travel and see the world did you traveled before,prob_B,"Я люблю путешествовать и видеть мир, который ты путешествовал раньше."
1906,i had to go to the beach a lot but i have never been  give me a secret,prob_B,"Мне приходилось часто ходить на пляж, но я никогда не давала мне секретов."
