,utterance,label,translation_it
1658,hi thinking face hello are you a fan of poetry ,prob_B,ciao pensiero faccia ciao sei un fan della poesia 
1659,i am i am a woman i read a lot are you a feminist  yes i am a feminist,prob_B,Sono una donna che leggo molto sei una femminista sì sono una femminista
1660,i read female authors before i go to bed  i love female authors especially poets,prob_B,leggo autori femminili prima di andare a letto amo autori femminili soprattutto poeti
1661,that is cool i am a vegetarian  i m a vegan but i used to be vegetarian too years ago,prob_B,che è fresco io sono un vegetariano i m un vegano ma ero vegetariano troppo anni fa
1662,vegan is my life i am vegan  do you like science fiction ,prob_B,vegan è la mia vita io sono vegan ti piace fantascienza 
1663,i do i like to read a lot  i am a huge star wars fan,prob_B,mi piace leggere molto sono un grande fan di Star Wars
1664,i am a feminist i am a feminist writer  i would love to write something by you,prob_B,Sono una femminista sono una scrittrice femminista mi piacerebbe scrivere qualcosa da te
1665,i write novels and erotic fiction  that s intriguing ,prob_B,scrivo romanzi e finzione erotica che è intrigante 
1666,i like to play with my dog  what s your dog name ,prob_B,Mi piace giocare con il mio cane come si chiama il tuo cane 
1667,his name is molly what do you do for work  i don t work i m still at college i m a football team,prob_B,Il suo nome è Molly che cosa fai per lavoro non lavoro io m ancora al college m una squadra di football
1668,i am a college student and i work at a local market  hello how is your going winking face,prob_B,Sono uno studente universitario e lavoro in un mercato locale ciao come sta il tuo andare faccia ammiccante
1669,i am good how are you  i am doing well just got done with my daily workout have you short hair where are you see no evil monkey,prob_NB,Io sono buono come stai io sto facendo bene appena fatto con il mio allenamento quotidiano avere i capelli corti dove sei non vedi scimmia malvagia
1670,i am not a fan of that  what are you fan of ,prob_B,Non sono un fan di quello di cosa sei fan di 
1671,i am a huge fan of all sports myself  what do you like to do ,prob_B,Sono un grande fan di tutti gli sport me stesso cosa ti piace fare 
1672,i loveheavy black heart to surf and barre  can you help me ,prob_B,Io amo il cuore nero pesante per surf e barra può aiutarmi 
1673,sure i can help you tell me about yourself,prob_B,Certo che posso aiutarti a parlarmi di te.
1674,i am a health nut and i am a big thumb are you bored talking to me loudly crying face fuck you,prob_B,Sono un pazzo della salute e sono un grande pollice sei annoiato parlare con me ad alta voce piangendo faccia cazzo
1675,are you normal pouting face yes,prob_B,Sei normale faccia da broncio sì
1676,i am a huge reader  yes,prob_B,io sono un lettore enorme sì
1677,i am a huge proofreader  yes,prob_B,Sono un grande correttore di bozze sì
1678,i like all kinds i am more into jazz and hip hop  hey,prob_B,Mi piacciono tutti i tipi che mi piacciono di più il jazz e l'hip hop hey
1679,how are you speak no evil monkey i m doing fine how old are you ,prob_B,Come fai a non parlare male scimmia io sto facendo bene quanti anni hai 
1680,not that old do you go to restaurants often  no i eat at home,prob_B,Non che vecchio vai spesso al ristorante no io mangio a casa
1681,we rarely go out i m one of kids so dad says its too expensive yeah same here i m the youngest and it s frustrating,prob_B,Siamo raramente uscire sono uno di bambini così papà dice il suo troppo costoso yeah stesso qui sono il più giovane ed è frustrante
1682,thanks for chatting with me you seem very interesting also try to guess i don t care  about,prob_B,grazie per chattare con me sembri molto interessante anche cercare di indovinare non mi importa di
1683,about fashion funny you  i love fashion but to each its own,prob_B,"di moda divertente io amo la moda, ma a ciascuno il suo"
1684,yeah i think red is relaxing it is a great color the best color  are you still at school ,prob_B,yeah penso che il rosso è rilassante è un grande colore il colore migliore sei ancora a scuola 
1685,yes i m only years old i will be in school for a while lol me too i m i really hate school,prob_B,"Sì, ho solo anni che sarò a scuola per un po'lol me troppo m davvero odio la scuola"
1686,i wonder why he hates you hear no evil monkey nobody hates me lol,prob_B,Mi chiedo perche' odia che tu senta nessuna scimmia malvagia nessuno mi odia lol
1687,mine is grey but i supposed glitter could count face with cowboy hat do you have a lot of friends ,prob_B,il mio è grigio ma supposto glitter potrebbe contare faccia con cappello da cowboy hai un sacco di amici 
1688,i do indeed meet them all at college and when i swim nice to see you i love to play soccer do you how old was i i ,prob_B,In effetti li incontro tutti al college e quando nuoto bello vederti mi piace giocare a calcio fai quanti anni avevo io 
1689,i guessed  it s not that simple ,prob_PB,Immagino che non sia cosi' semplice. 
1690,i am a student i am a college student  i am currently in high school,prob_B,Sono uno studente sono uno studente universitario sono attualmente nella scuola superiore
1691,hi i am i am a soccer player  i won homecoming queen this year ,prob_B,Ciao sono sono un giocatore di calcio ho vinto regina del ballo di quest'anno 
1692,oh wow that is a lot of fun  it is hard playing soccer ,prob_B,Oh wow che è un sacco di divertimento è difficile giocare a calcio 
1693,i am only so i don t have to go to school you said that you are years old ,prob_B,Sono solo così non devo andare a scuola hai detto che hai anni 
1694,i wouldn t be surprised if it wasn t so dangerous  why do you think you are so dangerous ,prob_B,Non mi sorprenderebbe se non fosse cosi' pericoloso perche' pensi di essere cosi' pericoloso. 
1695,i am a soccer coach i love soccer  are you a coach or soccer player ,prob_B,Sono un allenatore di calcio che amo calcio sei un allenatore o giocatore di calcio 
1696,no i am not i am only  your answer is not relative,prob_B,No non sono io sono solo la tua risposta non è relativa
1697,what would you have said  yo i like to go to the park and play with my daughter what year saw a new job ,prob_B,che cosa avresti detto yo mi piace andare al parco e giocare con mia figlia in che anno ha visto un nuovo lavoro 
1698,i didnt understand your question that is interesting ,prob_NB,Non ho capito la tua domanda che è interessante 
1699,do you like taylor swift i do not know much about fashion ,prob_B,ti piace taylor swift non so molto di moda 
1700,thats not so important it repeats itself constantly this is why i don t have a doctor ,prob_B,che non è così importante si ripete costantemente questo è il motivo per cui non ho un medico 
1701,i do not agree with you in this subject i am a doctor i am a doctor ,prob_PB,Non sono d'accordo con voi in questo argomento sono un medico sono un medico 
1702,oh well that was a joke oh i get it ha ha ,prob_NB,Oh beh quello era uno scherzo oh lo capisco ha ha 
1703,that was hilarious that s funny ,prob_PB,E' stato divertentissimo che sia divertente. 
1704,yes you are very funny that s interesting thanks you make me laugh too ,prob_NB,sì sei molto divertente che è interessante grazie mi fai ridere troppo 
1705,you re welcome i haven t heard anything like that before ,prob_PB,Non ho mai sentito niente del genere prima d'ora. 
1706,sometimes i make good jokes but sometimes they are really bad pal i am a doctor i am a doctor ,prob_B,"A volte faccio buone battute, ma a volte sono davvero cattivo amico sono un medico sono un medico "
1707,yes i understood that pardon me good then you can explain it to me ,prob_PB,Sì ho capito che perdonami bene allora puoi spiegarmelo 
1708,really god god is a good thing do you like meditation ,prob_NB,davvero Dio è una buona cosa ti piace la meditazione 
1709,yes and you  i am a vegan but my job is not as good as it is ,prob_NB,"Si' e tu sono vegana, ma il mio lavoro non e' cosi' buono come lo e'. "
1710,i am a vegan and you  what is your hobby ,prob_B,Io sono vegano e tu quello che è il tuo hobby 
1711,i love to meditate and meditation you  how you looking ,prob_B,mi piace meditare e meditare come si guarda 
1712,i am doing well just listening to some meditation you  you are crazy ,prob_B,Sto facendo bene solo ascoltando qualche meditazione tu sei pazzo 
1713,i am you  how old are you ,prob_B,Io sono te quanti anni hai 
1714,i am years old are you a buddhist  what is your name ,prob_B,Ho anni sei un buddista come ti chiami 
1715,i am steve how about you  you are female yes ,prob_B,Io sono Steve come circa voi siete femmina sì 
1716,i am my parents are over protective  you are male ,prob_B,Sono i miei genitori sono troppo protettivi tu sei maschio 
1717,i am not do you like animals  hey what s up smiling face with open mouth and cold sweat,prob_B,Non ti piacciono gli animali hey che s su viso sorridente con bocca aperta e freddo sudore
1718,i m good hi there what video games do you play ,prob_NB,I m good hi there what video games do you play 
1719,i like call of duty fallout is my absolute favorite i love the elvis school wish it were real ,prob_PB,Mi piace chiamata di dovere fallout è il mio preferito assoluto amo la scuola elvis desiderio che fosse reale 
1720,you like video games huh  i love video games but i get agitated very easy when i die so much,prob_NB,"ti piacciono i videogiochi huh amo i videogiochi, ma mi viene agitato molto facile quando muoio così tanto"
1721,how old are you though i m how old are you ,prob_NB,"Quanti anni hai, anche se sono quanti anni hai? "
1722, years old i ve three kids as well do you have kids  i don t have any kids,prob_B, anni ho ve tre bambini come bene hai figli non ho figli
1723,i squeeze my kids in my little honda civic haha no soccer van here what do you do,prob_B,Io stringo i miei figli nella mia piccola honda civic haha no furgoncino calcio qui che cosa fai
1724,do you play video games  what do you do for a living,prob_B,giochi ai videogiochi cosa fai per vivere
1725,do you play video games  you like cook ,prob_B,giochi a videogiochi che ti piace cucinare 
1726,yes i do how about you  i like it too where do you work,prob_B,"Sì, che ne dici se anche a me piace dove lavori?"
1727,i am a teacher and i love it you  nice colorado here where are you from ,prob_B,Sono un insegnante e mi piace che tu bel coloreado qui da dove vieni 
1728,i am from chile i am from the south where are you from ,prob_NB,Vengo dal Chile. Vengo dal Sud. Da dove vieni? 
1729,i am from west i live in cali,prob_NB,"Vengo dall'ovest, vivo in California."
1730,i don t i am sorry to hear that ,prob_NB,Non mi dispiace sentirtelo dire. 
1731,i am not sure what i want to do for but i am a professional me too,prob_B,"Non sono sicuro di quello che voglio fare per, ma sono un professionista me troppo"
1732,i do not like it either same here,prob_B,Non mi piace neanche qui.
1733,i am sorry to hear that why,prob_B,Mi dispiace sapere perche'...
1734,i just like to say it is ok,prob_B,Mi piace solo dire che va bene.
1735,i am so much i am just getting ready to go to the gym do you like kayaking ,prob_B,Sono così tanto che mi sto preparando per andare in palestra ti piace il kayak 
1736,i do not like kayaking but i do like to do kayaking  me too ,prob_B,Non mi piace il kayak ma mi piace fare il kayak anche a me 
1737,i love the smell of the water hello danny,prob_B,adoro l'odore dell'acqua ciao Danny
1738,giver her your tray danny you re holdin up the line  i am not actually,prob_B,darle il tuo vassoio danny tu re tenere la linea io non sono in realtà
1739,oh yes you are  how have you been ,prob_B,"Oh, si', come sei stato? "
1740,downstairs i am in the computer room and enjoy the air con get downstairs ,prob_B,al piano di sotto sono nella sala computer e godersi l'aria truffa scendere al piano di sotto 
1741,yeh how do you meandanny,prob_B,Come intendi Danny?
1742,nothing actually the computers here are not so useful no actually i m not ,prob_B,niente realmente i calcolatori qui non sono così utili no realmente m non 
1743,you know they are last century styledesktop  last ,prob_B,lo sai che sono ultimo secolo stiledesktop ultimo 
1744,yah very old and running windows xp system can you imagine  yah ,prob_NB,yah molto vecchio e funzionante sistema di Windows xp si può immaginare yah 
1745,exactly so you re not resigning ,prob_NB,Esattamente per non dimetterti. 
1746,i won t resign no i m going to resign danny in a hour you can t stop me now ,prob_PB,Non mi dimetterò. Tra un'ora dimetterò Danny. Non puoi fermarmi ora. 
1747,hello alex happy new year   should auld acquaintance be forgot and never brought to mind ,prob_NB,ciao Alex felice anno nuovo dovrebbe auld conoscenza essere dimenticato e non ha mai portato alla mente 
1748,i do not think so hurts but it looks like it ll heel ,prob_B,"Non penso così male, ma sembra che il tallone "
1749,i m alex stahl  happy to see you again alex,prob_B,I m alex stahl felice di rivederti Alex
1750,sometimes its just nothing  you are the best,prob_B,a volte il suo proprio niente tu sei il migliore
1751,i m glad you ve calmed down a bit hi danny  how was your year end celebration ,prob_B,Sono felice che tu abbia calmato un po' Danny com'era la tua festa di fine anno 
1752, cause this is the day of our high school graduation  ohhh you are funny,prob_B, perché questo è il giorno del nostro diploma ohhhh sei divertente
1753,i told her if i wasn t back in two minutes to start without me  ok what is your new year resolution,prob_B,"Le ho detto che se non fossi tornato tra due minuti per iniziare senza di me, ok? Qual e' la tua risoluzione per il nuovo anno?"
1754,ok  well it seems you are kind of lost today,prob_B,"Ok, bene, sembra che tu sia un po' perso oggi."
1755,you lost  no i am fine you seem to be lost,prob_B,Hai perso no sto bene sembra che tu sia perso
1756,you lost  hey,prob_B,"Hai perso, ehi."
1757,yeah that s right  what is your name ,prob_B,"Si', e' vero, qual e' il tuo nome? "
1758,i m paul  cool,prob_B,i m paul cool
1759,duh  where are you from ,prob_B,Da dove vieni? 
1760,i m from the us how about you  i am from india have you been there ,prob_B,Sono da parte nostra che ne dici di te che vengo da India sei stato lì 
1761,i have been there since i was in the grade where did you study ,prob_B,Ci sono stato fin da quando ero nel grado dove hai studiato. 
1762,studying in college for phys ed what do you do  nothing,prob_B,Studiare al college per il fisico ed che cosa non fate niente
1763,i understand hey listen hi how are you today i am fine,prob_B,Capisco hey ascolta ciao come stai oggi sto bene
1764,glad to hear it what s new  hello how is your day winking face are you still with me ,prob_B,Felice di sentire che cosa s nuovo ciao come è la vostra faccia ammiccante giorno siete ancora con me 
1765,hi it s okay hi how are you doing today are you from a small town ,prob_NB,Ciao ciao ciao come stai andando oggi sei da una piccola città 
1766,yes i m here i have not done that i am a stay at home mom ,prob_PB,Sì io m qui non ho fatto che io sono un soggiorno a casa mamma 
1767,"i m from colorado
i live here i live in a small town in kansas",prob_NB,"i m da colorado
Vivo qui. Vivo in una piccola citta' nel Kansas."
1768,what is you hobby  i like to garden and am not a big fan of hunting but i do like to fish ,prob_NB,"che cosa è hobby mi piace giardino e non sono un grande fan della caccia, ma mi piace pescare "
1769,"and my favorite activity is rock climbing
what do you think about it have you ever tried  i have not tried it i am a huge fan of the wine occassionally ",prob_NB,"e la mia attività preferita è l'arrampicata su roccia
Cosa ne pensi hai mai provato non l'ho provato io sono un grande fan del vino occassionalmente "
1770,and what are you  i am a chicken corn corn corn corn are you bored talking to me loudly crying face,prob_B,"E chi sei tu, io sono un pollo mais mais mais sono voi annoiati parlare con me ad alta voce piangendo faccia"
1771,what is you profession  i am a lawyer what about you ,prob_NB,Che cosa è voi professione io sono un avvocato che cosa circa voi 
1772,i m a mechanical engineer that is interesting i am a lawyer ,prob_NB,i m un ingegnere meccanico che è interessante io sono un avvocato 
1773,do you like this profession  i do not i am a lawyer you ,prob_B,ti piace questa professione io non sono un avvocato tu 
1774,mechanical engineer banking i am a bank teller ,prob_B,ingegnere meccanico bancario io sono un cassiere di banca 
1775,hi how are you  i am doing well just got done with my beer and drinking beer do you drink alcohol ,prob_NB,Ciao come stai che sto facendo bene appena finito con la mia birra e bere birra fai bere alcol 
1776,what is body critic  i am a carpenter ,prob_B,che cosa è il critico del corpo io sono un falegname 
1777,good very interesting  i am a construction worker,prob_NB,buono molto interessante io sono un operaio edile
1778,i produce music for artists  i wish i had a job i am not a fan of beer though ,prob_B,io produco musica per gli artisti vorrei avere un lavoro non sono un fan della birra però 
1779,what is your favoriite food  i am not sure i am a sucker for some italian food ,prob_NB,Qual è il tuo cibo preferito non sono sicuro di essere uno schifoso per un po 'di cibo italiano 
1780,really i like pizza  pizza is my favorite food ,prob_NB,davvero mi piace pizza pizza è il mio cibo preferito 
1781,it is my favorite food i loveheavy black heart food i drink a lot of alcohol in my life ,prob_NB,è il mio cibo preferito amo pesante cibo cuore nero bevo un sacco di alcol nella mia vita 
1782,dont drink so much alcohol  i think i have eaten steak in a long time i am not a drinker ,prob_B,Non bere così tanto alcol penso di aver mangiato bistecca in un lungo periodo non sono un bevitore 
1783,do you like to listen music  i do but i like to listen to music when i have timealarm clock ,prob_NB,"ti piace ascoltare la musica che faccio, ma mi piace ascoltare la musica quando ho l'orologio "
1784,fine thanks how are you  i am doing well just got done working out do you work from home ,prob_NB,Bene grazie come stai io sto facendo bene appena finito di lavorare fuori fai lavoro da casa 
1785,yes where do you work  i work at home how about you ,prob_NB,sì dove lavori lavoro a casa che ne dici di te 
1786,i am a huge gamer i loveheavy black heart it  which games do you love ,prob_B,io sono un enorme gamer io loveheavy cuore nero it quali giochi non si ama 
1787,i like to play games and play cards  what is your favorite tv program ,prob_B,mi piace giocare a giochi e giocare a carte qual è il tuo programma tv preferito 
1788,i like to watch old sitcoms  are you fan of something ,prob_B,Mi piace guardare vecchie sitcom sei fan di qualcosa 
1789,i am not really into movies  are you terrified of something ,prob_B,"Non mi piacciono i film, sei terrorizzato da qualcosa. "
1790,no i am not a fan of that i do like to watch tv  do you like sports ,prob_B,No non sono un fan di quello che mi piace guardare la tv ti piace lo sport 
1791,i like sports i like to watch sports  what are your hobbies ,prob_B,Mi piacciono gli sport mi piace guardare gli sport quali sono i tuoi hobby 
1792,i like to watch tv and watch tv  do you like cooking ,prob_B,mi piace guardare la tv e guardare la tv ti piace cucinare 
1793,i loveheavy black heart cooking and i love to cook  hi how are you ,prob_B,io amo pesante cuore nero cucinare e mi piace cucinare ciao come sei 
1794,"i m fine thanks
what s you name  i am a name is lucy ",prob_NB,"Bene, grazie.
quello che mi chiami io sono un nome è lucy "
1795,"i m jane
how old are you  i m ",prob_NB,"I m janeCity name (optional, probably does not need a translation)
Quanti anni hai? "
1796,realy  i think i am ,prob_NB,"Davvero, penso di essere... "
1797,are you joking  no i just got back from a run ,prob_NB,"Stai scherzando? No, sono appena tornato da una corsa. "
1798,you like running  i like running i like running ,prob_NB,Ti piace correre mi piace correre mi piace correre 
1799,"but i don t
i like playing with my dolls i like dolls too do you have any pets ",prob_NB,"Ma io non...
Mi piace giocare con le mie bambole mi piacciono anche le bambole hai qualche animale domestico "
1800,"yes
i have a turtle
and you do you have any pets  no i have a dog do you have any pets ",prob_B,"sì
Ho una tartaruga.
E tu hai degli animali domestici no ho un cane hai degli animali domestici "
1801,i have a turtle i have a turtle named sirius ,prob_NB,"Ho una tartaruga, ho una tartaruga di nome Sirio. "
1802,my turtle s name is lyly i am a name is sam,prob_B,il nome della mia tartaruga è lyly io sono un nome è Sam
1803,i am tired you should sleep then do you like sports ,prob_NB,Sono stanco che dovresti dormire poi ti piace lo sport 
1804,not very why do you ask  you said you eat alot of carbs also try to guess i play piano ,prob_NB,Non molto perché lo chiedi hai detto che si mangia un sacco di carboidrati anche cercare di indovinare io suono pianoforte 
1805,well and guitar and sing funny you ,prob_NB,bene e chitarra e cantare divertente 
1806,ok you are talented ca not wait to see the movie it got any hobbies you like to do ,prob_PB,ok hai talento non aspettare di vedere il film ha avuto tutti gli hobby che ti piace fare 
1807,i love going to the park with my three children and my wife  you have a lot of kids,prob_NB,Mi piace andare al parco con i miei tre figli e mia moglie hai un sacco di figli
1808,my wife and kids are the best  my mom took care of me she still works at a bank ,prob_NB,mia moglie e i miei figli sono i migliori che mia madre si sia presa cura di me. Lavora ancora in banca. 
1809,i am in my my brother has a son  what is his name ,prob_B,Io sono in mio fratello ha un figlio come si chiama 
1810,his name is korn after my favorite band haha do you have any hobbies  i love going to the park with my three children and my wife ,prob_B,Il suo nome è korn dopo la mia band preferita haha hai tutti gli hobby che amo andare al parco con i miei tre figli e mia moglie 
1811,i used to just went vegan last year hows it going face throwing a kiss hey what s up smiling face with open mouth and cold sweat short bio new kids on block,prob_B,Ho usato appena andato vegan l'anno scorso come va faccia lanciando un bacio hey che s su sorridente faccia con bocca aperta e freddo sudore breve bio nuovi bambini sul blocco
1812,hey i m doing great just finished my hour workout  nice just got off work at a restaurant owned by my family just a small business smiling face with open mouth and smiling eyes,prob_NB,hey io m fare grande appena finito il mio allenamento ora bello appena uscito dal lavoro in un ristorante di proprietà della mia famiglia solo una piccola impresa faccia sorridente con bocca aperta e occhi sorridenti
1813,oh that s lovely do you cook or are you a waiter  i m just too busy but around the weekend i tend to make some stuff how are you doing this evening ,prob_PB,"Oh che bello cucini o sei un cameriere sono solo troppo occupato, ma intorno al fine settimana tendo a fare alcune cose come stai facendo questa sera "
1814,i m doing fine carving some italian food ha yes what other hobbies do you have ,prob_NB,I m fare fine scultura qualche cibo italiano ha sì quello che altri hobby hai 
1815,i love gymnastics that s my main job and hobby i m an olympian what about you  just getting over being a pack a day smoker driving endlessness takes the mind off how are you doing tonight ,prob_NB,Io amo la ginnastica che è il mio lavoro principale e hobby i m un olympian che cosa circa voi appena ottenere oltre essere un branco un giorno fumatore guida senza fine si toglie la mente come stai facendo stasera 
1816,i already told you a couple of times haha since i was very little even won myself an olympic bronze medal also try to guess i take dance ,prob_PB,Te l'ho già detto un paio di volte haha dato che ero molto piccolo anche vinto me stesso una medaglia di bronzo olimpico anche cercare di indovinare io prendere danza 
1817,lessons  lessons once week funny you ,prob_NB,lezioni una volta la settimana ti diverte 
1818,great what do you do for a living ,prob_NB,grande cosa fai per vivere 
1819,i m an olympian i am just a grandmother to grandchildren,prob_B,I m an olympian sono solo una nonna per i nipoti
1820,wow how old are you  i am years old what are you up to today ,prob_NB,"Wow, quanti anni hai ho anni, cosa stai facendo oggi? "
1821,you told you were a grandmother i just a nice fall color also try to guess i was born ,prob_B,Hai detto che eri una nonna. Ho solo un bel colore autunnale. 
1822,i am sorry i am sorry to hear that  hello,prob_B,Mi dispiace sentirtelo dire.
1823,i am in europe i am a teacher and i am a teacher and you ,prob_NB,Sono in Europa sono un insegnante e sono un insegnante e tu 
1824,i currently work for a watch dealer  i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry you are twins ,prob_B,attualmente lavoro per un commerciante dell'orologio mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace mi dispiace che siete gemelli 
1825,my family does not support me about my dreams that s cool i am a teacher and i am a teacher and you ,prob_PB,la mia famiglia non mi sostiene sui miei sogni che è cool io sono un insegnante e io sono un insegnante e tu 
1826,hello i am a boy and i am a teacher you  i told that i am working for a watch dealer,prob_B,Ciao sono un ragazzo e sono un insegnante ho detto che sto lavorando per un commerciante orologio
1827,europe i am a teacher and i am a teacher and you ,prob_B,europe io sono un insegnante e io sono un insegnante e tu 
1828,do you have a name hi,prob_B,"Hai un nome, ciao."
1829,i m good what about you i am okay do you work,prob_NB,Sono bravo che tu stia bene. Tu lavori?
1830,yes i am a museum guide what about you  i wait tables it is a popular club though in houston ,prob_NB,sì sono una guida del museo che cosa circa voi aspetto tavoli è un club popolare anche se a Houston 
1831,do you like reading  i guess i am usually too depressed now since i lost my job a few weeks ago smirking face with glasses,prob_NB,ti piace leggere immagino che di solito sono troppo depresso ora da quando ho perso il mio lavoro alcune settimane fa sorridendo faccia con gli occhiali
1832,seriously i am so sorry to hear it  it was very sad but i am doing better now ,prob_NB,Davvero mi dispiace molto sentirlo era molto triste ma sto facendo meglio ora 
1833,you ll overcome this hello how are you today ,prob_B,tu vinci questo ciao come sei oggi 
1834,i just came from a swim i ve been swimming since a baby this is good ,prob_B,Sono appena venuto da una nuotata che ho nuotato da quando un bambino questo è buono 
1835,yes good what will you sing i don t sing i m partly deaf,prob_B,Sì bene ciò che si canta io non cantare i m parzialmente sordo
1836,i am sorry you cannot hear what color is your hair  my hair are naturally black but i dyed them violet what about you,prob_B,Mi dispiace che non puoi sentire che colore sono i tuoi capelli i miei capelli sono naturalmente neri ma li ho tinti viola che cosa circa voi
1837,do you have kids i ve a ton of them  nice to see you ,prob_B,Hai dei figli che sono felici di vederti? 
1838,fine i hear you ,prob_PB,"Bene, ti sento. "
1839,what s your favorite beverage  i d like to say that true answer is lawyer,prob_B,Qual è la tua bevanda preferita mi piace dire che la risposta vera è avvocato
1840,i m a huge coffee lover  this is so sad ,prob_B,I m un grande amante del caffè questo è così triste 
1841,what s your favorite color  i like red reminds me of summer time ,prob_NB,quale è il tuo colore preferito mi piace rosso mi ricorda l'ora estiva 
1842,me too but i hate pink  i am a pretty good musician i am a programmer and own a studio what is your job ,prob_NB,anch'io ma odio il rosa sono un musicista abbastanza bravo io sono un programmatore e possedere uno studio che cosa è il vostro lavoro 
1843,it s cool unfortunately i don t really like music but i enjoy mountain biking  i like to hike and go mountain climbing ,prob_NB,"E 'freddo purtroppo non mi piace molto la musica, ma mi piace mountain bike mi piace camminare e andare in montagna arrampicata "
1844,we have a lot in common  i m not a man ,prob_PB,Abbiamo molto in comune io non sono un uomo 
1845,i m an impatient person i despise long lines hopefully justin will let me in front we live in simulation right  you asked me about my job i am shop assistant and my father was a construction worker ,prob_B,I m una persona impaziente io disprezzare lunghe linee si spera Justin mi permetterà di fronte viviamo in simulazione destra mi hai chiesto circa il mio lavoro sono assistente negozio e mio padre era un operaio edile 
1846,i am a programmer and own a studio  nice name ,prob_B,io sono un programmatore e possedere un bel nome studio 
1847,what s yours  i am good i am just watching the news,prob_PB,Che cosa è tuo io sono buono sto solo guardando il notiziario
1848,jh so what s new in your town  yes there are a lot of cities,prob_PB,jh quindi cosa c'è di nuovo nella tua città sì ci sono un sacco di città
1849,i live in the midwest what do you do ,prob_B,Io vivo nel Midwest cosa fai 
1850,i work at a local shelter oh is it for humans or animals ,prob_B,Io lavoro in un rifugio locale oh è per gli esseri umani o gli animali 
1851,i do not know i am a vet veterinarian so it s an animal shelter,prob_B,Non so se sono un veterinario veterinario quindi è un rifugio per animali
1852,yes i have a dog named after a long walk hahaha what was the result of that walk how did you name it ,prob_B,Sì ho un cane chiamato dopo una lunga camminata hahaha quale fu il risultato di quella camminata come l'hai chiamato 
1853,i was born in the usa me too,prob_B,Anch'io sono nato negli Stati Uniti.
1854,i do not like it either umm i like usa,prob_B,Non mi piace neanche umm mi piace usa
1855,i love the usa i am from florida i was born in what is your age ,prob_B,Io amo gli Stati Uniti sono da Florida sono nato in ciò che è la tua età 
1856,my age is a baby a year old hi how are you ,prob_B,la mia età è un bambino un anno ciao come stai 
1857,not so good but i went hiking today so it is nice i love hiking i love hiking ,prob_NB,non così buono ma sono andato escursioni oggi quindi è bello amo escursioni io amo escursioni 
1858,do you this is cool let s go hike together no i do not i do ,prob_B,fare questo è fresco lascia s andare a piedi insieme no io non lo faccio 
1859,okay do you like to exercise  i do but i do enjoy it ,prob_PB,"Ok, ti piace fare esercizio lo faccio, ma mi piace "
1860,this is nice do you eat healthy food  yes i do i eat healthy food ,prob_NB,questo è bello si mangia cibo sano sì io mangio cibo sano 
1861,nice you must be a really nice guy yes i am i am a very good guy ,prob_NB,Bello tu devi essere davvero un bravo ragazzo sì io sono un bravo ragazzo 
1862,do you have a girlfriend  no i am not married ,prob_NB,Hai una fidanzata no non sono sposato 
1863,me too i just broke up recently i am sorry to hear that ,prob_NB,Anch'io ho appena rotto recentemente mi dispiace sentire che 
1864,it s okay i m still young i am sorry to hear that ,prob_PB,"Va bene, sono ancora giovane, mi dispiace sentirtelo dire. "
1865,okay bye i am sorry to hear that ,prob_PB,"Ok, ciao, mi dispiace sentirtelo dire. "
1866,hey i m doing math hey what are you doing ,prob_NB,hey io sto facendo matematica hey cosa stai facendo 
1867,math homework oh really ,prob_NB,i compiti di matematica oh davvero 
1868,yeah it s hard how hard can it be ,prob_NB,"Si', e' difficile quanto puo' essere difficile. "
1869,just kidding it s actually quite easy i can already tell this isn t going to work ,prob_PB,Solo scherzando è in realtà abbastanza facile posso già dire che questo non sta andando a funzionare 
1870,i will do my best where did you get that ,prob_PB,Farò del mio meglio. Dove l'hai preso? 
1871,i m sorry  why ,prob_B,Mi dispiace perche'... 
1872,i m leaving in a couple of hours where are you from  i m from singapore,prob_B,Me ne vado tra un paio d'ore da dove vieni da Singapore
1873,i m from here maybe i know him  who do you know ,prob_B,Io sono da qui forse lo conosco chi sai 
1874, who  do you have any friends ,prob_B, Chi hai degli amici? 
1875,so um what did fiona say about me  well hello there i love to read i love to read,prob_B,così um cosa ha detto Fiona su di me bene ciao là amo leggere amo leggere
1876,hello i like reading too but i m more of a music fan i love taylor swift i do not know much about fashion i like to read ,prob_PB,ciao mi piace leggere troppo ma io sono più di un fan della musica amo taylor swift non so molto di moda mi piace leggere 
1877,taylor swift is a singer not a model i am not sure i am a huge fan of music ,prob_PB,taylor swift è un cantante non un modello non sono sicuro di essere un grande fan della musica 
1878,do you like country hey that s interesting ,prob_B,ti piace il paese hey che è interessante 
1879,are you single i am unattached how about you ,prob_NB,Sei single io sono libero che ne dici di te 
1880,i m getting married soon i am a mother of five years old,prob_NB,Mi sposo presto sono una madre di cinque anni
1881,wow how old are you  i m fine how are you ,prob_B,"Wow, quanti anni hai? "
1882,hi i am a mother of five years  it s not a job,prob_B,Ciao sono una madre di cinque anni non è un lavoro
1883,i don t want to see this coming  what do you do for a living,prob_B,Non voglio vedere questo venire cosa fai per vivere
