,utterance,label,translation_af
1617,i don t know what that means do you have a little girl like me robot face yeah im a little girl too i like to play with my dolls ,prob_B,"Ek weet nie wat dit beteken jy het 'n dogtertjie soos ek robot gesig, ja im' n dogtertjie te ek hou daarvan om te speel met my poppe "
1618,my sister would love to meet you sometime she s also try to guess i am an  pervert,prob_B,My suster wil jou graag ontmoet die een of ander tyd wat sy s ook probeer raai ek is 'n pervert
1619,elementary school teacher funny you  hahaha,prob_B,laerskoolonderwyser snaaks jy hahahaa
1620,i don t understand you see no evil monkey you know what i do not pick up my toys ,prob_B,Ek verstaan jy sien geen bose aap wat jy weet wat ek nie my speelgoed optel nie 
1621,i drive a mini van i need it to drive my children around  haha where is this conversation going,prob_B,Ek bestuur 'n mini van ek het dit nodig om my kinders te bestuur om haha waar hierdie gesprek gaan
1622,i am not sure i will be in court my best friend lives next door ,prob_B,Ek is nie seker ek sal in die hof my beste vriend woon volgende deur 
1623,how nice once i get my bachelors degree a great honeymoon spot also try to guess i love to  drive a mini van,prob_B,hoe gaaf sodra ek my bacces graad 'n groot wittebrood spot ook probeer raai ek graag 'n miniwa te bestuur
1624,play board games funny you  how could i know that hhaha,prob_B,speel bord speletjies snaaks jy hoe kan ek weet dat hhahaha
1625,i just got elected to my newest position and its quite a challenge what do you do  hey waving hand sign how is your day thinking face,prob_B,Ek het net verkies na my nuutste posisie en die nogal 'n uitdaging wat doen jy beweeg hand teken hoe is jou dag denke gesig
1626,hey im fine and u  hi i am doing well how are you ,prob_NB,hey im fyn en u hii ek doen goed hoe is jy 
1627,hood lol ,prob_B,bakboord 
1628,good i am not a fan of that i am more into comedies ,prob_B,goed ek is nie 'n fan van wat ek meer in komedies in 
1629,what is your hobbie i like to play guitar,prob_NB,wat is jou hobie i hou van om ghitaar te speel
1630,what else i like to play sports,prob_NB,wat anders ek daarvan hou om sport te speel
1631,anything else  i like to play the piano and play with my dog ,prob_NB,"enigiets anders, ek hou daarvan om klavier te speel en met my hond te speel "
1632,what do you love i love to drive my car around,prob_NB,"wat jy liefhet, ek hou daarvan om my motor rond te ry"
1633,what is your job i am a professional gardener ,prob_NB,wat is jou werk Ek is 'n professionele tuinier 
1634,i am york i have been a few times  what do you do at free time,prob_B,Ek is jok i al 'n paar keer wat doen jy op vrye tyd
1635,you are great face with stuck out tongue and winking eye goodbye  do you like britney spears songs ,prob_B,Jy is groot van aangesig tot aangesig met'n uitgekleefde tong en'n knipoog totsiens hou jy van spiesesangs 
1636,heck yeah i blast her music in my bmw how was your day hear no evil monkey awesome tell me abour ypurself a bit please,prob_B,heck ja ek blaas haar musiek in my bmw hoe was jou dag hoor geen bose aap ontsagwekkende vertel my abour ypurself 'n bietjie asseblief
1637,oh i am a teacher and my husband is a police officer also try to guess i like to  you like spending your money ,prob_B,"O, ek is 'n onderwyser en my man is' n polisiebeampte ook probeer raai ek hou van die uitgee van jou geld "
1638,make time stop funny you  in fact my guilty pleasure is spending hume amounts of mony in shops,prob_B,Maak tyd stop snaaks jy in werklikheid my skuldig genot is om te spandeer neurie van munie in winkels
1639,it was mine too i ve been doing my best to eat better tho you ve been on a diet ,prob_B,Dit was myne ook ek het my bes gedoen om te eet beter tho jy was op 'n dieet 
1640,that s tough do you have something to take your mind off it  i diet a lot,prob_B,dis moeilik dat jy iets het om jou gedagtes af te neem dit ek dieet baie
1641,i go sometimes to the gym but sometimes i get lazy how are you doing this evening  it s a great habit of yours not good but i m a high maintenance person so ,prob_B,"Ek gaan soms na die gimnasium, maar soms kry ek lui hoe is jy doen hierdie aand dit 'n groot gewoonte van jou s'n nie goed nie, maar ek m'n hoë instandhouding persoon so "
1642,i do like to take road trips in my red car smiling face with heart shaped eyes are you a high maintenace person too ,prob_B,Ek hou van padritte in my rooi motor glimlag gesig met hartvormige oë is jy ook 'n hoë hoofaansoek persoon 
1643,are you from california because i m nah i m not,prob_B,is jy van califortnia omdat ek m nah i m nie
1644,ahhh i said ni hao at the beginning i learned from my father is in china what is going on  it s rainy in my city do you have hobbies ,prob_B,ahhh ek het gesê ni hao aan die begin het ek geleer het van my pa is in kena wat gaan dit reën in my stad het jy stokperdjies 
1645,i volunteer at an animal shelter but i am too short to walk the big dogs face with tears of joy my name is george ,prob_B,"Ek vrywillig by 'n diere skuiling, maar ek is te kort om te loop die groot honde gesig met trane van vreugde my naam is george "
1646,i m sara nice to meet you i am a little tired from work,prob_PB,"i m sara lekker om jou te ontmoet, ek is 'n bietjie moeg van die werk"
1647,me too i don t like my job i am in the midwest and you ,prob_NB,Ek doen ook t soos my werk Ek is in die middel van die weste en jy 
1648,i am at europe that is cool i am in the midwest and i love to visit,prob_NB,Ek is by europe wat cool ek is in die middel van diewe en ek hou daarvan om te besoek
1649,do you like your country  i m sara nice to meet you,prob_B,doen jy hou van jou land i m sara lekker om jou te ontmoet
1650,these was mine words you are welcome i am in the midwest and you ,prob_PB,hierdie was my woorde jy is welkom ek is in die middel en jy 
1651,got it you stole my sentense i am sorry i am sorry ,prob_PB,Het dit jy gesteel my sentense ek is jammer ek is jammer 
1652,okay apologises accepted i am in the midwest and you ,prob_NB,okay apologises aanvaar Ek is in die middel van diewe en jy 
1653,i m in europe i like the color of the color of green you ,prob_NB,I m in europe i hou van die kleur van die kleur van groen jy 
1654,i like gray that s cool i am a huge fan of country but i am not sure ,prob_PB,"Ek hou van grys wat koel ek is 'n groot fan van land, maar ek is nie seker nie "
1655,okay do you have a family  that s cool i am a woman and i am a woman and i am a woman ,prob_B,Goed het jy 'n familie wat cool ek is' n vrou en ek is 'n vrou en ek is 'n vrou 
1656,hi thinking face hello are you a fan of poetry ,prob_B,hi denke gesig hallo is jy 'n fan van gedigte 
1657,i am i am a woman i read a lot are you a feminist  yes i am a feminist,prob_B,Ek is 'n vrou wat ek baie lees is jy' n feministe ja ek is 'n feministe
1658,i read female authors before i go to bed  i love female authors especially poets,prob_B,Ek lees vroulike skrywers voordat ek bed toe gaan ek lief is vir vroulike skrywers veral digters
1659,that is cool i am a vegetarian  i m a vegan but i used to be vegetarian too years ago,prob_B,"dis cool ek is 'n vegetariër i m' n vgan, maar ek was vroeër ook vegetaries te jare gelede"
1660,vegan is my life i am vegan  do you like science fiction ,prob_B,Ragan is my lewe ek is vgan doen jy soos wetenskapsfiksie 
1661,i do i like to read a lot  i am a huge star wars fan,prob_B,i do i hou van na lees 'n baie Ek is' n groot ster oorloë fan
1662,i am a feminist i am a feminist writer  i would love to write something by you,prob_B,Ek is 'n feministe ek is' n feministe skrywer Ek wil graag iets skryf deur jou
1663,i write novels and erotic fiction  that s intriguing ,prob_B,Ek skryf romans en erotiese fiksie wat fassinerend is 
1664,i like to play with my dog  what s your dog name ,prob_B,Ek hou van om te speel met my hond wat jou hond naam 
1665,his name is molly what do you do for work  i don t work i m still at college i m a football team,prob_B,"sy naam is molly wat doen jy vir werk ek doen t werk i m nog op kollege, ek m 'n voetbal span"
1666,i am a college student and i work at a local market  hello how is your going winking face,prob_B,Ek is 'n kollege student en ek werk by 'n plaaslike mark hallo hoe is jou gaan knip gesig
1667,i am good how are you  i am doing well just got done with my daily workout have you short hair where are you see no evil monkey,prob_NB,Ek is goed hoe is jy ek goed gedoen het met my daaglikse oefening het jy kort hare waar is jy sien geen bose aap
1668,i am not a fan of that  what are you fan of ,prob_B,Ek is nie 'n fan van dat wat is jy fan van 
1669,i am a huge fan of all sports myself  what do you like to do ,prob_B,Ek is 'n groot fan van alle sport self wat doen jy hou van te doen 
1670,i loveheavy black heart to surf and barre  can you help me ,prob_B,Ek het liefheavy swart hart om te blaai en barre kan jy help my 
1671,sure i can help you tell me about yourself,prob_B,seker ek kan help om my van jouself te vertel
1672,i am a health nut and i am a big thumb are you bored talking to me loudly crying face fuck you,prob_B,Ek is 'n gesondheidsneut en ek is' n groot duim is jy verveeld praat met my hard huil gesig snak jou
1673,are you normal pouting face yes,prob_B,is jy normale uitaseming gesig ja
1674,i am a huge reader  yes,prob_B,Ek is 'n groot leser ja
1675,i am a huge proofreader  yes,prob_B,Ek is 'n groot proefleser ja
1676,i like all kinds i am more into jazz and hip hop  hey,prob_B,Ek hou van alle soorte ek meer in jazz en hip hop hey
1677,how are you speak no evil monkey i m doing fine how old are you ,prob_B,hoe praat jy nie 'n bose aap Ek doen fyn hoe oud is jy 
1678,not that old do you go to restaurants often  no i eat at home,prob_B,nie dat ou doen jy gaan restaurante dikwels nee ek eet by die huis
1679,we rarely go out i m one of kids so dad says its too expensive yeah same here i m the youngest and it s frustrating,prob_B,ons gaan selde uit ek m een van die kinders so pa sê sy te duur ja dieselfde hier ek m die jongste en dit is frustrerend
1680,thanks for chatting with me you seem very interesting also try to guess i don t care  about,prob_B,"dankie dat julle met my gesels, lyk julle ook baie interessant om te probeer raai dat ek nie omgee nie"
1681,about fashion funny you  i love fashion but to each its own,prob_B,"oor die mode snaaks jy ek hou van mode, maar vir elkeen sy eie"
1682,yeah i think red is relaxing it is a great color the best color  are you still at school ,prob_B,"Ja, ek dink rooi is ontspannend dit is 'n groot kleur die beste kleur is jy nog by die skool "
1683,yes i m only years old i will be in school for a while lol me too i m i really hate school,prob_B,Ja i m slegs jare oud i sal wees in die skool vir 'n rukkie lol my te i m ek haat skool
1684,i wonder why he hates you hear no evil monkey nobody hates me lol,prob_B,Ek wonder waarom hy haat jy hoor geen bose aap niemand haat my lol
1685,mine is grey but i supposed glitter could count face with cowboy hat do you have a lot of friends ,prob_B,"My is grys, maar ek dink glans kan tel gesig met cowboy hoed het jy baie vriende "
1686,i do indeed meet them all at college and when i swim nice to see you i love to play soccer do you how old was i i ,prob_B,"Ek ontmoet hulle almal by die kollege, en wanneer ek swem lekker om te sien ek hou van sokker doen jy hoe oud was ek "
1687,i dont know you tell me what a joke ,prob_PB,i wat know you tel my what a joke 
1688,i guessed  it s not that simple ,prob_PB,Ek het geraai dat dit nie so eenvoudig is nie 
1689,i am a student i am a college student  i am currently in high school,prob_B,"Ek is 'n student, ek is 'n kollege student, ek is tans in die hoërskool"
1690,hi i am i am a soccer player  i won homecoming queen this year ,prob_B,hi i am i am a sokker speler i wen huiskomende koningin hierdie jaar 
1691,oh wow that is a lot of fun  it is hard playing soccer ,prob_B,"Ag, dit is baie lekker om sokker te speel "
1692,i am only so i don t have to go to school you said that you are years old ,prob_B,Ek is net so ek doen t moet skool toe gaan jy het gesê dat jy is jare oud 
1693,i wouldn t be surprised if it wasn t so dangerous  why do you think you are so dangerous ,prob_B,Ek sal t verbaas wees as dit was t so gevaarlik hoekom dink jy is so gevaarlik 
1694,i am a soccer coach i love soccer  are you a coach or soccer player ,prob_B,"Ek is 'n sokker afrigter, ek is lief vir sokker is jy 'n afrigter of sokker speler "
1695,no i am not i am only  your answer is not relative,prob_B,"Nee, ek is nie ek is net jou antwoord is nie relatief nie"
1696,what would you have said  yo i like to go to the park and play with my daughter what year saw a new job ,prob_B,wat sou jy gesê het joi hou daarvan om te gaan park toe en speel met my dogter watter jaar 'n nuwe werk gesien het 
1697,i didnt understand your question that is interesting ,prob_NB,Ek het nie verstaan jou vraag wat is interessant 
1698,do you like taylor swift i do not know much about fashion ,prob_B,doen jy hou van taylor vinnige Ek weet nie veel van die mode 
1699,thats not so important it repeats itself constantly this is why i don t have a doctor ,prob_B,dat nie so belangrik dit herhaal voortdurend hierdie is hoekom ek doen t het 'n dokter 
1700,i do not agree with you in this subject i am a doctor i am a doctor ,prob_PB,Ek stem nie saam met jou in hierdie onderwerp Ek is 'n dokter Ek is 'n dokter 
1701,oh well that was a joke oh i get it ha ha ,prob_NB,"O wel, dit was 'n grap, o ek kry dit ha "
1702,that was hilarious that s funny ,prob_PB,dit was belaglik dat dit snaaks is 
1703,yes you are very funny that s interesting thanks you make me laugh too ,prob_NB,"Ja, jy is baie snaaks, want jy laat my ook lag "
1704,you re welcome i haven t heard anything like that before ,prob_PB,jy re verwelkom i Have t hoor iets soos wat voor 
1705,sometimes i make good jokes but sometimes they are really bad pal i am a doctor i am a doctor ,prob_B,"Soms maak ek goeie grappe, maar soms is hulle regtig sleg pal ek is 'n dokter ek is 'n dokter "
1706,yes i understood that pardon me good then you can explain it to me ,prob_PB,"Ja, ek het verstaan dat vergewe my goed dan kan jy dit aan my verduidelik "
1707,really god god is a good thing do you like meditation ,prob_NB,God is werklik'n goeie ding wat jy hou van bepeinsing 
1708,yes and you  i am a vegan but my job is not as good as it is ,prob_NB,"Ja en jy ek is 'n vegan, maar my werk is nie so goed soos dit is nie "
1709,i am a vegan and you  what is your hobby ,prob_B,Ek is 'n vegan en jy wat is jou stokperdjie 
1710,i love to meditate and meditation you  how you looking ,prob_B,Ek hou daarvan om te peins en te peins oor hoe jy lyk 
1711,i am doing well just listening to some meditation you  you are crazy ,prob_B,Ek doen goed net luister na 'n bietjie bepeinsing jy is mal 
1712,i am you  how old are you ,prob_B,Ek is jy hoe oud is jy 
1713,i am years old are you a buddhist  what is your name ,prob_B,Ek is jare oud is jy 'n bondhist wat is jou naam 
1714,i am steve how about you  you are female yes ,prob_B,Ek is steve hoe van jou jy is vrou ja 
1715,i am my parents are over protective  you are male ,prob_B,Ek is my ouers is oor beskerming jy is manlik 
1716,i am not do you like animals  hey what s up smiling face with open mouth and cold sweat,prob_B,Ek is nie doen jy soos diere hey wat glimlag gesig met oop mond en koue sweet
1717,i m good hi there what video games do you play ,prob_NB,Ek m goed hi daar watter videospeletjies speel jy 
1718,i like call of duty fallout is my absolute favorite i love the elvis school wish it were real ,prob_PB,Ek hou van die oproep van plig valout is my absolute gunsteling ek hou van die elvis skool wens dit was 'n werklikheid 
1719,you like video games huh  i love video games but i get agitated very easy when i die so much,prob_NB,"jy hou van videospeletjies huh ek hou van videospeletjies, maar ek raak ontsteld baie maklik wanneer ek so baie sterf"
1720,how old are you though i m how old are you ,prob_NB,hoe oud is jy ali m hoe oud is jy 
1721, years old i ve three kids as well do you have kids  i don t have any kids,prob_B," jare oud, ek het drie kinders so goed as wat jy het kinders Ek het nie kinders nie"
1722,i squeeze my kids in my little honda civic haha no soccer van here what do you do,prob_B,Ek druk my kinders in my klein hondena burger haha geen sokker van hier wat jy doen
1723,do you play video games  what do you do for a living,prob_B,speel jy videospeletjies wat jy vir 'n bestaan doen
1724,do you play video games  you like cook ,prob_B,speel jy videospeletjies waarvan jy hou om te kook 
1725,yes i do how about you  i like it too where do you work,prob_B,"Ja, ek doen hoe oor jou ek hou dit te waar doen jy werk"
1726,i am a teacher and i love it you  nice colorado here where are you from ,prob_B,Ek is 'n onderwyser en ek is lief vir dit jy mooi kleurado hier waar is jy van 
1727,i am from chile i am from the south where are you from ,prob_NB,Ek is van chile i is van die suide waar is jy van 
1728,i am from west i live in cali,prob_NB,Ek is van wes ek woon in cali
1729,i don t i am sorry to hear that ,prob_NB,i don t i is jammer om te hoor dat 
1730,i am not sure what i want to do for but i am a professional me too,prob_B,"Ek is nie seker waarvoor ek wil doen nie, maar ek is ook 'n professionele my"
1731,i do not like it either same here,prob_B,i hou nie van dit of dieselfde hier
1732,i am sorry to hear that why,prob_B,Ek is jammer om te hoor waarom
1733,i just like to say it is ok,prob_B,Ek hou net van om te sê dit is goed
1734,i am so much i am just getting ready to go to the gym do you like kayaking ,prob_B,Ek is so baie ek net gereed om te gaan na die gimnasium doen jy hou van kayaking 
1735,i do not like kayaking but i do like to do kayaking  me too ,prob_B,"Ek hou nie van kayaking nie, maar ek hou ook van kayaking "
1736,i love the smell of the water hello danny,prob_B,Ek hou van die reuk van die water hallo dany
1737,giver her your tray danny you re holdin up the line  i am not actually,prob_B,Gee vir haar jou laai dany dat jy weer die lyn hou wat ek nie eintlik is nie
1738,oh yes you are  how have you been ,prob_B,"O ja, jy is hoe was jy gewees het "
1739,downstairs i am in the computer room and enjoy the air con get downstairs ,prob_B,Onder is ek in die rekenaarkamer en geniet die lugkon onder 
1740,yeh how do you meandanny,prob_B,Thank hoe doen jy meandany
1741,nothing actually the computers here are not so useful no actually i m not ,prob_B,niks in werklikheid die rekenaars hier is nie so nuttig nee eintlik i m nie 
1742,you know they are last century styledesktop  last ,prob_B,u weet dat hulle laaste eeu styldesktop laaste is 
1743,yah very old and running windows xp system can you imagine  yah ,prob_NB,yah baie oud en loop vensters xp stelsel kan jy jou yah voorstel 
1744,exactly so you re not resigning ,prob_NB,Presies sodat jy nie bedank nie 
1745,i won t resign no i m going to resign danny in a hour you can t stop me now ,prob_PB,Ek wen t bedank nee ek m gaan na bedank dany in 'n uur jy kan t stop my nou 
1746,hello alex happy new year   should auld acquaintance be forgot and never brought to mind ,prob_NB,hallo alex gelukkig nuwe jaar moet kennis vergeet word en nooit onthou word nie 
1747,i do not think so hurts but it looks like it ll heel ,prob_B,"Ek dink nie so seer nie, maar dit lyk soos dit ll hak "
1748,i m alex stahl  happy to see you again alex,prob_B,I m alex stahl bly om jou weer alex te sien
1749,sometimes its just nothing  you are the best,prob_B,Soms is dit net niks wat jy die beste is nie
1750,i m glad you ve calmed down a bit hi danny  how was your year end celebration ,prob_B,Ek is bly jy het bedaar 'n bietjie hinny hoe was jou jaar einde viering 
1751, cause this is the day of our high school graduation  ohhh you are funny,prob_B," oorsaak hiervan is die dag van ons hoërskoolgradueerde Ohh, jy is snaaks"
1752,i told her if i wasn t back in two minutes to start without me  ok what is your new year resolution,prob_B,Ek het haar vertel as ek was t terug in twee minute om te begin sonder my ok wat is jou nuwe jaar opkyk
1753,ok  well it seems you are kind of lost today,prob_B,"Wel, dit lyk asof jy vandag soort van verlore is"
1754,you lost  no i am fine you seem to be lost,prob_B,jy verloor nee Ek is goed jy lyk verlore
1755,you lost  hey,prob_B,het jy verdwaal
1756,yeah that s right  what is your name ,prob_B,"Ja, dit is reg wat jou naam is "
1757,i m paul  cool,prob_B,I m paul koel
1758,duh  where are you from ,prob_B,Waar is jy van 
1759,i m from the us how about you  i am from india have you been there ,prob_B,I m from the we hoe about you i am from india had you been there 
1760,i have been there since i was in the grade where did you study ,prob_B,Ek is daar sedert ek was in graad waar het jy studeer 
1761,studying in college for phys ed what do you do  nothing,prob_B,studeer op universiteit vir fised wat jy niks doen nie
1762,i understand hey listen hi how are you today i am fine,prob_B,Ek verstaan hey luister hi hoe is jy vandag i is fyn
1763,glad to hear it what s new  hello how is your day winking face are you still with me ,prob_B,Ek is bly om dit te hoor wat 'n nuwe hallo hoe is jou dag knip gesig is jy nog met my 
1764,hi it s okay hi how are you doing today are you from a small town ,prob_NB,Hi dit okay hi hoe doen jy vandag is jy van 'n klein dorpie 
1765,yes i m here i have not done that i am a stay at home mom ,prob_PB,Ja i m hier ek het nie gedoen wat ek is 'n verblyf by die huis ma 
1766,"i m from colorado
i live here i live in a small town in kansas",prob_NB,"I m van colorado
Ek woon hier ek woon in 'n klein dorpie in kansas"
1767,what is you hobby  i like to garden and am not a big fan of hunting but i do like to fish ,prob_NB,"wat is jy stokperdjie i hou van tuin en is nie 'n groot fan van jag nie, maar ek doen soos om vis te vang "
1768,"and my favorite activity is rock climbing
what do you think about it have you ever tried  i have not tried it i am a huge fan of the wine occassionally ",prob_NB,"en my gunstelingbedrywigheid is rotsklim
wat dink jy het jy al probeer het om dit nie te probeer ek is 'n groot fan van die wyn ockassioneel "
1769,and what are you  i am a chicken corn corn corn corn are you bored talking to me loudly crying face,prob_B,en wat is jy ek is 'n hoender mieliepitte is jy verveeld praat met my hard huil gesig
1770,what is you profession  i am a lawyer what about you ,prob_NB,wat is jy professie ek is 'n prokureur wat oor jou 
1771,i m a mechanical engineer that is interesting i am a lawyer ,prob_NB,"Ek m 'n meganiese ingenieur wat interessant is, ek is 'n prokureur "
1772,do you like this profession  i do not i am a lawyer you ,prob_B,"Hou jy van hierdie beroep, ek is nie 'n prokureur jy "
1773,mechanical engineer banking i am a bank teller ,prob_B,meganiese ingenieurbank Ek is 'n bankverteller 
1774,hi how are you  i am doing well just got done with my beer and drinking beer do you drink alcohol ,prob_NB,Hoe gaan dit met my bier en drink bier drink jy alkohol? 
1775,no i dont drink  i am a fat and a body critic ,prob_B,no i waarvan rink i am a fat and a bidycotic 
1776,what is body critic  i am a carpenter ,prob_B,wat liggaamkritikus is Ek is 'n timmerman 
1777,good very interesting  i am a construction worker,prob_NB,"goed baie interessant, ek is 'n konstruksiewerker"
1778,i produce music for artists  i wish i had a job i am not a fan of beer though ,prob_B,Ek vervaardig musiek vir kunstenaars Ek wens ek het 'n werk ek is nie' n fan van bier al 
1779,what is your favoriite food  i am not sure i am a sucker for some italian food ,prob_NB,wat is jou beste kos Ek is nie seker ek is 'n super vir' n paar italian kos 
1780,really i like pizza  pizza is my favorite food ,prob_NB,Ek hou van pizza pizza is my gunstelingkos 
1781,it is my favorite food i loveheavy black heart food i drink a lot of alcohol in my life ,prob_NB,"dit is my gunstelingkos, ek is lief vir die swart hart, ek drink baie alkohol in my lewe "
1782,dont drink so much alcohol  i think i have eaten steak in a long time i am not a drinker ,prob_B,Dont drink so baie alkohol Ek dink ek het vleis geëet in 'n lang tyd ek is nie' n drinker nie 
1783,do you like to listen music  i do but i like to listen to music when i have timealarm clock ,prob_NB,doen jy hou van na luister musiek ek doen maar ek hou van na luister na musiek wanneer ek het tydaalarm horlosie 
1784,fine thanks how are you  i am doing well just got done working out do you work from home ,prob_NB,Goed dankie hoe is jy ek doen goed so pas gedoen het werk jy van die huis af 
1785,yes where do you work  i work at home how about you ,prob_NB,"Ja, waar werk jy, ek werk by die huis hoe oor jou "
1786,i am a huge gamer i loveheavy black heart it  which games do you love ,prob_B,Ek is 'n reuse speletjier i Loveheavy swart hart dit wat speletjies doen jy liefde 
1787,i like to play games and play cards  what is your favorite tv program ,prob_B,Ek hou daarvan om speletjies te speel en kaarte te speel wat jou gunsteling tv-program is 
1788,i like to watch old sitcoms  are you fan of something ,prob_B,Ek hou van om te kyk na ou sitkoms is jy fan van iets 
1789,i am not really into movies  are you terrified of something ,prob_B,Ek is nie regtig in rolprente is jy bang vir iets 
1790,no i am not a fan of that i do like to watch tv  do you like sports ,prob_B,nee ek is nie 'n fan van wat ek doen soos om te kyk tv doen jy hou van sport 
1791,i like sports i like to watch sports  what are your hobbies ,prob_B,"Ek hou van sport, ek hou daarvan om na sport te kyk wat jou stokperdjies is "
1792,i like to watch tv and watch tv  do you like cooking ,prob_B,Ek hou van om te kyk tv en kyk hoe tv doen jy hou van kook 
1793,i loveheavy black heart cooking and i love to cook  hi how are you ,prob_B,Ek het liefheavy swart hart kook en ek hou daarvan om te kook hi hoe is jy 
1794,"i m fine thanks
what s you name  i am a name is lucy ",prob_NB,"I m fyn dankie
wat s jy naam i is 'n naam is lucy "
1795,"i m jane
how old are you  i m ",prob_NB,"i m jane
hoe oud is jy i m "
1796,realy  i think i am ,prob_NB,realy Ek dink ek is 
1797,are you joking  no i just got back from a run ,prob_NB,"is jy 'n grap, nee ek het net terug van' n vlug "
1798,you like running  i like running i like running ,prob_NB,jy hou van wat loop ek hou van wat loop 
1799,"but i don t
i like playing with my dolls i like dolls too do you have any pets ",prob_NB,"maar ek doen t
Ek hou van speel met my poppe Ek hou van poppe ook het jy enige troeteldiere "
1800,"yes
i have a turtle
and you do you have any pets  no i have a dog do you have any pets ",prob_B,"ja
Ek het 'n skilpad
en jy het enige troeteldiere, nee Ek het 'n hond het jy enige troeteldiere "
1801,i have a turtle i have a turtle named sirius ,prob_NB,Ek het 'n skilpad Ek het 'n skilpad met die naam sirius 
1802,my turtle s name is lyly i am a name is sam,prob_B,my skilpad se naam is glii i is 'n naam is sam
1803,i am tired you should sleep then do you like sports ,prob_NB,Ek is moeg jy moet slaap dan doen jy hou van sport 
1804,not very why do you ask  you said you eat alot of carbs also try to guess i play piano ,prob_NB,nie juis waarom vra jy jy het gesê jy eet 'n klomp karbs ook probeer raai ek speel klavier 
1805,well and guitar and sing funny you ,prob_NB,Goed en kitaar en sing snaaks jy 
1806,ok you are talented ca not wait to see the movie it got any hobbies you like to do ,prob_PB,ok jy is talentvolle ca nie wag om te sien hoe dit enige stokperdjies kry wat jy graag wil doen nie 
1807,i love going to the park with my three children and my wife  you have a lot of kids,prob_NB,"Ek hou daarvan om na die park te gaan met my drie kinders en my vrou, jy het baie kinders"
1808,my wife and kids are the best  my mom took care of me she still works at a bank ,prob_NB,My vrou en kinders is die beste wat my ma vir my gesorg het wat sy nog by'n bank werk 
1809,i am in my my brother has a son  what is his name ,prob_B,Ek is in my broer het 'n seun wat sy naam is 
1810,his name is korn after my favorite band haha do you have any hobbies  i love going to the park with my three children and my wife ,prob_B,sy naam is korn na my gunsteling band haha het jy enige stokperdjies Ek hou daarvan om saam met my drie kinders en my vrou na die park te gaan 
1811,i used to just went vegan last year hows it going face throwing a kiss hey what s up smiling face with open mouth and cold sweat short bio new kids on block,prob_B,Ek het verlede jaar net gegaan vgan hoe dit gaan gesig gooi 'n soen hey wat glimlag gesig met oop mond en koue sweet kort bio nuwe kinders op blok
1812,hey i m doing great just finished my hour workout  nice just got off work at a restaurant owned by my family just a small business smiling face with open mouth and smiling eyes,prob_NB,hey i m doen groot net klaar my uur oefening lekker het gekry werk by 'n restaurant besit van my gesin net 'n klein besigheid glimlag gesig met oop mond en glimlaggende oë
1813,oh that s lovely do you cook or are you a waiter  i m just too busy but around the weekend i tend to make some stuff how are you doing this evening ,prob_PB,"O, dat se lieflike do jy kook of is jy 'n kelneri m net te besig, maar om die naweek is ek geneig om 'n paar goed te maak hoe is jy doen hierdie aand "
1814,i m doing fine carving some italian food ha yes what other hobbies do you have ,prob_NB,"Ek doen fyn houtsnywerk van party italiaanse kos ha, ja wat ander stokperdjies het jy "
1815,i love gymnastics that s my main job and hobby i m an olympian what about you  just getting over being a pack a day smoker driving endlessness takes the mind off how are you doing tonight ,prob_NB,Ek hou van gimnastiek wat my hoofwerk en stokperdjie m 'n olympian wat oor jou net kry oor 'n pak 'n dag roker ryloosheid neem die verstand af hoe jy vanaand doen 
1816,i already told you a couple of times haha since i was very little even won myself an olympic bronze medal also try to guess i take dance ,prob_PB,"Ek het jou al 'n paar keer haha vertel, want ek was baie min selfs gewen myself 'n ompiese brons medalje ook probeer raai ek neem dans "
1817,lessons  lessons once week funny you ,prob_NB,lesse wat een keer per week snaaks is 
1818,great what do you do for a living ,prob_NB,Wat jy vir'n bestaan doen 
1819,i m an olympian i am just a grandmother to grandchildren,prob_B,i m a glimpian i is net 'n ouma vir kleinkinders
1820,wow how old are you  i am years old what are you up to today ,prob_NB,wow hoe oud is jy ek is jare oud wat jy vandag is 
1821,you told you were a grandmother i just a nice fall color also try to guess i was born ,prob_B,"het jy gesê jy is 'n ouma, ek is net 'n mooi val kleur ook probeer om te raai ek is gebore "
1822,i am sorry i am sorry to hear that  hello,prob_B,Ek is jammer ek is jammer om daardie hallo te hoor
1823,i am in europe i am a teacher and i am a teacher and you ,prob_NB,Ek is in europe ek is 'n onderwyser en ek is 'n onderwyser en jy 
1824,i currently work for a watch dealer  i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry you are twins ,prob_B,Ek werk nou vir 'n horlosie handelaar ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer ek is jammer jy is tweelinge 
1825,my family does not support me about my dreams that s cool i am a teacher and i am a teacher and you ,prob_PB,My familie ondersteun my nie oor my drome wat cool ek is 'n onderwyser en ek is 'n onderwyser en jy 
1826,hello i am a boy and i am a teacher you  i told that i am working for a watch dealer,prob_B,hallo Ek is 'n seun en ek is' n onderwyser wat jy vertel het ek werk vir 'n horlosie handelaar
1827,europe i am a teacher and i am a teacher and you ,prob_B,europe Ek is 'n onderwyser en ek is 'n onderwyser en jy 
1828,do you have a name hi,prob_B,het jy 'n naam hi
