,utterance,label,translation_es,translation_it,translation_de,translation_af,translation_ru
1922,giver her your tray danny you re holdin up the line  i am not actually,prob_B,"Dale tu bandeja, Danny. Resistes en la línea. En realidad no lo soy.",darle il tuo vassoio danny tu re tenere la linea io non sono in realtà,Geben Sie ihr Ihr Tablett Danny Sie halten die Linie ich bin nicht wirklich,Gee vir haar jou laai dany dat jy weer die lyn hou wat ek nie eintlik is nie,"Дай ей свой поднос, Дэнни, что ты снова держишь линию, я на самом деле не"
1923,oh yes you are  how have you been ,prob_B,"Oh, sí, estás como has estado. ","Oh, si', come sei stato? ","Oh ja, du bist wie bist du gewesen ","O ja, jy is hoe was jy gewees het ","О да, как ты себя чувствуешь. "
1924,downstairs i am in the computer room and enjoy the air con get downstairs ,prob_B,abajo estoy en la sala de computadoras y disfrutar del aire acondicionado abajo ,al piano di sotto sono nella sala computer e godersi l'aria truffa scendere al piano di sotto ,unten bin ich im Computerraum und genieße die Klimaanlage unten ,Onder is ek in die rekenaarkamer en geniet die lugkon onder ,Внизу я в компьютерной комнате и наслаждаюсь аферой с воздуха внизу. 
1925,yeh how do you meandanny,prob_B,"¿Qué quieres decir con ""danny""?",Come intendi Danny?,Wie meinst du das?,Thank hoe doen jy meandany,"Да, как ты имеешь в виду, Дэнни?"
1926,nothing actually the computers here are not so useful no actually i m not ,prob_B,nada en realidad los ordenadores aquí no son tan útiles no en realidad yo no ,niente realmente i calcolatori qui non sono così utili no realmente m non ,nichts wirklich die Computer hier sind nicht so nützlich ,niks in werklikheid die rekenaars hier is nie so nuttig nee eintlik i m nie ,"Ничего на самом деле, компьютеры здесь не так полезны, на самом деле я нет "
1927,you know they are last century styledesktop  last ,prob_B,Sabes que son del siglo pasado styledesktop último ,lo sai che sono ultimo secolo stiledesktop ultimo ,"Sie wissen, sie sind im letzten Jahrhundert styledesktop last ",u weet dat hulle laaste eeu styldesktop laaste is ,"Ты знаешь, что они в прошлом веке "
1928,yah very old and running windows xp system can you imagine  yah ,prob_NB,yah muy viejo y corriendo Windows xp sistema se puede imaginar yah ,yah molto vecchio e funzionante sistema di Windows xp si può immaginare yah ,"yah sehr alt und laufende Fenster xp-System können Sie sich vorstellen, yah ",yah baie oud en loop vensters xp stelsel kan jy jou yah voorstel ,"Да, очень старая и бегущая система окон xp вы можете себе представить "
1929,exactly so you re not resigning ,prob_NB,exactamente para que no dimitas. ,Esattamente per non dimetterti. ,"genau so, dass Sie nicht zurücktreten ",Presies sodat jy nie bedank nie ,"Именно для того, чтобы вы не уходили в отставку "
1930,i won t resign no i m going to resign danny in a hour you can t stop me now ,prob_PB,No voy a renunciar no voy a renunciar Danny en una hora no puedes detenerme ahora ,Non mi dimetterò. Tra un'ora dimetterò Danny. Non puoi fermarmi ora. ,"Ich werde nicht zurücktreten, ich werde in einer Stunde Danny zurücktreten, du kannst mich jetzt nicht aufhalten. ",Ek wen t bedank nee ek m gaan na bedank dany in 'n uur jy kan t stop my nou ,"Я не уйду в отставку. Я уйду в отставку через час, и ты не сможешь меня остановить. "
1931,hello alex happy new year   should auld acquaintance be forgot and never brought to mind ,prob_NB,Hola Alex feliz año nuevo debe ser olvidado conocido y nunca se le trae a la mente ,ciao Alex felice anno nuovo dovrebbe auld conoscenza essere dimenticato e non ha mai portato alla mente ,hallo alex glückliches neues Jahr sollte Bekanntheit vergessen und nie in den Sinn gebracht werden ,hallo alex gelukkig nuwe jaar moet kennis vergeet word en nooit onthou word nie ,"Алло, Алекс, радуйся новому году, если забудешь о знакомстве и никогда не вспомнишь. "
1932,i do not think so hurts but it looks like it ll heel ,prob_B,"No creo que me duela, pero parece que me duele. ","Non penso così male, ma sembra che il tallone ","Ich glaube nicht, dass so weh tut, aber es sieht so aus, als ob es ll Ferse ","Ek dink nie so seer nie, maar dit lyk soos dit ll hak ","Я не думаю, что это так больно, но похоже, что это каблук. "
1933,i m alex stahl  happy to see you again alex,prob_B,Soy Alex Stahl feliz de verte de nuevo Alex,I m alex stahl felice di rivederti Alex,"Ich bin alex stahl glücklich, Sie wieder zu sehen alex",I m alex stahl bly om jou weer alex te sien,"Я очень рад видеть тебя снова, Алекс."
1934,sometimes its just nothing  you are the best,prob_B,"A veces no es nada, eres el mejor.",a volte il suo proprio niente tu sei il migliore,Manchmal ist es einfach nichts Sie sind die besten,Soms is dit net niks wat jy die beste is nie,Иногда это просто ерунда. Ты лучший.
1935,i m glad you ve calmed down a bit hi danny  how was your year end celebration ,prob_B,Me alegro de que te hayas calmado un poco hola Danny ¿cómo fue tu celebración de fin de año ,Sono felice che tu abbia calmato un po' Danny com'era la tua festa di fine anno ,"Ich bin froh, dass Sie sich beruhigt haben ein bisschen Hallo Danny, wie war Ihr Jahr Ende Feier ",Ek is bly jy het bedaar 'n bietjie hinny hoe was jou jaar einde viering ,"Я рад, что ты немного успокоился, Дэнни, как прошел твой год. "
1936, cause this is the day of our high school graduation  ohhh you are funny,prob_B, Porque este es el día de nuestra graduación de secundaria ohhh eres gracioso, perché questo è il giorno del nostro diploma ohhhh sei divertente, Denn dies ist der Tag unserer High School Abschluss ohhh du bist lustig," oorsaak hiervan is die dag van ons hoërskoolgradueerde Ohh, jy is snaaks", Потому что это день нашего выпускного ох ты забавный
1937,i told her if i wasn t back in two minutes to start without me  ok what is your new year resolution,prob_B,"Le dije que si no volvía en dos minutos para empezar sin mí ok, ¿cuál es tu resolución de año nuevo?","Le ho detto che se non fossi tornato tra due minuti per iniziare senza di me, ok? Qual e' la tua risoluzione per il nuovo anno?","Ich sagte ihr, wenn ich nicht wieder in zwei Minuten ohne mich zu starten ok, was ist Ihre neue Jahr Auflösung",Ek het haar vertel as ek was t terug in twee minute om te begin sonder my ok wat is jou nuwe jaar opkyk,"Я сказал ей, что если я не вернусь через две минуты, чтобы начать без меня, то каково твое новое решение на год?"
1938,ok  well it seems you are kind of lost today,prob_B,"Bueno, parece que estás un poco perdido hoy.","Ok, bene, sembra che tu sia un po' perso oggi.","Okay gut, es scheint, dass du heute irgendwie verloren bist","Wel, dit lyk asof jy vandag soort van verlore is","Похоже, ты сегодня вроде как заблудился."
1939,you lost  no i am fine you seem to be lost,prob_B,"Perdiste, no, estoy bien. Pareces estar perdido.",Hai perso no sto bene sembra che tu sia perso,"Du hast verloren, ich bin in Ordnung. Du scheinst verloren zu sein.",jy verloor nee Ek is goed jy lyk verlore,"Ты потеряла нет, я в порядке, ты, кажется, потеряна"
1940,you lost  hey,prob_B,"Perdiste, hey.","Hai perso, ehi.",Du hast verloren.,het jy verdwaal,Ты потеряла привет.
1941,yeah that s right  what is your name ,prob_B,"Sí, eso es correcto. ¿Cuál es tu nombre? ","Si', e' vero, qual e' il tuo nome? ","Ja, das ist richtig, wie ist dein Name ","Ja, dit is reg wat jou naam is ","Да, это правильно, как тебя зовут "
1942,i m paul  cool,prob_B,i m paul cool,i m paul cool,i m kühl,I m paul koel,Я крутой Пол.
1943,duh  where are you from ,prob_B,¿De dónde eres? ,Da dove vieni? ,wo kommst du her? ,Waar is jy van ,Откуда ты родом? 
1944,i m from the us how about you  i am from india have you been there ,prob_B,Soy de los nuestros. ¿Qué hay de ti? Soy de India. ¿Has estado ahí? ,Sono da parte nostra che ne dici di te che vengo da India sei stato lì ,"Ich bin von uns, wie wär's mit dir? Ich bin von Indien. ",I m from the we hoe about you i am from india had you been there ,"Я от нас, как насчет тебя, я из Индии, ты был там. "
1945,i have been there since i was in the grade where did you study ,prob_B,He estado allí desde que estaba en el grado donde estudiaste ,Ci sono stato fin da quando ero nel grado dove hai studiato. ,"Ich war dort, seit ich in der Klasse war, wo du studiert hast. ",Ek is daar sedert ek was in graad waar het jy studeer ,"Я был там с тех пор, как был в классе, где ты учился. "
1946,studying in college for phys ed what do you do  nothing,prob_B,Estudiando en la universidad para Phys Ed ¿qué no haces nada?,Studiare al college per il fisico ed che cosa non fate niente,"Studium an der Hochschule für phys ed, was tun Sie nichts",studeer op universiteit vir fised wat jy niks doen nie,Учился в колледже для физкультуры.
1947,i understand hey listen hi how are you today i am fine,prob_B,"Entiendo, oye, escucha, hola, ¿cómo estás hoy? Estoy bien.",Capisco hey ascolta ciao come stai oggi sto bene,"ich verstehe hey hören hallo, wie sind Sie heute ich bin in Ordnung",Ek verstaan hey luister hi hoe is jy vandag i is fyn,"Я понимаю, послушай, как ты сегодня, я в порядке."
1948,glad to hear it what s new  hello how is your day winking face are you still with me ,prob_B,Me alegro de escuchar lo nuevo hola cómo es su día guiñando la cara estás todavía conmigo ,Felice di sentire che cosa s nuovo ciao come è la vostra faccia ammiccante giorno siete ancora con me ,"froh, es zu hören, was s neue hallo, wie ist dein Tag zwinkerndes Gesicht sind Sie noch bei mir ",Ek is bly om dit te hoor wat 'n nuwe hallo hoe is jou dag knip gesig is jy nog met my ,"Приятно слышать, что твой день подмигивает тебе, ты все еще со мной. "
1949,hi it s okay hi how are you doing today are you from a small town ,prob_NB,"Hola, está bien. Hola, ¿cómo estás hoy? ¿Eres de una pequeña ciudad? ",Ciao ciao ciao come stai andando oggi sei da una piccola città ,"hi it s okay hallo, wie geht es dir heute sind Sie aus einer kleinen Stadt ",Hi dit okay hi hoe doen jy vandag is jy van 'n klein dorpie ,"Привет. Привет. Привет, как дела сегодня, ты из маленького городка. "
1950,yes i m here i have not done that i am a stay at home mom ,prob_PB,"Sí, estoy aquí. No he hecho que me quede en casa, mamá. ",Sì io m qui non ho fatto che io sono un soggiorno a casa mamma ,"ja ich bin hier ich habe nicht getan, dass ich bin ein Aufenthalt zu Hause Mama ",Ja i m hier ek het nie gedoen wat ek is 'n verblyf by die huis ma ,"Да, я здесь, я не делала того, что я остаюсь дома, мама. "
1951,"i m from colorado
i live here i live in a small town in kansas",prob_NB,"i m de colorado
Vivo aquí. Vivo en una pequeña ciudad en Kansas.","i m da colorado
Vivo qui. Vivo in una piccola citta' nel Kansas.","i m von colorado
ich lebe hier ich lebe in einer kleinen Stadt in Kansas","I m van colorado
Ek woon hier ek woon in 'n klein dorpie in kansas","Я из Колорадо
Я живу здесь, я живу в маленьком городке в Канзасе."
1952,what is you hobby  i like to garden and am not a big fan of hunting but i do like to fish ,prob_NB,lo que es tu hobby me gusta el jardín y no soy un gran fan de la caza pero me gusta pescar ,"che cosa è hobby mi piace giardino e non sono un grande fan della caccia, ma mi piace pescare ","was ist du Hobby ich mag zu Garten und bin nicht ein großer Fan der Jagd, aber ich mag zu fischen ","wat is jy stokperdjie i hou van tuin en is nie 'n groot fan van jag nie, maar ek doen soos om vis te vang ",что ты хобби я люблю сад и не большой фанат охоты но я люблю рыбачить 
1953,"and my favorite activity is rock climbing
what do you think about it have you ever tried  i have not tried it i am a huge fan of the wine occassionally ",prob_NB,"y mi actividad favorita es la escalada en roca
¿Qué piensas de eso? ¿Alguna vez lo has intentado? No lo he probado. Soy un gran fan del vino de vez en cuando. ","e la mia attività preferita è l'arrampicata su roccia
Cosa ne pensi hai mai provato non l'ho provato io sono un grande fan del vino occassionalmente ","und meine Lieblingsaktivität ist Klettern
was denken Sie über es haben Sie jemals versucht habe ich nicht versucht habe ich bin ein großer Fan des Weins gelegentlich ","en my gunstelingbedrywigheid is rotsklim
wat dink jy het jy al probeer het om dit nie te probeer ek is 'n groot fan van die wyn ockassioneel ","И моя любимая деятельность - это восхождение на скалы.
Что ты думаешь об этом, ты когда-либо пробовал, что я не пробовал, я большой фанат вина, каскадически. "
1954,and what are you  i am a chicken corn corn corn corn are you bored talking to me loudly crying face,prob_B,¿Y qué eres tú? Yo soy un pollo maíz maíz maíz maíz te aburres hablándome en voz alta llorando cara.,"E chi sei tu, io sono un pollo mais mais mais sono voi annoiati parlare con me ad alta voce piangendo faccia",und was sind Sie ich bin ein Huhn Mais Mais Mais sind Sie gelangweilt reden mit mir laut weinendes Gesicht,en wat is jy ek is 'n hoender mieliepitte is jy verveeld praat met my hard huil gesig,"А ты кто, я куриный кукурузный кукурузный кукуруза, ты скучаешь, разговаривая со мной громко плачущим лицом"
1955,what is you profession  i am a lawyer what about you ,prob_NB,¿Cuál es tu profesión? Soy abogado. ¿Qué hay de ti? ,Che cosa è voi professione io sono un avvocato che cosa circa voi ,"Was ist dein Beruf, ich bin ein Anwalt, was ist mit dir? ",wat is jy professie ek is 'n prokureur wat oor jou ,"Что вы за профессия, я адвокат, а что насчет вас? "
1956,i m a mechanical engineer that is interesting i am a lawyer ,prob_NB,Soy ingeniero mecánico que es interesante. Soy abogado. ,i m un ingegnere meccanico che è interessante io sono un avvocato ,"Ich bin ein Maschinenbauer, der interessant ist, ich bin ein Anwalt ","Ek m 'n meganiese ingenieur wat interessant is, ek is 'n prokureur ","Я - инженер-механик, который интересен, я адвокат. "
1957,do you like this profession  i do not i am a lawyer you ,prob_B,¿Te gusta esta profesión? No soy abogado. ,ti piace questa professione io non sono un avvocato tu ,mögen Sie diesen Beruf Ich bin kein Anwalt Sie ,"Hou jy van hierdie beroep, ek is nie 'n prokureur jy ",Нравится ли тебе эта профессия? Я не адвокат. 
1958,mechanical engineer banking i am a bank teller ,prob_B,ingeniero mecánico bancario soy cajero bancario ,ingegnere meccanico bancario io sono un cassiere di banca ,Maschinenbauer Bankwesen Ich bin ein Bankkellner ,meganiese ingenieurbank Ek is 'n bankverteller ,Механик-инженер банковское дело. Я банковский счетчик. 
1959,hi how are you  i am doing well just got done with my beer and drinking beer do you drink alcohol ,prob_NB,"Hola, ¿cómo estás? Lo estoy haciendo bien. Acabo de terminar con mi cerveza y bebiendo cerveza. ¿Bebes alcohol? ",Ciao come stai che sto facendo bene appena finito con la mia birra e bere birra fai bere alcol ,"Hallo, wie geht's dir, ich bin gut mit meinem Bier fertig und Bier trinken trinken trinken Sie Alkohol ",Hoe gaan dit met my bier en drink bier drink jy alkohol? ,"Привет, как у тебя дела, я только что закончил с моим пивом и пивом, ты пьешь спиртное. "
1960,no i dont drink  i am a fat and a body critic ,prob_B,no i dont drink i am a fat and a body critic ,,,,
1961,what is body critic  i am a carpenter ,prob_B,lo que es crítico de cuerpo soy carpintero ,che cosa è il critico del corpo io sono un falegname ,was ist Körperkritiker ich bin ein Zimmermann ,wat liggaamkritikus is Ek is 'n timmerman ,Что такое критик на теле? Я плотник. 
1962,good very interesting  i am a construction worker,prob_NB,bueno muy interesante soy un trabajador de la construcción,buono molto interessante io sono un operaio edile,gut sehr interessant ich bin ein Bauarbeiter,"goed baie interessant, ek is 'n konstruksiewerker","Очень интересно, что я строительный работник."
1963,i produce music for artists  i wish i had a job i am not a fan of beer though ,prob_B,Produzco música para artistas. Ojalá tuviera un trabajo. Aunque no soy fan de la cerveza. ,io produco musica per gli artisti vorrei avere un lavoro non sono un fan della birra però ,ich produziere Musik für Künstler ich wünschte ich hätte einen Job ich bin kein Fan von Bier obwohl ,Ek vervaardig musiek vir kunstenaars Ek wens ek het 'n werk ek is nie' n fan van bier al ,"Я продюсирую музыку для художников. Хотел бы я иметь работу, но я не фанат пива. "
1964,what is your favoriite food  i am not sure i am a sucker for some italian food ,prob_NB,¿Cuál es tu comida favorita? No estoy seguro de ser un tonto por algo de comida italiana. ,Qual è il tuo cibo preferito non sono sicuro di essere uno schifoso per un po 'di cibo italiano ,"was ist Ihre favoriiite food ich bin nicht sicher, ich bin ein Sauger für einige italienische food ",wat is jou beste kos Ek is nie seker ek is 'n super vir' n paar italian kos ,"Что у тебя за любимая еда? Я не уверен, что я сосунок для итальянской еды. "
1965,really i like pizza  pizza is my favorite food ,prob_NB,Realmente me gusta la pizza La pizza es mi comida favorita ,davvero mi piace pizza pizza è il mio cibo preferito ,wirklich ich mag Pizza Pizza ist mein Lieblingsessen ,Ek hou van pizza pizza is my gunstelingkos ,"Я люблю пиццу, это моя любимая еда. "
1966,it is my favorite food i loveheavy black heart food i drink a lot of alcohol in my life ,prob_NB,Es mi comida favorita. Me encanta la comida negra del corazón. Bebo mucho alcohol en mi vida. ,è il mio cibo preferito amo pesante cibo cuore nero bevo un sacco di alcol nella mia vita ,es ist mein Lieblingsessen ich liebeschweres schwarzes Herz Essen ich trinke viel Alkohol in meinem Leben ,"dit is my gunstelingkos, ek is lief vir die swart hart, ek drink baie alkohol in my lewe ","Это моя любимая еда, я люблю черную еду, я пью много алкоголя в своей жизни. "
1967,dont drink so much alcohol  i think i have eaten steak in a long time i am not a drinker ,prob_B,No bebas tanto alcohol Creo que he comido bistec en mucho tiempo No soy un bebedor ,Non bere così tanto alcol penso di aver mangiato bistecca in un lungo periodo non sono un bevitore ,"dont trinken so viel Alkohol ich glaube, ich habe Steak in einer langen Zeit gegessen ich bin kein Trinker ",Dont drink so baie alkohol Ek dink ek het vleis geëet in 'n lang tyd ek is nie' n drinker nie ,"Не пей так много алкоголя, я думаю, я уже давно ел стейк, я не пью. "
1968,do you like to listen music  i do but i like to listen to music when i have timealarm clock ,prob_NB,¿Te gusta escuchar música que hago pero me gusta escuchar música cuando tengo reloj de reloj ,"ti piace ascoltare la musica che faccio, ma mi piace ascoltare la musica quando ho l'orologio ","mögen Sie Musik hören, die ich tue, aber ich mag Musik hören, wenn ich Zeitalarmuhr habe ",doen jy hou van na luister musiek ek doen maar ek hou van na luister na musiek wanneer ek het tydaalarm horlosie ,"Ты любишь слушать музыку, но я люблю слушать музыку, когда у меня есть часы времени "
1969,fine thanks how are you  i am doing well just got done working out do you work from home ,prob_NB,"Bien, gracias. ¿Cómo te va? Acabo de terminar de hacer ejercicio. ¿Trabajas desde casa? ",Bene grazie come stai io sto facendo bene appena finito di lavorare fuori fai lavoro da casa ,"gut dank, wie sind Sie ich gut bin nur fertig, arbeiten Sie von zu Hause aus arbeiten ",Goed dankie hoe is jy ek doen goed so pas gedoen het werk jy van die huis af ,"Ладно, спасибо, что у меня все хорошо, только что закончилось тренироваться ты работаешь из дома "
1970,yes where do you work  i work at home how about you ,prob_NB,"Sí, ¿dónde trabajas? Yo trabajo en casa. ¿Qué hay de ti? ",sì dove lavori lavoro a casa che ne dici di te ,ja wo arbeiten Sie ich arbeite zu Hause wie über Sie ,"Ja, waar werk jy, ek werk by die huis hoe oor jou ","Да, где ты работаешь я работаю дома как насчет тебя "
1971,i am a huge gamer i loveheavy black heart it  which games do you love ,prob_B,Soy un gran jugador me encanta el corazón negro pesado que los juegos te encanta ,io sono un enorme gamer io loveheavy cuore nero it quali giochi non si ama ,"ich bin ein riesiger gamer ich liebeschweres schwarzes Herz es, die Spiele, die Sie lieben ",Ek is 'n reuse speletjier i Loveheavy swart hart dit wat speletjies doen jy liefde ,"Я большой геймер, я люблю черное сердце, какие игры ты любишь "
1972,i like to play games and play cards  what is your favorite tv program ,prob_B,me gusta jugar juegos y jugar a las cartas lo que es su programa de televisión favorito ,mi piace giocare a giochi e giocare a carte qual è il tuo programma tv preferito ,"Ich mag Spiele spielen und Karten spielen, was ist Ihr Lieblings-TV-Programm ",Ek hou daarvan om speletjies te speel en kaarte te speel wat jou gunsteling tv-program is ,"Я люблю играть в игры и играть в карты, какие твои любимые телепрограммы "
1973,i like to watch old sitcoms  are you fan of something ,prob_B,Me gusta ver sitcoms viejos eres fan de algo ,Mi piace guardare vecchie sitcom sei fan di qualcosa ,Ich mag zu sehen alte Sitcoms sind Sie Fan von etwas ,Ek hou van om te kyk na ou sitkoms is jy fan van iets ,"Я люблю смотреть старые ситкомы, ты любишь что-то "
1974,i am not really into movies  are you terrified of something ,prob_B,No me gustan las películas. ¿Tienes miedo de algo? ,"Non mi piacciono i film, sei terrorizzato da qualcosa. ",Ich bin nicht wirklich in Filme sind Sie Angst vor etwas ,Ek is nie regtig in rolprente is jy bang vir iets ,Мне не нравятся фильмы. Ты чего-то боишься? 
1975,no i am not a fan of that i do like to watch tv  do you like sports ,prob_B,No soy un fan de eso. Me gusta ver televisión. ¿Te gustan los deportes? ,No non sono un fan di quello che mi piace guardare la tv ti piace lo sport ,"Nein, ich bin nicht ein Fan davon, dass ich mag es zu sehen, TV tun Sie gerne Sport ",nee ek is nie 'n fan van wat ek doen soos om te kyk tv doen jy hou van sport ,"Нет, я не фанат того, что мне нравится смотреть телевизор, ты любишь спорт. "
1976,i like sports i like to watch sports  what are your hobbies ,prob_B,Me gustan los deportes me gusta ver deportes ¿cuáles son tus pasatiempos? ,Mi piacciono gli sport mi piace guardare gli sport quali sono i tuoi hobby ,"Ich mag Sport Ich mag Sport schauen, was sind Ihre Hobbys ","Ek hou van sport, ek hou daarvan om na sport te kyk wat jou stokperdjies is ","Я люблю спорт, я люблю смотреть спорт, что у тебя за хобби. "
1977,i like to watch tv and watch tv  do you like cooking ,prob_B,Me gusta ver tv y ver tv te gusta cocinar ,mi piace guardare la tv e guardare la tv ti piace cucinare ,ich mag zu sehen tv und watch tv tun Sie gerne kochen ,Ek hou van om te kyk tv en kyk hoe tv doen jy hou van kook ,Я люблю смотреть телевизор и смотреть телевизор. Ты любишь готовить. 
1978,i loveheavy black heart cooking and i love to cook  hi how are you ,prob_B,Me encanta la cocina de corazón negro pesado y me encanta cocinar hola ¿cómo estás ,io amo pesante cuore nero cucinare e mi piace cucinare ciao come sei ,"ich liebeschweres schwarzes Herz Kochen und ich liebe zu kochen hi, wie bist du ",Ek het liefheavy swart hart kook en ek hou daarvan om te kook hi hoe is jy ,"Я люблю жаркое черное сердце готовлю, и я люблю готовить привет, как ты. "
1979,"i m fine thanks
what s you name  i am a name is lucy ",prob_NB,"Estoy bien, gracias.
¿Cómo te llamas? Soy Lucy. ","Bene, grazie.
quello che mi chiami io sono un nome è lucy ","Ich bin in Ordnung, danke.
Wie heißt du, ich bin ein Name ist lucy ","I m fyn dankie
wat s jy naam i is 'n naam is lucy ","Я в порядке, спасибо.
Как тебя зовут, как меня зовут - Люси. "
1980,"i m jane
how old are you  i m ",prob_NB,"i m jane
¿Cuántos años tienes? ","I m janeCity name (optional, probably does not need a translation)
Quanti anni hai? ","I m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m  m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m
Wie alt bist du? ","i m jane
hoe oud is jy i m ","Я Джейн
Сколько тебе лет? "
1981,realy  i think i am ,prob_NB,Realmente creo que lo soy. ,"Davvero, penso di essere... ","Ich glaube, ich bin es. ",realy Ek dink ek is ,"На самом деле, я думаю, что да. "
1982,are you joking  no i just got back from a run ,prob_NB,"¿Estás bromeando? No, acabo de volver de una carrera. ","Stai scherzando? No, sono appena tornato da una corsa. ","Machst du Witze? Nein, ich bin gerade von einer Flucht zurückgekommen. ","is jy 'n grap, nee ek het net terug van' n vlug ","Ты шутишь? Нет, я только что вернулся с пробежки. "
1983,you like running  i like running i like running ,prob_NB,Te gusta correr. Me gusta correr. Me gusta correr. ,Ti piace correre mi piace correre mi piace correre ,du rennst gerne ich laufe gerne ich laufe gerne ,jy hou van wat loop ek hou van wat loop ,Ты любишь бегать Я люблю бегать Я люблю бегать 
1984,"but i don t
i like playing with my dolls i like dolls too do you have any pets ",prob_NB,"Pero no lo sé.
Me gusta jugar con mis muñecas. También me gustan las muñecas. ¿Tienes alguna mascota? ","Ma io non...
Mi piace giocare con le mie bambole mi piacciono anche le bambole hai qualche animale domestico ","aber ich weiß nicht
Ich spiele gerne mit meinen Puppen Ich mag Puppen auch haben Sie irgendwelche Haustiere ","maar ek doen t
Ek hou van speel met my poppe Ek hou van poppe ook het jy enige troeteldiere ","Но я не знаю.
Мне нравится играть со своими куклами. Я тоже люблю куклы. "
1985,"yes
i have a turtle
and you do you have any pets  no i have a dog do you have any pets ",prob_B,"Sí
Tengo una tortuga.
y tienes alguna mascota no tengo un perro tienes alguna mascota ","sì
Ho una tartaruga.
E tu hai degli animali domestici no ho un cane hai degli animali domestici ","Ja
Ich habe eine Schildkröte
und Sie haben keine Haustiere nein ich habe einen Hund haben Sie keine Haustiere ","ja
Ek het 'n skilpad
en jy het enige troeteldiere, nee Ek het 'n hond het jy enige troeteldiere ","Выполнено
У меня есть черепаха.
А у тебя есть питомцы, у меня есть собака, у тебя есть питомцы. "
1986,i have a turtle i have a turtle named sirius ,prob_NB,Tengo una tortuga. Tengo una tortuga llamada Sirius. ,"Ho una tartaruga, ho una tartaruga di nome Sirio. ",Ich habe eine Schildkröte ich habe eine Schildkröte namens Sirius ,Ek het 'n skilpad Ek het 'n skilpad met die naam sirius ,У меня есть черепаха по имени Сириус. 
1987,my turtle s name is lyly i am a name is sam,prob_B,El nombre de mi tortuga es Lyly. Soy Sam.,il nome della mia tartaruga è lyly io sono un nome è Sam,mein schildkröte s name ist lyly ich bin ein name ist sam,my skilpad se naam is glii i is 'n naam is sam,"Моё имя черепахи - это Лили, а имя - Сэм."
1988,i am tired you should sleep then do you like sports ,prob_NB,"Estoy cansado. Deberías dormir. Entonces, ¿te gustan los deportes? ",Sono stanco che dovresti dormire poi ti piace lo sport ,ich bin müde du solltest schlafen dann tun Sie gerne Sport ,Ek is moeg jy moet slaap dan doen jy hou van sport ,"Я устала, что ты должен спать, а потом ты любишь спорт. "
1989,not very why do you ask  you said you eat alot of carbs also try to guess i play piano ,prob_NB,No mucho por qué me preguntas que has dicho que comes un montón de carbohidratos también tratar de adivinar que toco piano ,Non molto perché lo chiedi hai detto che si mangia un sacco di carboidrati anche cercare di indovinare io suono pianoforte ,"nicht sehr, warum fragen Sie Sie sagte, Sie essen eine Menge Kohlenhydrate auch versuchen, zu raten, ich Klavier spielen ",nie juis waarom vra jy jy het gesê jy eet 'n klomp karbs ook probeer raai ek speel klavier ,"не очень, почему ты спрашиваешь, что ты ешь много углеводов также пытаешься угадать, что я играю на пианино "
1990,well and guitar and sing funny you ,prob_NB,bien y la guitarra y cantar divertido ,bene e chitarra e cantare divertente ,gut und Gitarre und singen lustig Sie ,Goed en kitaar en sing snaaks jy ,"Ну, и гитара, и смешная песня. "
1991,ok you are talented ca not wait to see the movie it got any hobbies you like to do ,prob_PB,ok tienes talento ca no esperar a ver la película que tiene cualquier pasatiempos que te gusta hacer ,ok hai talento non aspettare di vedere il film ha avuto tutti gli hobby che ti piace fare ,"ok du bist talentiert ca nicht warten, um den Film zu sehen, es hat irgendwelche Hobbys, die Sie gerne tun ",ok jy is talentvolle ca nie wag om te sien hoe dit enige stokperdjies kry wat jy graag wil doen nie ,"Ладно, ты талантливый, не жди, пока не увидишь фильм, в котором есть хобби, которые ты любишь. "
1992,i love going to the park with my three children and my wife  you have a lot of kids,prob_NB,Me encanta ir al parque con mis tres hijos y mi esposa tienes un montón de hijos,Mi piace andare al parco con i miei tre figli e mia moglie hai un sacco di figli,"Ich liebe es, mit meinen drei Kindern und meiner Frau in den Park zu gehen. Du hast viele Kinder.","Ek hou daarvan om na die park te gaan met my drie kinders en my vrou, jy het baie kinders","Я люблю ходить в парк с тремя детьми и женой, у тебя много детей."
