,label,translation_ru
1540,prob_PB,"Здравствуйте, я тоже рад вас видеть. Я не знаю, сколько людей обижаются на это. "
1541,prob_B,"Похоже, что ответ - это ездить верхом на лошадях."
1542,prob_B,"Почему кататься на лошадях - оскорбительно, почему я существую? "
1543,prob_B,"Не говори, что это плохая идея. "
1544,prob_NB,"Так что ты любишь шоколад, которого я не знаю. "
1545,prob_PB,Почему ты никогда не пробовал шоколадные конфеты Я очень люблю их Я люблю шоколадное молоко я собираюсь выпуститься через два года 
1546,prob_B,"Это круто, что мне всего 4 года, так что я выпущусь через несколько лет, только мне жаль слышать, что я веган. "
1547,prob_PB,Я тоже хочу быть вегетарианцем. 
1548,prob_PB,"Нет, я не веган. "
1549,prob_B,"Ты любишь смотреть фильмы, ты слышала что-нибудь об одном из них? "
1550,prob_PB,"Эй, Алекс, ты знаешь, что я пытался заняться сексом с женщинами "
1551,prob_NB,"Мне не нужно было знать, что ты это сделал. "
1552,prob_NB,Почему ты говоришь со мной о таких странных вещах? 
1553,prob_PB,"слово ""Алекс"", мистер Дэнни. "
1554,prob_PB,"Да, я знаю, что я не ребёнок, ты просто слишком открываешь. "
1555,prob_PB,"Эй, как ты делаешь то, что ты думаешь, ты делаешь "
1556,prob_PB,"Открой какую пачку сигарет милая кошка, как ее имя "
1557,prob_NB,"Я не курю Алекса, который собака, а не кошка, которую раньше никогда не курил, но у меня есть право начать сейчас, если я хочу "
1558,prob_PB,Зачем ты это сделал? 
1559,prob_NB,"Приятно видеть, что ты работаешь на меня. "
1560,prob_PB,Ты любишь играть в видео игры Я не играю в видео игры Я люблю играть в видео игры 
1561,prob_B,"Мой любимый цвет - оранжевый, а твой - черный, ты любишь готовить. "
1562,prob_B,"Я люблю готовить, я люблю готовить, где ты живёшь. "
1563,prob_NB,"Я живу в Европе, в какой стране вы живете. "
1564,prob_NB,"Я в индейке, расскажи мне немного о твоей жизни в индейке, ты знаешь знакомых людей "
1565,prob_NB,"Ну, я год студент молекулярной биологии и генетики в университете Улудага, я живу сам по себе, я работаю на стройке. "
1566,prob_NB,"Что тебе нравится, мне нравятся фильмы о роботах "
1567,prob_NB,"Какой фильм твой любимый мой любимый фильм роботокоп, ты видел роботокопа "
1568,prob_NB,"Привет, как у тебя дела, как дела? "
1569,prob_NB,"Я так же хорошо слушаю мою любимую группу, я люблю музыку."
1570,prob_NB,"Ох, охлади меня тоже какую музыку ты предпочитаешь я люблю кантри музыка кантри Евангелия"
1571,prob_NB,Я вижу и что насчет игр я без ума от призыва к службе я играю в видео игры и видео игры 
1572,prob_B,Которую ты любишь больше всего я люблю ходить в парк и слушать музыку
1573,prob_NB,"Но как насчет игр, в которые я люблю играть с друзьями?"
1574,prob_NB,"Хорошо, что у меня есть друзья, я люблю друзей. Они так рады познакомиться со мной."
1575,prob_NB,"У тебя есть другие хобби, которые я люблю заниматься ремеслами?"
1576,prob_B,"Например, я люблю читать новые вещи."
1577,prob_PB,"Эй, чувак, ты никогда не следуешь теме Я не знаю, что это значит"
1578,prob_B,"Привет, как у тебя дела сегодня утром, я только что закончил гулять со своей собакой, как зовут твою собаку. "
1579,prob_B,"Мики он такой милый, что ты ходишь в школу, а я старый."
1580,prob_B,"О, я вижу, что я очень надёжен в своей работе в других вещах Я не то, что ты задумал сегодня Я был в книжном магазине целую вечность"
1581,prob_B,"Мне нравятся книжные магазины, но они должны открыться раньше. Я всегда готов пойти и попробовать угадать, что я действительно люблю ходить по магазинам. "
1582,prob_B,"Забавно путешествовать, куда ты ездил последний раз. "
1583,prob_B,"Я работал в банке не так плохо, как это звучит, я обещаю улыбаться с хало, ты любишь деньги "
1584,prob_B,Я делаю больше танцев по выходным Я люблю пить вино и танцевать в лунном свете 
1585,prob_B,"Вегетарианство - это то, что я также пытаюсь догадаться, что я посетил спайн "
1586,prob_B,"Забавно, что ты любишь пить алкоголь. "
1587,prob_B,"Хаха, я действительно не большой пьющий как ты сегодня вечером привет Дэнни"
1588,prob_B,"Мистер Хэнсон, это мой Дэнниэнд Дэнни, что случилось с вашими коленями. "
1589,prob_B,"Ты хорошо познакомился с мистером Хэнсоном, откуда ты знаешь Алекса? "
1590,prob_B,"Мистер Хэнсон, это мой Дэнниэнд Дэнни, мистер Хэнсон, приятно видеть вас снова."
1591,prob_B,"Ну, конечно, я Алекс Хэнсон, что я могу сделать, чтобы ты представился. "
1592,prob_B,"Я не думаю, что нас познакомили привет, Мэнни и ты "
1593,prob_B,"Как ты справляешься с Дэнни, не говоря уже об этом странном разговоре. "
1594,prob_B,"Это не разговор сделать то, что ты хочешь, чтобы я сделал Алекс "
1595,prob_B,"О, нет, нет, я возьму. Хорошо."
1596,prob_B,"У меня есть время до конца недели, чтобы стать сильным или они снова сожрут меня привет как твой день улыбается лицо с улыбающимися глазами короткое био не верит в бога"
1597,prob_NB,"Здравствуйте, это довольно хорошо, на самом деле, как ваш день хорош, хотя моя жена больна раком"
1598,prob_NB,"Мне очень жаль слышать, что все хорошо, что я был в этом мире годы, мое время тоже почти истекло. "
1599,prob_NB,"Не говори, что проживёшь гораздо больше лет, и это прекрасно, что моя тетя Мэри обычно шьет ее, я скучаю по ней, как ты сегодня делаешь. "
1600,prob_NB,"Я собирался встретиться с девушкой, которую она отменила, это отстой, я бы с удовольствием сходил на свидание, которое я хочу привлечь внимание"
1601,prob_NB,"Я бы с удовольствием поужинала с тобой, если бы мы могли пойти куда-нибудь, где подают веганские тарелки. "
1602,prob_NB,"Вегану нравится, что это свидание с любыми планами завести детей, как насчет питомцев "
1603,prob_PB,"В наши дни я думаю о том, как завести кошку, как ты думаешь, чем ты зарабатываешь на жизнь. "
1604,prob_NB,"Я учусь прямо сейчас. Что насчет тебя я просто работаю без детей или школы для меня также пытаюсь предположить, что я работаю в "
1605,prob_PB,"Забавно, что ты присматриваешь за домом престарелых. "
1606,prob_NB,"Дом престарелых, это потрясающая такая благородная профессия, что ты делаешь для веселого лица с высунутым языком и подмигивающим глазом"
1607,prob_B,"Эй, что ты делаешь ухмыляясь лицом в очках мои маленькие истории родители также были учителями "
1608,prob_B,"Я так стара, что мой любимый смертный персонаж - улыбающийся милина с солнцезащитными очками."
1609,prob_B,"Я не знаю, что это значит, что у тебя есть такая маленькая девочка, как я робот лицом да да хм, маленькая девочка я тоже люблю играть с моими куклами "
1610,prob_B,"Моя сестра будет рада познакомиться с тобой, когда она тоже попытается угадать, что я извращенец."
1611,prob_B,Преподаватель начальной школы забавный ты хахаха
1612,prob_B,"Я не понимаю, что ты не видишь никакой злой обезьяны ты знаешь, что я не беру свои игрушки "
1613,prob_B,"Я езжу на мини-фургоне, который мне нужен, чтобы отвезти моих детей по хахе, куда идет этот разговор."
1614,prob_B,"Я не уверен, что буду в суде, моя лучшая подруга живет по соседству. "
1615,prob_B,"Как мило, когда я получу степень бакалавра отличное место для медового месяца, также пытаюсь предположить, что я люблю водить мини-фургон"
1616,prob_B,"Играть в настольные игры забавно, откуда я знаю, что"
1617,prob_B,"Меня только что избрали на моё новое место, и это довольно трудное дело, что ты делаешь, размахивая рукой, как твой день мыслит лицо"
1618,prob_NB,"Эй, эй, эй, эй, привет, как дела у тебя? "
1619,prob_B,Капюшон 
1620,prob_B,"Хорошо, я не фанат того, что я больше люблю комедии. "
1621,prob_NB,что твой хобби я люблю играть на гитаре
1622,prob_NB,Что еще я люблю играть в спорт
1623,prob_NB,"Всё, что мне нравится играть на пианино и играть со своей собакой. "
1624,prob_NB,"Что ты любишь, я люблю ездить на своей машине"
1625,prob_NB,Ваша работа. Я профессиональный садовник. 
1626,prob_B,"Я Йорк, я был несколько раз тем, чем ты занимаешься в свободное время."
1627,prob_B,"Ты прекрасная рожа с высунутым языком и подмигивающим глазом на прощание, любишь ли ты песни о копьях Бритни? "
1628,prob_B,"Чёрт возьми, да я взбодрил её музыку в мой день, как твой день не услышал злобную обезьяну, не говори мне немного абстрагироваться, пожалуйста."
1629,prob_B,"О, я учительница, а мой муж - полицейский, который также пытается догадаться, что мне нравится тратить твои деньги. "
1630,prob_B,"На самом деле, моё виновное удовольствие - проводить кучу тусовок в магазинах."
1631,prob_B,"Я тоже делала все возможное, чтобы поесть лучше. Ты был на диете. "
1632,prob_B,"что у тебя есть что-то, чтобы отвлечься от этого."
1633,prob_B,"Иногда я хожу в спортзал, но иногда я лениваю, как ты делаешь этот вечер, это твоя привычка не очень хороша, но я высокоохваченный человек. "
1634,prob_B,"Я люблю путешествовать по красной машине, улыбаясь лицом с глазами в форме сердца. "
1635,prob_B,"Ты из Калифорнии, потому что я не знаю."
1636,prob_B,"Я сказала, что ни Хао в начале я узнала от отца, что происходит в фарфоре. Дождливый в моем городе, есть ли у тебя хобби? "
1637,prob_B,"Я доброволец в приюте для животных, но я слишком мала, чтобы ходить по большому собачьему лицу со слезами радости. Меня зовут Джордж. "
1638,prob_PB,"Приятно познакомиться, я немного устала от работы."
1639,prob_NB,"Мне тоже не нравится моя работа, я на Среднем Западе, а ты "
1640,prob_NB,"Я в Европе, это круто, я на Среднем Западе и я люблю навещать"
1641,prob_B,Вам нравится ваша страна. Рада знакомству с вами.
1642,prob_PB,"Это были мои слова, которых ты рад видеть, я на Среднем Западе, а ты "
1643,prob_PB,"Я извиняюсь, что извиняюсь. "
1644,prob_NB,"Ладно, извиняюсь. Я на Среднем Западе, а ты. "
1645,prob_NB,Я в Европе. Мне нравится цвет зеленого цвета. 
1646,prob_PB,"Мне нравится серый, что круто, что я большой фанат кантри, но я не уверен. "
1647,prob_B,"Ладно, у тебя есть семья, которая крута, я женщина, я женщина и я женщина "
1648,prob_B,"Привет, думай в лицо привет ты фанат поэзии "
1649,prob_B,"Я женщина, которую я часто читаю, ты феминистка да я феминистка"
1650,prob_B,"Я читаю женщин-авторов перед сном. Люблю женщин-авторов, особенно поэтов."
1651,prob_B,"Круто, что я вегетарианец, я вегетарианец, но я тоже был вегетарианцем много лет назад."
1652,prob_B,Веган - это моя жизнь Я веган Ты любишь научную фантастику 
1653,prob_B,"Я люблю много читать, я большой фанат звездных войн."
1654,prob_B,"Я феминистка, я феминистка, я с удовольствием напишу тебе кое-что."
1655,prob_B,"Я пишу романы и эротическую фантазию, которая интригует. "
1656,prob_B,"Я люблю играть со своей собакой, как зовут твою собаку. "
1657,prob_B,"Его зовут Молли, чем ты занимаешься на работе Я не работаю Я все еще в колледже Я футбольная команда"
1658,prob_B,"Я студентка колледжа, и я работаю на местном рынке, привет, как дела у тебя с подмигивающим лицом."
1659,prob_NB,"Я хорош, как ты справляешься с моими ежедневными тренировками. У тебя короткие волосы, где ты не видишь злой обезьяны."
1660,prob_B,"Я не фанат того, что ты любишь. "
1661,prob_B,"Я сам большой фанат всех видов спорта, что ты любишь делать. "
1662,prob_B,"Я люблю черное сердце для серфинга и барре, можете помочь мне. "
1663,prob_B,"Конечно, я могу помочь тебе рассказать мне о себе."
1664,prob_B,"Я здоровый псих, а я большой большой палец. Ты скучаешь, разговаривая со мной громко плачущее лицо, трахайся с тобой."
1665,prob_B,Ты обычно дуешься в лицо? Да.
1666,prob_B,"Я большой читатель, да."
1667,prob_B,"Я большой корректор, да"
1668,prob_B,"Мне нравятся все виды, я больше люблю джаз и хип-хоп эй"
1669,prob_B,"Как ты говоришь без злой обезьяны, я прекрасно справляюсь с тем, сколько тебе лет. "
1670,prob_B,"не в том старом, что ты часто ходишь в рестораны, я не ем дома."
1671,prob_B,"Мы редко выходим на улицу, я один из детей, так что папа говорит, что это слишком дорого, да, то же самое, что и я младшая, и это разочаровывает."
1672,prob_B,"Спасибо, что поболтали со мной, но ты, кажется, очень интересный, и пытаешься догадаться, что меня это не волнует."
1673,prob_B,"Я люблю моду, но для каждого из них."
1674,prob_B,"Да, я думаю, что красный расслабляет, это отличный цвет. Лучший цвет - ты все еще в школе. "
1675,prob_B,"Да, мне всего лишь лет, я буду в школе какое-то время, я тоже ненавижу школу."
1676,prob_B,"Интересно, почему он ненавидит тебя, когда ты не слышишь злой обезьяны, которую никто не ненавидит."
1677,prob_B,"Мой серый, но я думал, что блеск может считать лицо с ковбойской шляпой у тебя много друзей "
1678,prob_B,Я действительно встречаю их всех в колледже и когда я плаваю приятно видеть тебя я люблю играть в футбол 
1679,prob_PB,i Включая know you tell me what a joke 
1680,prob_PB,"Я догадывался, что это не так просто. "
1681,prob_B,"Я студент, я студент колледжа, я сейчас в старшей школе."
1682,prob_B,"Привет, я футболист, я выиграл королеву встречи выпускников в этом году. "
1683,prob_B,"Ого, это очень весело это тяжело играть в футбол "
1684,prob_B,"Я только для того, чтобы не ходить в школу, ты сказал, что тебе лет. "
1685,prob_B,"Я бы не удивился, если бы это не было так опасно почему ты думаешь, что ты так опасна "
1686,prob_B,"Я футбольный тренер, я люблю футбол. Ты тренер или футболист. "
1687,prob_B,"Нет, я не только твой ответ не относительный."
1688,prob_B,"Что бы ты сказал, я бы хотел пойти в парк и поиграть с моей дочерью в том году, когда увидел новую работу "
1689,prob_NB,Я не понял ваш интересный вопрос. 
1690,prob_B,Тебе нравится Тэйлор Быстрый Я мало что знаю о моде 
1691,prob_B,"Это не так важно, что оно повторяется постоянно. Вот почему у меня нет врача. "
1692,prob_PB,"Я не согласен с вами в этом вопросе, я врач, я врач. "
1693,prob_NB,"Что ж, это была шутка, я поняла. "
1694,prob_PB,"Это было забавно, это забавно. "
1695,prob_NB,"Да, ты очень забавный, что интересное спасибо, что ты меня тоже смешишь. "
1696,prob_PB,"Добро пожаловать, я не слышал ничего подобного раньше. "
1697,prob_B,"Иногда я делаю хорошие шутки, но иногда они очень плохие приятели, я врач, я врач. "
1698,prob_PB,"Да, я понял, что прости меня хорошо, тогда ты можешь объяснить мне это. "
1699,prob_NB,"Боже, это хорошо, что ты любишь медитацию. "
1700,prob_NB,"Да, а ты я веган, но моя работа не так хороша, как есть. "
1701,prob_B,"Я - веган, а ты - твое хобби. "
1702,prob_B,"Я люблю медитировать и медитировать, как ты выглядишь. "
1703,prob_B,"Я хорошо справляюсь, слушая медитацию, что ты сумасшедший. "
1704,prob_B,"Я - это ты, сколько тебе лет? "
1705,prob_B,"Мне столько лет, что ты буддист, как тебя зовут. "
1706,prob_B,"Я Стив, как насчет тебя, ты женщина, да "
1707,prob_B,"Я - мои родители, и ты - самец. "
1708,prob_B,"Я тебе не нравлюсь звери, эй, улыбающиеся лица с открытым ртом и холодным потом"
1709,prob_NB,"Привет, какие видеоигры ты играешь. "
1710,prob_PB,"Мне нравится призыв к службе, это моё абсолютное любимое, я люблю школу Элвиса, хочу, чтобы это было настоящим. "
1711,prob_NB,"Ты любишь видео игры, а я люблю видео игры, но меня очень легко возбуждают, когда я так сильно умираю."
1712,prob_NB,"Сколько тебе лет, хотя сколько тебе лет? "
1713,prob_B," У тебя есть дети, у меня нет детей."
1714,prob_B,Я сжимаю своих детей в свой маленький хонда гражданский хаха нет футбольного фургона здесь что ты делаешь
1715,prob_B,"Вы играете в видеоигры, чем вы зарабатываете на жизнь"
1716,prob_B,"Ты играешь в видео игры, которые любишь готовить? "
1717,prob_B,"Да, как насчет тебя, мне тоже нравится, где ты работаешь."
1718,prob_B,"Я учительница, и мне нравится, что ты милый Колорадо, откуда ты родом. "
1719,prob_NB,"Я из Чили, я с юга, откуда ты родом. "
1720,prob_NB,"Я с запада, я живу в Кали."
1721,prob_NB,Мне не жаль это слышать. 
1722,prob_B,"Я не знаю, зачем мне это делать, но я тоже профессионал."
1723,prob_B,Мне здесь тоже не нравится.
1724,prob_B,Мне очень жаль.
1725,prob_B,"Я просто хочу сказать, что это нормально."
1726,prob_B,"Я так много собираюсь в спортзал, что ты любишь каякинг. "
1727,prob_B,"Я не люблю каякинг, но я тоже люблю каякивать. "
1728,prob_B,"Мне нравится запах воды, привет, Дэнни."
1729,prob_B,"Дай ей свой поднос, Дэнни, что ты снова держишь линию, я на самом деле не"
1730,prob_B,"О да, как ты себя чувствуешь. "
1731,prob_B,Внизу я в компьютерной комнате и наслаждаюсь аферой с воздуха внизу. 
1732,prob_B,"Да, как ты имеешь в виду, Дэнни?"
1733,prob_B,"Ничего на самом деле, компьютеры здесь не так полезны, на самом деле я нет "
1734,prob_B,"Ты знаешь, что они в прошлом веке "
1735,prob_NB,"Да, очень старая и бегущая система окон xp вы можете себе представить "
1736,prob_NB,"Именно для того, чтобы вы не уходили в отставку "
1737,prob_PB,"Я не уйду в отставку. Я уйду в отставку через час, и ты не сможешь меня остановить. "
1738,prob_NB,"Алло, Алекс, радуйся новому году, если забудешь о знакомстве и никогда не вспомнишь. "
1739,prob_B,"Я не думаю, что это так больно, но похоже, что это каблук. "
1740,prob_B,"Я очень рад видеть тебя снова, Алекс."
1741,prob_B,Иногда это просто ерунда. Ты лучший.
1742,prob_B,"Я рад, что ты немного успокоился, Дэнни, как прошел твой год. "
1743,prob_B, Потому что это день нашего выпускного ох ты забавный
1744,prob_B,"Я сказал ей, что если я не вернусь через две минуты, чтобы начать без меня, то каково твое новое решение на год?"
1745,prob_B,"Похоже, ты сегодня вроде как заблудился."
1746,prob_B,"Ты потеряла нет, я в порядке, ты, кажется, потеряна"
1747,prob_B,Ты потеряла привет.
1748,prob_B,"Да, это правильно, как тебя зовут "
1749,prob_B,Я крутой Пол.
1750,prob_B,Откуда ты родом? 
1751,prob_B,"Я от нас, как насчет тебя, я из Индии, ты был там. "
1752,prob_B,"Я был там с тех пор, как был в классе, где ты учился. "
1753,prob_B,Учился в колледже для физкультуры.
1754,prob_B,"Я понимаю, послушай, как ты сегодня, я в порядке."
1755,prob_B,"Приятно слышать, что твой день подмигивает тебе, ты все еще со мной. "
1756,prob_NB,"Привет. Привет. Привет, как дела сегодня, ты из маленького городка. "
1757,prob_PB,"Да, я здесь, я не делала того, что я остаюсь дома, мама. "
1758,prob_NB,"Я из Колорадо
Я живу здесь, я живу в маленьком городке в Канзасе."
1759,prob_NB,что ты хобби я люблю сад и не большой фанат охоты но я люблю рыбачить 
1760,prob_NB,"И моя любимая деятельность - это восхождение на скалы.
Что ты думаешь об этом, ты когда-либо пробовал, что я не пробовал, я большой фанат вина, каскадически. "
1761,prob_B,"А ты кто, я куриный кукурузный кукурузный кукуруза, ты скучаешь, разговаривая со мной громко плачущим лицом"
1762,prob_NB,"Что вы за профессия, я адвокат, а что насчет вас? "
1763,prob_NB,"Я - инженер-механик, который интересен, я адвокат. "
1764,prob_B,Нравится ли тебе эта профессия? Я не адвокат. 
1765,prob_B,Механик-инженер банковское дело. Я банковский счетчик. 
1766,prob_NB,"Привет, как у тебя дела, я только что закончил с моим пивом и пивом, ты пьешь спиртное. "
1767,prob_B,No i including drink i am a fat and a body critic 
1768,prob_B,Что такое критик на теле? Я плотник. 
1769,prob_NB,"Очень интересно, что я строительный работник."
1770,prob_B,"Я продюсирую музыку для художников. Хотел бы я иметь работу, но я не фанат пива. "
1771,prob_NB,"Что у тебя за любимая еда? Я не уверен, что я сосунок для итальянской еды. "
1772,prob_NB,"Я люблю пиццу, это моя любимая еда. "
1773,prob_NB,"Это моя любимая еда, я люблю черную еду, я пью много алкоголя в своей жизни. "
1774,prob_B,"Не пей так много алкоголя, я думаю, я уже давно ел стейк, я не пью. "
1775,prob_NB,"Ты любишь слушать музыку, но я люблю слушать музыку, когда у меня есть часы времени "
1776,prob_NB,"Ладно, спасибо, что у меня все хорошо, только что закончилось тренироваться ты работаешь из дома "
1777,prob_NB,"Да, где ты работаешь я работаю дома как насчет тебя "
1778,prob_B,"Я большой геймер, я люблю черное сердце, какие игры ты любишь "
1779,prob_B,"Я люблю играть в игры и играть в карты, какие твои любимые телепрограммы "
1780,prob_B,"Я люблю смотреть старые ситкомы, ты любишь что-то "
1781,prob_B,Мне не нравятся фильмы. Ты чего-то боишься? 
1782,prob_B,"Нет, я не фанат того, что мне нравится смотреть телевизор, ты любишь спорт. "
1783,prob_B,"Я люблю спорт, я люблю смотреть спорт, что у тебя за хобби. "
1784,prob_B,Я люблю смотреть телевизор и смотреть телевизор. Ты любишь готовить. 
1785,prob_B,"Я люблю жаркое черное сердце готовлю, и я люблю готовить привет, как ты. "
1786,prob_NB,"Я в порядке, спасибо.
Как тебя зовут, как меня зовут - Люси. "
1787,prob_NB,"Я Джейн
Сколько тебе лет? "
1788,prob_NB,"На самом деле, я думаю, что да. "
1789,prob_NB,"Ты шутишь? Нет, я только что вернулся с пробежки. "
1790,prob_NB,Ты любишь бегать Я люблю бегать Я люблю бегать 
1791,prob_NB,"Но я не знаю.
Мне нравится играть со своими куклами. Я тоже люблю куклы. "
1792,prob_B,"Выполнено
У меня есть черепаха.
А у тебя есть питомцы, у меня есть собака, у тебя есть питомцы. "
1793,prob_NB,У меня есть черепаха по имени Сириус. 
1794,prob_B,"Моё имя черепахи - это Лили, а имя - Сэм."
1795,prob_NB,"Я устала, что ты должен спать, а потом ты любишь спорт. "
1796,prob_NB,"не очень, почему ты спрашиваешь, что ты ешь много углеводов также пытаешься угадать, что я играю на пианино "
1797,prob_NB,"Ну, и гитара, и смешная песня. "
1798,prob_PB,"Ладно, ты талантливый, не жди, пока не увидишь фильм, в котором есть хобби, которые ты любишь. "
1799,prob_NB,"Я люблю ходить в парк с тремя детьми и женой, у тебя много детей."
1800,prob_NB,"Моя жена и дети - лучшее, что мама заботилась обо мне, она все еще работает в банке. "
1801,prob_B,"У меня в брате есть сын, как его зовут. "
1802,prob_B,"Его зовут Корн после моей любимой группы Хаха, у тебя есть хобби, которые я люблю ходить в парк с моими тремя детьми и женой "
1803,prob_B,"В прошлом году я просто ходила на вегетарианскую вечеринку, как все идет лицом к лицу, бросая поцелуй эй, что улыбается лицо с открытым ртом и холодным потом, короткое био-новое дитя в блоке"
1804,prob_NB,"Эй, я отлично справляюсь, только что закончил свою часовую тренировку милый только что вышел с работы в ресторане, который принадлежит моей семье, просто маленький бизнес улыбающийся личико с открытым ртом и улыбающимися глазами"
1805,prob_PB,"О, это мило, ты готовишь или ты официант, я просто слишком занята, но около выходных я обычно делаю кое-какие вещи как ты делаешь сегодня вечером "
1806,prob_NB,Я отлично вырезаю немного итальянской еды да какие у тебя есть другие хобби 
1807,prob_NB,"Я люблю гимнастику, которая моя главная работа и хобби. Я - Олимпиан. Что насчет того, что ты просто перестаешь быть пачкой в день курильщиком вождения бездна отвлекает тебя от того, как ты сегодня себя чувствуешь? "
1808,prob_PB,"Я уже говорил тебе пару раз хаха с тех пор, как я был очень маленьким, даже выиграл себе олимпийскую бронзовую медаль также пытается предположить, что я танцую "
1809,prob_NB,"Забавно, что ты брал уроки на неделю. "
1810,prob_NB,Чем вы зарабатываете на жизнь? 
1811,prob_B,Я просто бабушка для внуков.
1812,prob_NB,"Вау, сколько тебе лет, сколько мне лет, что ты делаешь сегодня? "
1813,prob_B,"Ты сказала, что ты бабушка, я просто милый осенний цвет, и пытаюсь догадаться, что я родилась. "
1814,prob_B,"Мне жаль, что я услышала это привет"
1815,prob_NB,"Я в Европе, я учитель, я учитель и ты. "
1816,prob_B,"Простите, простите, что вы близнецы. "
1817,prob_PB,"Моя семья не поддерживает меня в моих мечтах о том, что я крутой учитель, а я учитель и ты "
1818,prob_B,"Здравствуйте, я мальчик, а я учительница, которую вы сказали, что я работаю на сторожевого дилера."
1819,prob_B,"Европа, я учитель, я учитель, а ты - учитель. "
1820,prob_B,"Здравствуйте, у вас есть имя?"
1821,prob_NB,"Я в порядке, я в порядке, что ты работаешь."
1822,prob_NB,"Да, я музейный гид, что насчет тебя я жду столики это популярный клуб, хотя в Хьюстоне "
1823,prob_NB,"Ты любишь читать, я обычно слишком подавлена с тех пор, как потеряла работу несколько недель назад, ухмыляясь лицом в очках"
1824,prob_NB,"Серьезно, мне очень жаль слышать, что это было очень грустно, но сейчас мне лучше. "
1825,prob_B,"Ты справишься с этим приветом, как ты сегодня? "
1826,prob_B,"Я только что из плаванья, я плавал с тех пор, как ребенок это хорошо "
1827,prob_B,"Да, хорошо, что ты будешь петь Я не пою Я частично глухой"
1828,prob_B,"Мне жаль, что ты не слышишь какого цвета твои волосы мои волосы естественным образом черные но я покрасил их вайолет"
1829,prob_B,"У тебя есть дети, и я очень рад тебя видеть. "
1830,prob_PB,"Хорошо, я тебя слышу. "
1831,prob_B,"Какой твой любимый напиток я люблю говорить, что настоящий ответ - адвокат"
1832,prob_B,"Я большой любитель кофе, это так грустно. "
1833,prob_NB,Какой твой любимый цвет я люблю красный напоминает мне о летнем времени 
1834,prob_NB,"Я тоже ненавижу розовый, я довольно хороший музыкант, я программист и владелец студии, которая твоя работа. "
1835,prob_NB,"Это круто, к сожалению, я не очень люблю музыку но я люблю горные велосипеды я люблю прогуливаться и ходить на горные лазания "
1836,prob_PB,У нас много общего. Я не мужчина. 
1837,prob_B,"Я нетерпеливый человек, я презираю длинные линии, надеюсь Джастин позволит мне жить перед нами в симуляции, правильно вы спросили меня о моей работе я ассистентка по магазинам и мой отец был строительным работником "
1838,prob_B,"Я программист, и у меня есть красивое имя в студии. "
1839,prob_PB,Я просто смотрю новости.
1840,prob_PB,"Итак, что в вашем городе новенькое? Да, много городов."
1841,prob_B,"Я живу на Среднем Западе, чем ты занимаешься. "
1842,prob_B,Я работаю в местном приюте. Это для людей или животных. 
1843,prob_B,"Я не знаю, что я ветеринар, так что это приют для животных."
1844,prob_B,"Да, у меня есть собака, названная в честь долгой ходьбы хаха, что было результатом этой прогулки, как вы назвали ее "
1845,prob_B,Я тоже родилась у нас.
1846,prob_B,Мне это тоже не нравится.
1847,prob_B,"Я люблю нас, я из Флориды, я родилась в твоем возрасте. "
1848,prob_B,"Мой возраст - ребёнок годовалый привет, как ты? "
1849,prob_NB,"Не очень хорошо, но я пошла в поход сегодня, так что хорошо, что я люблю походы. "
1850,prob_B,"Это круто, давай пойдем вместе, нет, я не пойду. "
1851,prob_PB,"Ладно, ты любишь упражняться, но мне это нравится. "
1852,prob_NB,"Это хорошо, что ты ешь здоровую еду да я ем здоровую еду "
1853,prob_NB,"Здорово, что ты, должно быть, очень хороший парень. Да, я очень хороший парень. "
1854,prob_NB,"У тебя есть девушка? Нет, я не замужем. "
1855,prob_NB,"Я тоже недавно рассталась, мне жаль это слышать. "
1856,prob_PB,"Всё в порядке, я еще молода, мне жаль это слышать. "
1857,prob_PB,"Ладно, пока, мне жаль это слышать. "
1858,prob_NB,"Эй, я делаю математику. Что ты делаешь? "
1859,prob_NB,Домашнее задание по математике. 
1860,prob_NB,"Да, это тяжело, как это может быть трудно "
1861,prob_PB,"Шучу, на самом деле это довольно просто, я уже могу сказать, что это не сработает. "
1862,prob_PB,"Я постараюсь, где ты это взяла. "
1863,prob_B,"Мне жаль, почему "
1864,prob_B,"Я уезжаю через пару часов, откуда ты родом из певцов."
1865,prob_B,"Я отсюда, может быть, я знаю того, кого ты знаешь. "
1866,prob_B, у кого у тебя есть друзья? 
1867,prob_B,"Так что Фиона сказала обо мне привет, я люблю читать."
1868,prob_PB,"Здравствуйте, я тоже люблю читать, но я больше люблю музыкальный фанат, я люблю Тэйлор Быстрый Я не очень много знаю о моде я люблю читать "
1869,prob_PB,"Тэйлор Спид - певица, а не модель, я не уверен, что я большой фанат музыки. "
1870,prob_B,"Ты любишь кантри эй, это интересно "
1871,prob_NB,"Ты одинок, я не присоединён к тебе, как насчет тебя. "
1872,prob_NB,Я скоро женюсь. Я мать пяти лет.
1873,prob_B,"Вау, сколько тебе лет, я в порядке, как ты себя чувствуешь. "
1874,prob_B,"Привет, я мать пяти лет, это не работа."
